Time,FR007:1Y,FR007:2Y,FR007:3Y,FR007:5Y,FR007:7Y,FR007:10Y,国债:1Y,国债:2Y,国债:3Y,国债:5Y,国债:7Y,国债:10Y,国开:1Y,国开:2Y,国开:3Y,国开:5Y,国开:7Y,国开:10Y,口行:1Y,口行:2Y,口行:3Y,口行:5Y,口行:7Y,口行:10Y
2016-10-20,2.5538,2.5863,2.6413,2.785,2.9106,2.9844,2.1361,2.1998,2.2926,2.4271,2.624,2.6518,2.2823,2.6804,2.7,2.8773,3.0485,3.0156,2.3274,2.7168,2.7528,2.942,3.058,3.0616
2016-10-21,2.5879,2.6139,2.6596,2.8003,2.9314,2.9931,2.1461,2.2145,2.3024,2.4056,2.5903,2.6451,2.3188,2.6831,2.7041,2.8815,3.0509,3.0157,2.3285,2.7106,2.7378,2.9338,3.0582,3.065
2016-10-24,2.6264,2.6483,2.6823,2.8286,2.935,2.9984,2.1593,2.232,2.3177,2.4124,2.5989,2.6595,2.3227,2.687,2.7159,2.9004,3.0626,3.0507,2.3302,2.7093,2.7379,2.9345,3.068,3.0873
2016-10-25,2.6273,2.6494,2.7094,2.8373,2.9627,3.0421,2.1493,2.2178,2.3025,2.409,2.611,2.6859,2.3357,2.69,2.7169,2.9285,3.0746,3.0669,2.3507,2.7319,2.7637,2.9412,3.0812,3.1098
2016-10-26,2.6671,2.69,2.75,2.8819,3.0144,3.0792,2.1803,2.253,2.3385,2.4556,2.6549,2.72,2.4148,2.7415,2.7554,2.968,3.1005,3.1044,2.4676,2.8041,2.7907,2.9879,3.1071,3.1446
2016-10-27,2.6931,2.7136,2.7702,2.8956,3.03,3.0998,2.187,2.2567,2.3489,2.446,2.6622,2.7068,2.4462,2.754,2.7689,2.9587,3.0914,3.0882,2.4766,2.7841,2.7853,2.9683,3.1153,3.1422
2016-10-28,2.6971,2.7156,2.7761,2.8969,3.0063,3.0904,2.1751,2.2475,2.3397,2.4412,2.664,2.7027,2.4381,2.7497,2.7686,2.9461,3.0911,3.0832,2.4743,2.7625,2.7859,2.9568,3.1103,3.1294
2016-10-31,2.7646,2.7769,2.8369,2.9625,3.1031,3.1725,2.1711,2.2507,2.3407,2.4518,2.6762,2.7425,2.4386,2.7555,2.7838,2.9783,3.133,3.1058,2.4778,2.7727,2.8062,2.9823,3.1318,3.1501
2016-11-01,2.7375,2.7533,2.8148,2.9411,3.0675,3.1398,2.1741,2.2691,2.3516,2.4519,2.7035,2.7375,2.4391,2.7571,2.7864,2.9988,3.1447,3.1083,2.468,2.775,2.82,2.9888,3.1555,3.1729
2016-11-02,2.6994,2.7217,2.7714,2.9194,3.0183,3.0894,2.1621,2.2541,2.3515,2.4367,2.7015,2.7372,2.4046,2.7488,2.7843,2.9978,3.1367,3.1008,2.4182,2.7817,2.8147,2.9855,3.1486,3.1659
2016-11-03,2.6902,2.7131,2.7725,2.9088,3.0308,3.1102,2.15,2.2224,2.3418,2.4421,2.6962,2.7301,2.3601,2.7427,2.7766,2.9835,3.1225,3.0884,2.3899,2.8059,2.8204,2.9766,3.1214,3.1602
2016-11-04,2.7019,2.7246,2.7911,2.9189,3.0421,3.1196,2.1391,2.2164,2.3422,2.4524,2.7001,2.7339,2.3109,2.7427,2.7659,2.9837,3.1203,3.0914,2.3866,2.8043,2.8261,2.9588,3.1201,3.1683
2016-11-07,2.7253,2.7481,2.8156,2.9498,3.0702,3.1466,2.1451,2.2258,2.3581,2.4663,2.7161,2.7475,2.3025,2.7531,2.7751,2.9944,3.129,3.115,2.3747,2.8073,2.8268,2.9697,3.1414,3.1797
2016-11-08,2.7296,2.7546,2.8192,2.96,3.0688,3.1485,2.1451,2.2289,2.3635,2.4733,2.7438,2.7634,2.3412,2.771,2.7722,2.9996,3.1418,3.1272,2.3867,2.8075,2.8298,2.9806,3.1479,3.1825
2016-11-09,2.7264,2.7506,2.7963,2.9613,3.0852,3.1794,2.1401,2.2292,2.3689,2.4887,2.7359,2.7651,2.38,2.76,2.762,3.0002,3.1328,3.1173,2.3967,2.8125,2.8353,2.9794,3.1555,3.1831
2016-11-10,2.7998,2.8206,2.8956,3.0463,3.1652,3.2481,2.1401,2.2295,2.3691,2.4837,2.7614,2.7926,2.4042,2.786,2.7898,3.0382,3.1615,3.1486,2.4114,2.8165,2.8473,2.9856,3.1682,3.1967
2016-11-11,2.8269,2.8519,2.9213,3.0906,3.1581,3.2354,2.1406,2.2426,2.3714,2.5252,2.7819,2.815,2.4126,2.7961,2.8016,3.0697,3.171,3.1587,2.4147,2.8036,2.8549,2.9953,3.1859,3.2216
2016-11-14,2.8827,2.9325,3.0164,3.1569,3.2771,3.3581,2.1313,2.2314,2.3656,2.5877,2.8143,2.8577,2.4245,2.7849,2.7886,3.1009,3.1988,3.1788,2.416,2.8171,2.8563,2.9953,3.1956,3.2573
2016-11-15,2.89,2.9385,3.0273,3.1563,3.2923,3.3813,2.1618,2.2645,2.4062,2.6023,2.8254,2.8501,2.455,2.8318,2.852,3.1562,3.2301,3.1815,2.4482,2.8538,2.9063,2.9953,3.2275,3.2952
2016-11-16,2.9486,2.9925,3.0775,3.2113,3.3144,3.3763,2.1514,2.2518,2.4068,2.6181,2.8364,2.8652,2.513,2.8768,2.884,3.1595,3.2297,3.1995,2.4809,2.8907,2.9232,3.0054,3.2271,3.2987
2016-11-17,3.0113,3.0769,3.1579,3.2719,3.3973,3.4727,2.1813,2.2772,2.4318,2.6638,2.8517,2.9055,2.5162,2.8949,2.9171,3.2012,3.2593,3.2396,2.4935,2.9104,2.9864,3.0571,3.2617,3.346
2016-11-18,2.9896,3.0418,3.125,3.2589,3.3748,3.4479,2.2258,2.3102,2.4463,2.6582,2.8573,2.8901,2.5558,2.9249,2.9375,3.1937,3.2815,3.2365,2.5307,2.9327,3.0106,3.1087,3.2849,3.3662
2016-11-21,2.9802,3.0216,3.1054,3.2469,3.3675,3.4411,2.2027,2.3147,2.4567,2.6694,2.8566,2.8851,2.5288,2.9313,2.9395,3.1846,3.2822,3.223,2.5172,2.9489,3.0102,3.117,3.2881,3.3794
2016-11-22,2.9419,2.9875,3.0713,3.2069,3.3363,3.4156,2.1753,2.2859,2.4587,2.6592,2.8536,2.8689,2.5062,2.9242,2.9374,3.1767,3.287,3.213,2.5062,2.9458,3.0081,3.1092,3.2929,3.3745
2016-11-23,2.9281,2.9708,3.0586,3.1894,3.3213,3.3879,2.1853,2.2879,2.4588,2.6491,2.8249,2.8451,2.472,2.9142,2.9174,3.1641,3.2765,3.1919,2.4862,2.9303,3.0091,3.1066,3.2824,3.3434
2016-11-24,2.9667,3.0175,3.0998,3.2313,3.3525,3.4336,2.2002,2.3034,2.4755,2.6383,2.834,2.8502,2.483,2.9229,2.9247,3.1607,3.2723,3.1968,2.4897,2.9321,2.9991,3.1211,3.2838,3.335
2016-11-25,2.9969,3.0425,3.1213,3.2506,3.3617,3.4439,2.2294,2.3377,2.5102,2.6476,2.853,2.865,2.4927,2.9214,2.9453,3.1764,3.2822,3.208,2.5045,2.9303,3.0078,3.141,3.2937,3.3509
2016-11-28,3.0061,3.0556,3.1322,3.2553,3.37,3.4511,2.22,2.3331,2.5122,2.6587,2.8342,2.8502,2.5225,2.9411,2.9548,3.1707,3.2726,3.2036,2.5443,2.9414,3.021,3.1349,3.2917,3.3436
2016-11-29,3.1481,3.1892,3.2513,3.3967,3.5254,3.6096,2.2599,2.3734,2.5525,2.7096,2.89,2.8906,2.5993,2.9982,3.0085,3.2185,3.3239,3.2667,2.6632,2.9499,3.0829,3.1949,3.3524,3.4095
2016-11-30,3.1425,3.1644,3.2681,3.3963,3.505,3.5875,2.301,2.4248,2.6027,2.7282,2.9263,2.9502,2.707,3.0486,3.0516,3.2365,3.3239,3.2868,2.7505,2.9783,3.1751,3.2546,3.3984,3.4432
2016-12-01,3.2881,3.3219,3.3994,3.5556,3.6844,3.7644,2.327,2.4579,2.6437,2.7839,2.9662,2.9893,2.8122,3.1714,3.1729,3.3265,3.391,3.3419,2.8502,3.0136,3.1979,3.2838,3.4823,3.5271
2016-12-02,3.2488,3.2927,3.3713,3.5425,3.6914,3.7681,2.3509,2.4792,2.6632,2.7892,2.9858,2.9895,2.7798,3.1824,3.1886,3.3487,3.4459,3.357,2.9002,3.0936,3.2125,3.3509,3.5287,3.5593
2016-12-05,3.2439,3.2911,3.3799,3.5441,3.6786,3.7566,2.3974,2.4846,2.6216,2.8131,3.0222,3.0302,2.8076,3.1968,3.2015,3.33,3.4748,3.387,2.9503,3.1336,3.233,3.3714,3.545,3.5908
2016-12-06,3.2169,3.2672,3.3575,3.5316,3.6736,3.7491,2.3702,2.4925,2.6654,2.9062,3.111,3.1151,2.8918,3.2725,3.2772,3.45,3.586,3.4795,3.0575,3.2161,3.343,3.4814,3.6527,3.6807
2016-12-07,3.1994,3.2567,3.3366,3.5041,3.6761,3.7441,2.3984,2.5051,2.6722,2.8955,3.0855,3.0877,2.9067,3.2751,3.2798,3.4452,3.571,3.4533,3.0989,3.2065,3.3808,3.4939,3.6341,3.6517
2016-12-08,3.1688,3.2119,3.3003,3.4733,3.6193,3.7109,2.44,2.5741,2.6701,2.8635,3.06,3.0753,2.93,3.3011,3.31,3.4253,3.5498,3.4338,3.1039,3.2167,3.3622,3.4747,3.6042,3.6195
2016-12-09,3.1947,3.24,3.3384,3.5156,3.635,3.7153,2.5096,2.6394,2.6895,2.8413,3.0578,3.0853,2.9706,3.2984,3.3119,3.4383,3.5645,3.4493,3.1082,3.2467,3.357,3.4638,3.6241,3.6399
2016-12-12,3.2824,3.3427,3.4282,3.6008,3.7557,3.8268,2.5744,2.6325,2.7132,2.9043,3.1067,3.1458,3.039,3.362,3.3983,3.5284,3.66,3.5572,3.1604,3.3031,3.4465,3.5442,3.719,3.7449
2016-12-13,3.3061,3.3738,3.455,3.6431,3.7897,3.8686,2.5995,2.6622,2.7487,2.9234,3.1337,3.1863,3.1089,3.4125,3.4329,3.5827,3.7298,3.6173,3.2299,3.3928,3.524,3.5991,3.7845,3.8173
2016-12-14,3.33,3.3863,3.4675,3.6525,3.7758,3.8596,2.7059,2.7416,2.7489,2.9657,3.1383,3.2186,3.3786,3.4632,3.4786,3.6327,3.7848,3.6605,3.4333,3.5063,3.5504,3.6764,3.8408,3.8728
2016-12-15,3.4723,3.549,3.6634,3.8639,4.0198,4.1118,2.8556,2.9049,2.9163,3.0906,3.2779,3.3315,3.6124,3.6967,3.701,3.85,3.9961,3.8871,3.8006,3.9159,3.908,3.9269,3.9972,4.0153
2016-12-16,3.4169,3.4929,3.5983,3.8013,3.9654,4.05,2.9874,2.9969,2.9986,3.0561,3.2604,3.2803,3.7383,3.7701,3.7744,3.8395,3.94,3.7916,3.8335,3.8541,3.8462,3.8888,3.9622,3.9864
2016-12-19,3.5163,3.6087,3.7271,3.9412,4.1169,4.2749,3.0491,3.049,3.0498,3.1483,3.2927,3.3316,3.9004,3.8859,3.8902,3.9007,3.9825,3.9243,3.9703,3.9872,3.988,4.016,4.0463,4.062
2016-12-20,3.5081,3.6127,3.7481,3.9903,4.185,4.3799,3.0491,3.1055,3.1229,3.1906,3.2939,3.3739,3.9961,3.9248,3.929,3.9415,4.0154,3.9265,4.0565,4.041,4.0208,4.0526,4.0338,4.0298
2016-12-21,3.3958,3.4926,3.6126,3.8584,4.0732,4.2559,2.9194,3.0095,3.0588,3.1374,3.2499,3.2815,3.8449,3.8383,3.8379,3.8455,3.9487,3.8195,3.9556,3.9187,3.9132,4.0022,3.9798,3.9763
2016-12-22,3.3119,3.3963,3.4994,3.7344,3.9619,4.1456,2.8718,3.0034,3.0588,3.0675,3.1783,3.1908,3.7311,3.7554,3.76,3.7555,3.8568,3.7385,3.8486,3.8571,3.845,3.9302,3.9148,3.8963
2016-12-23,3.3325,3.4163,3.5295,3.7612,3.9471,4.1197,2.7165,2.9077,2.9981,3.0013,3.1333,3.1769,3.4663,3.6603,3.7062,3.752,3.8451,3.7694,3.6188,3.7201,3.7723,3.8449,3.8829,3.8854
2016-12-26,3.3538,3.4544,3.5775,3.8019,4.0006,4.2046,2.7236,2.8999,2.9278,2.9422,3.067,3.1551,3.374,3.6265,3.64,3.7654,3.8612,3.783,3.5597,3.6625,3.7198,3.8425,3.8841,3.8828
2016-12-27,3.3836,3.4806,3.6163,3.8542,4.0304,4.2353,2.7348,2.8422,2.9256,2.9327,3.1061,3.1628,3.3077,3.5642,3.625,3.737,3.8691,3.8074,3.5213,3.6134,3.709,3.8202,3.8783,3.8882
2016-12-28,3.3831,3.485,3.6266,3.8588,4.0138,4.2181,2.7507,2.8439,2.9206,2.9274,3.0792,3.1223,3.2886,3.5846,3.6013,3.7236,3.8561,3.7437,3.4837,3.6126,3.7075,3.8198,3.8787,3.8883
2016-12-29,3.3513,3.4475,3.585,3.8131,3.9681,4.165,2.718,2.7538,2.8067,2.8574,3.012,3.0471,3.2559,3.527,3.5348,3.6762,3.8063,3.6969,3.4504,3.5578,3.6514,3.8235,3.8687,3.8578
2016-12-30,3.3502,3.4456,3.5894,3.8125,3.9856,4.1938,2.6493,2.7042,2.785,2.854,2.9918,3.0115,3.1783,3.5088,3.5222,3.6414,3.7835,3.6805,3.3961,3.5765,3.6148,3.8087,3.8514,3.816
2017-01-03,3.3895,3.4972,3.6359,3.8713,4.0756,4.275,2.7484,2.7798,2.8265,2.8877,3.0364,3.1054,3.1922,3.5145,3.528,3.6417,3.8057,3.6994,3.3461,3.5648,3.6129,3.8043,3.8401,3.8472
2017-01-04,3.3921,3.5033,3.6431,3.8794,4.0713,4.2675,2.749,2.7937,2.8599,2.9339,3.0709,3.1823,3.205,3.5445,3.555,3.6322,3.8165,3.7536,3.2928,3.562,3.6024,3.7708,3.8618,3.8941
2017-01-05,3.3845,3.5008,3.6364,3.8763,4.0886,4.2981,2.7804,2.8132,2.8567,2.9306,3.1437,3.2086,3.2176,3.5589,3.5713,3.6798,3.8643,3.792,3.2778,3.6168,3.6292,3.7756,3.8886,3.9029
2017-01-06,3.3393,3.4567,3.6,3.8333,4.0531,4.2783,2.7799,2.8047,2.8348,2.9534,3.1421,3.1953,3.2123,3.5644,3.5875,3.6607,3.8526,3.7754,3.2885,3.6211,3.645,3.776,3.8665,3.871
2017-01-09,3.1975,3.3219,3.4567,3.694,3.9418,4.1386,2.765,2.788,2.816,2.9445,3.1086,3.1692,3.2468,3.5771,3.5832,3.6652,3.8244,3.7415,3.2646,3.6216,3.633,3.7639,3.8479,3.866
2017-01-10,3.1839,3.2952,3.4311,3.6613,3.9031,4.11,2.7252,2.7671,2.8191,2.9119,3.092,3.1792,3.1991,3.5216,3.5498,3.6482,3.7899,3.7311,3.2323,3.5776,3.588,3.7337,3.8207,3.8258
2017-01-11,3.2092,3.3238,3.4581,3.6838,3.9031,4.1031,2.7164,2.7886,2.853,2.9531,3.1308,3.2055,3.1829,3.537,3.5495,3.6902,3.8094,3.7668,3.2784,3.5688,3.581,3.7192,3.8626,3.8648
2017-01-12,3.1738,3.2888,3.4163,3.6456,3.8819,4.1038,2.7147,2.7697,2.8106,2.9616,3.1105,3.1888,3.1518,3.5103,3.5305,3.674,3.855,3.7589,3.2942,3.5153,3.5508,3.7269,3.8876,3.8934
2017-01-13,3.1571,3.2663,3.3811,3.6163,3.8344,4.0288,2.6866,2.7539,2.8121,2.9452,3.1067,3.2022,3.1496,3.5032,3.5095,3.6617,3.855,3.7558,3.2919,3.502,3.5537,3.7346,3.8731,3.8794
2017-01-16,3.2618,3.3866,3.5069,3.7381,3.9709,4.1788,2.6224,2.7094,2.7933,2.9596,3.1226,3.2496,3.1598,3.5001,3.5398,3.6925,3.88,3.8014,3.2922,3.5051,3.5487,3.7555,3.8999,3.9171
2017-01-17,3.2158,3.3319,3.4644,3.705,3.9244,4.13,2.6677,2.755,2.8382,2.983,3.1532,3.2692,3.2387,3.5821,3.6035,3.7326,3.895,3.8248,3.2942,3.5817,3.6168,3.8218,3.9605,3.9624
2017-01-18,3.2328,3.3494,3.4669,3.7103,3.8963,4.0594,2.638,2.7297,2.8194,2.9612,3.1661,3.2682,3.2952,3.5847,3.6223,3.7526,3.91,3.8397,3.3195,3.6166,3.6036,3.8073,3.9806,3.9671
2017-01-19,3.1992,3.3151,3.4398,3.6856,3.9234,4.1319,2.6678,2.7457,2.8168,2.9715,3.2088,3.2584,3.3238,3.5802,3.6099,3.7476,3.9399,3.8424,3.3189,3.5953,3.5873,3.7937,3.9946,3.9873
2017-01-20,3.1503,3.2769,3.3969,3.6397,3.8788,4.1013,2.6413,2.7265,2.8082,2.9619,3.1851,3.244,3.1922,3.5426,3.5648,3.7387,3.9182,3.8097,3.211,3.5332,3.571,3.7801,3.9771,3.9616
2017-01-22,3.1438,3.2694,3.39,3.635,3.8394,4.0325,2.643,2.7182,2.7873,2.9645,3.1871,3.255,3.1939,3.5632,3.5648,3.7336,3.9107,3.8106,3.2127,3.5538,3.571,3.7714,3.9401,3.9565
2017-01-23,3.1361,3.2592,3.3846,3.6391,3.87,4.0647,2.6429,2.7367,2.7808,2.9568,3.2026,3.2429,3.1421,3.5338,3.5855,3.7361,3.9092,3.8263,3.1672,3.5418,3.5533,3.7721,3.9484,3.9551
2017-01-24,3.1938,3.3028,3.4256,3.6897,3.9031,4.0869,2.6418,2.7404,2.7961,2.973,3.2303,3.2837,3.1065,3.5254,3.6234,3.7824,3.9649,3.8993,3.136,3.5403,3.5825,3.7918,3.9684,4.0051
2017-01-25,3.2867,3.4121,3.5319,3.8263,4.0153,4.1981,2.6543,2.7617,2.8213,3.0275,3.2653,3.3463,3.1526,3.5775,3.6765,3.8534,3.9904,3.9518,3.113,3.5901,3.6504,3.862,3.9935,4.0704
2017-01-26,3.3,3.4163,3.5294,3.8388,3.9938,4.1394,2.6757,2.7737,2.8212,3.0375,3.2777,3.3465,3.1444,3.5913,3.6812,3.8581,3.9793,3.9566,3.1036,3.604,3.6551,3.8667,3.9826,4.0574
2017-02-03,3.4175,3.5606,3.6931,3.9728,4.19,4.3938,2.7402,2.8244,2.8551,3.0791,3.3119,3.4214,3.2127,3.6566,3.7776,3.9891,4.1052,4.072,3.165,3.6441,3.7539,3.9977,4.1184,4.1559
2017-02-04,3.4256,3.5694,3.7075,3.9803,4.1775,4.3394,2.7926,2.8507,2.877,3.1067,3.2995,3.4099,3.2127,3.667,3.7984,4.0091,4.1234,4.0818,3.165,3.6546,3.7747,4.0177,4.1366,4.1657
2017-02-06,3.4113,3.5588,3.7163,3.9941,4.2236,4.4325,2.8439,2.8969,2.9079,3.1067,3.3332,3.4905,3.2707,3.7653,3.8284,4.0545,4.1538,4.1694,3.3289,3.6744,3.861,4.0576,4.196,4.2357
2017-02-07,3.3794,3.5406,3.6788,3.9625,4.1771,4.3563,2.8942,2.9465,2.9554,3.1103,3.3487,3.4866,3.3522,3.7744,3.8531,4.0823,4.2005,4.1933,3.4053,3.7945,3.927,4.1147,4.2678,4.3107
2017-02-08,3.3763,3.5319,3.665,3.9419,4.1581,4.3269,2.8621,2.9368,2.9508,3.1104,3.3215,3.4591,3.3292,3.7699,3.8814,4.0567,4.2054,4.172,3.3931,3.8256,3.9332,4.0797,4.2471,4.2865
2017-02-09,3.3603,3.5272,3.6616,3.9138,4.1676,4.3869,2.83,2.927,2.9514,3.0646,3.2717,3.4148,3.3464,3.7131,3.8804,4.0176,4.1398,4.1097,3.3982,3.8054,3.9167,4.0617,4.2036,4.2366
2017-02-10,3.3763,3.5459,3.6856,3.9491,4.1883,4.4131,2.8357,2.9283,2.951,3.0542,3.3003,3.4368,3.3769,3.7198,3.8719,4.0262,4.14,4.1443,3.4317,3.8263,3.9376,4.0543,4.2093,4.2793
2017-02-13,3.3643,3.5313,3.6658,3.9355,4.1618,4.374,2.8467,2.9192,2.9367,3.0346,3.2978,3.4192,3.3955,3.7776,3.842,4.0262,4.1491,4.14,3.4068,3.7912,3.9237,4.0601,4.2232,4.2786
2017-02-14,3.3666,3.5378,3.6753,3.9541,4.1897,4.3981,2.8228,2.926,2.9519,3.0446,3.2761,3.4107,3.4079,3.7734,3.869,4.0265,4.1452,4.1539,3.405,3.797,3.9136,4.0527,4.2147,4.2658
2017-02-15,3.3891,3.5459,3.6834,3.9631,4.1811,4.3781,2.8226,2.8975,2.9206,3.0562,3.2743,3.4058,3.3865,3.7935,3.8503,4.0307,4.1493,4.1575,3.4133,3.8131,3.9045,4.0604,4.2295,4.2753
2017-02-16,3.3481,3.5113,3.6488,3.925,4.1519,4.355,2.8127,2.8844,2.9017,3.0677,3.2343,3.3559,3.3661,3.7759,3.8277,3.9951,4.1306,4.1204,3.4147,3.8013,3.9035,4.0411,4.2131,4.2413
2017-02-17,3.3604,3.5223,3.6463,3.9206,4.1403,4.3309,2.7982,2.8657,2.8805,3.0426,3.1982,3.3311,3.345,3.7481,3.8252,3.9767,4.12,4.1145,3.3897,3.7891,3.8793,4.0359,4.199,4.2186
2017-02-20,3.3419,3.4991,3.6234,3.8603,4.1153,4.3356,2.7505,2.8333,2.8806,2.9966,3.1844,3.2812,3.2865,3.7269,3.8073,3.9398,4.1023,4.0612,3.3519,3.7785,3.8672,4.0206,4.1641,4.1706
2017-02-21,3.3844,3.5394,3.6647,3.9081,4.1472,4.3563,2.7166,2.8103,2.8452,3.009,3.2028,3.3013,3.2911,3.7364,3.8537,3.9717,4.1198,4.0911,3.3551,3.7831,3.8551,4.0137,4.1761,4.2039
2017-02-22,3.3786,3.5386,3.6344,3.9009,4.1061,4.2834,2.7087,2.789,2.8673,3.0081,3.1864,3.2839,3.3319,3.7356,3.8483,3.9668,4.1338,4.0707,3.3532,3.7812,3.8455,4.0103,4.1535,4.2121
2017-02-23,3.3819,3.5388,3.6594,3.8906,4.1313,4.3481,2.698,2.7748,2.8575,3.0036,3.1814,3.2714,3.2883,3.7379,3.834,3.9608,4.1145,4.0613,3.3367,3.7678,3.8332,3.9916,4.1281,4.1971
2017-02-24,3.4,3.5504,3.67,3.8969,4.1608,4.3797,2.7069,2.8078,2.8886,3.0076,3.2031,3.2916,3.2808,3.7242,3.8401,3.9675,4.1146,4.0614,3.3388,3.7692,3.8373,3.9828,4.1281,4.1946
2017-02-27,3.375,3.5183,3.6417,3.8775,4.11,4.32,2.7106,2.8264,2.8945,2.9816,3.185,3.2871,3.2926,3.7248,3.8464,3.9605,4.109,4.0595,3.3313,3.7819,3.8349,3.9881,4.1229,4.1849
2017-02-28,3.3769,3.5166,3.6411,3.8747,4.1218,4.3656,2.7121,2.8328,2.9001,2.9999,3.1891,3.2921,3.3735,3.7334,3.8537,3.9817,4.1097,4.0661,3.3335,3.7662,3.8401,3.9867,4.1235,4.1855
2017-03-01,3.4044,3.5338,3.6606,3.9025,4.1088,4.3181,2.7144,2.8371,2.8894,3.019,3.1928,3.3252,3.3914,3.762,3.876,4.002,4.1465,4.1103,3.3236,3.7783,3.8481,4.0034,4.1606,4.2069
2017-03-02,3.4331,3.5703,3.6894,3.9475,4.1371,4.3375,2.7617,2.8617,2.8897,3.045,3.19,3.3483,3.4074,3.7826,3.8848,4.0092,4.167,4.1416,3.3095,3.7884,3.8347,4.0241,4.1809,4.2365
2017-03-03,3.4325,3.5813,3.7056,3.9484,4.1689,4.3894,2.8002,2.8847,2.9024,3.0391,3.1974,3.3573,3.4043,3.7784,3.8774,3.9993,4.1694,4.1509,3.3155,3.7692,3.8691,4.0525,4.1837,4.2514
2017-03-06,3.4325,3.5775,3.7044,3.9516,4.1675,4.3763,2.786,2.8691,2.895,3.0404,3.1971,3.3615,3.423,3.8055,3.8908,4.0401,4.1745,4.1636,3.3165,3.7926,3.8877,4.0825,4.2086,4.2717
2017-03-07,3.445,3.5919,3.7131,3.9581,4.1781,4.3794,2.7857,2.8947,2.9254,3.0387,3.1974,3.3643,3.382,3.8062,3.8932,4.0461,4.1894,4.1613,3.3554,3.8158,3.8817,4.0791,4.2336,4.2689
2017-03-08,3.5363,3.69,3.8084,4.0388,4.2844,4.5184,2.8246,2.9185,2.9581,3.0739,3.2103,3.4088,3.341,3.8462,3.9122,4.0813,4.2098,4.2026,3.3976,3.8209,3.91,4.1006,4.2435,4.2757
2017-03-09,3.5441,3.7019,3.8222,4.0594,4.2796,4.5188,2.8368,2.9122,2.9348,3.1016,3.2185,3.4151,3.3,3.8736,3.97,4.1173,4.2443,4.2121,3.4224,3.8442,3.9283,4.1304,4.2635,4.289
2017-03-10,3.5294,3.6819,3.7897,4.0481,4.2844,4.5166,2.8271,2.8997,2.9328,3.1507,3.1984,3.4156,3.3317,3.8835,4.01,4.1148,4.2443,4.206,3.4327,3.8638,3.968,4.1493,4.2714,4.3009
2017-03-13,3.4813,3.6344,3.7613,3.9841,4.2269,4.4344,2.8138,2.8561,2.9078,3.1363,3.2144,3.3851,3.3629,3.8993,4.0178,4.0978,4.2338,4.1789,3.4242,3.906,3.9886,4.1441,4.299,4.2925
2017-03-14,3.4716,3.6269,3.7419,3.9703,4.2021,4.4063,2.8314,2.8907,2.9169,3.1198,3.1938,3.3653,3.3846,3.8942,4.0022,4.0775,4.2234,4.1542,3.4544,3.9274,3.9927,4.1425,4.274,4.257
2017-03-15,3.4394,3.5813,3.6619,3.9253,4.1225,4.2919,2.8365,2.896,2.9165,3.12,3.2049,3.3524,3.4063,3.8879,3.9931,4.0747,4.208,4.1239,3.5011,3.9453,3.9761,4.133,4.2589,4.2359
2017-03-16,3.5271,3.6321,3.72,3.9447,4.1614,4.355,2.859,2.9056,2.9187,3.101,3.173,3.3097,3.4344,3.879,3.9583,4.0332,4.1728,4.0827,3.6042,3.8913,3.9662,4.1039,4.2088,4.1697
2017-03-17,3.5438,3.6608,3.7636,3.9738,4.1914,4.3888,2.8648,2.9132,2.9292,3.1135,3.1711,3.3124,3.4986,3.8946,3.9846,4.0352,4.1891,4.0891,3.6085,3.9308,3.9702,4.1003,4.2096,4.1905
2017-03-20,3.6013,3.7063,3.7975,3.9781,4.1892,4.3906,2.8579,2.8929,2.9321,3.1204,3.2111,3.3141,3.529,3.9144,3.9855,4.0491,4.1901,4.0979,3.6423,3.9213,3.9895,4.108,4.2247,4.1833
2017-03-21,3.6828,3.7528,3.8218,3.9828,4.2213,4.4274,2.8939,2.9544,2.9759,3.1441,3.2507,3.3141,3.6003,3.9424,4.033,4.0766,4.215,4.1116,3.667,3.9408,4.0196,4.1311,4.2405,4.1931
2017-03-22,3.6691,3.7393,3.8014,3.9693,4.2304,4.4696,2.8885,2.9543,3.0138,3.1523,3.2407,3.3068,3.6495,3.9401,4.0119,4.0716,4.1924,4.0954,3.6834,3.9561,4.0093,4.1418,4.2431,4.1827
2017-03-23,3.6225,3.6961,3.7669,3.9381,4.1677,4.3775,2.8841,2.9704,3.0742,3.1424,3.2308,3.3034,3.6122,3.9318,3.9973,4.0849,4.1924,4.0979,3.6545,3.9663,3.9932,4.1228,4.2358,4.1948
2017-03-24,3.5846,3.6627,3.7289,3.9244,4.13,4.315,2.8517,2.953,3.0619,3.104,3.196,3.2529,3.5784,3.889,3.9415,4.0132,4.1666,4.0536,3.6224,3.9132,3.9521,4.075,4.1838,4.1648
2017-03-27,3.5746,3.6525,3.72,3.9038,4.1625,4.3675,2.8517,2.9556,3.0413,3.0824,3.1964,3.2451,3.5704,3.8862,3.9366,3.9919,4.1421,4.0458,3.6214,3.9061,3.9501,4.0879,4.1966,4.15
2017-03-28,3.5517,3.6358,3.7131,3.8925,4.1703,4.4029,2.8467,2.9388,3.0319,3.0758,3.2116,3.2626,3.5509,3.8899,3.9273,3.9871,4.1228,4.0502,3.6126,3.8986,3.9217,4.0501,4.1807,4.1322
