Time,FR007:1Y,FR007:2Y,FR007:3Y,FR007:5Y,FR007:7Y,FR007:10Y,国债:1Y,国债:2Y,国债:3Y,国债:5Y,国债:7Y,国债:10Y,国开:1Y,国开:2Y,国开:3Y,国开:5Y,国开:7Y,国开:10Y,口行:1Y,口行:2Y,口行:3Y,口行:5Y,口行:7Y,口行:10Y
2014-08-25,3.6827,3.7684,3.8422,3.9876,4.0858,4.1629,3.8148,3.9315,3.9471,4.0157,4.1773,4.2524,4.3944,4.6152,4.7279,4.9208,5.0011,5.0721,4.428,4.6581,4.7816,4.9355,5.0545,5.1121
2014-08-26,3.6408,3.7224,3.7973,3.9332,4.0278,4.1129,3.8276,3.9492,3.9734,4.017,4.1716,4.2462,4.3814,4.5942,4.7545,4.9107,5,5.0599,4.4326,4.6398,4.7791,4.9233,5.0537,5.1024
2014-08-27,3.6011,3.6786,3.7535,3.8895,3.9841,4.0626,3.807,3.9213,3.9373,3.9991,4.1359,4.231,4.3814,4.5626,4.7008,4.859,4.9398,5.01,4.403,4.6175,4.7547,4.8821,5.0158,5.0524
2014-08-28,3.5932,3.6711,3.7456,3.8839,3.9852,4.0674,3.7973,3.9163,3.9387,3.9778,4.1427,4.2254,4.3514,4.5467,4.6898,4.8096,4.9046,4.9679,4.3734,4.5929,4.7356,4.8672,5.0018,5.0228
2014-08-29,3.6004,3.6817,3.7594,3.9092,3.9982,4.0817,3.8103,3.9032,3.9555,3.9709,4.1542,4.2361,4.3727,4.5792,4.6898,4.8352,4.9146,4.9831,4.3834,4.5967,4.7338,4.8736,5.0018,5.0382
2014-09-01,3.5875,3.6711,3.7497,3.8987,3.9841,4.0633,3.8041,3.9142,3.9533,3.9725,4.1656,4.2405,4.3527,4.5642,4.7005,4.8243,4.9146,4.9849,4.363,4.5895,4.7377,4.8787,4.9861,5.0433
2014-09-02,3.5834,3.669,3.7478,3.8982,3.9869,4.0756,3.7937,3.9146,3.9497,3.9728,4.1608,4.249,4.3427,4.568,4.6637,4.8114,4.9044,4.9849,4.3533,4.5798,4.7282,4.8795,4.9761,5.0473
2014-09-03,3.6298,3.7286,3.8137,3.9787,4.054,4.1393,3.8193,3.912,3.9616,3.9892,4.1867,4.264,4.3217,4.5579,4.6852,4.8484,4.93,5.0196,4.3381,4.5879,4.7443,4.8944,5.0106,5.0775
2014-09-04,3.6205,3.7162,3.809,3.9823,4.0518,4.1269,3.8022,3.9049,3.9664,3.9825,4.1875,4.2814,4.3017,4.5309,4.7085,4.869,4.931,5.0493,4.3581,4.6103,4.7525,4.899,5.0093,5.1019
2014-09-05,3.6051,3.7086,3.808,3.9956,4.0656,4.1388,3.7808,3.9104,3.9644,3.9829,4.2013,4.2928,4.2913,4.5479,4.6765,4.8408,4.9365,5.0479,4.3337,4.6083,4.7725,4.909,5.0148,5.0927
2014-09-09,3.61,3.7133,3.8095,3.9958,4.0704,4.1459,3.7948,3.9185,3.976,3.9835,4.2066,4.2868,4.294,4.5384,4.6969,4.8639,4.9415,5.0346,4.3114,4.5927,4.7608,4.8995,5.0048,5.0794
2014-09-10,3.6265,3.7241,3.8227,3.9879,4.0583,4.1246,3.7904,3.9365,4.0137,4.031,4.2105,4.2934,4.315,4.548,4.7144,4.8584,4.9162,5.0557,4.3422,4.613,4.77,4.9099,5.0111,5.0994
2014-09-11,3.6235,3.7194,3.8085,3.9665,4.0497,4.1226,3.8059,3.9456,4.0168,4.0399,4.2173,4.2937,4.3286,4.5517,4.7357,4.8684,4.9324,5.036,4.3471,4.6105,4.7599,4.9106,5.0168,5.08
2014-09-12,3.6147,3.708,3.7978,3.9439,4.0288,4.1052,3.8225,3.9532,4.0112,4.0267,4.21,4.2793,4.3361,4.5836,4.696,4.8586,4.9409,5.0468,4.3546,4.6221,4.776,4.9092,5.0118,5.0924
2014-09-15,3.5933,3.6743,3.7481,3.8742,3.9746,4.0569,3.8024,3.9434,3.9912,4.0021,4.1907,4.2597,4.3284,4.5616,4.6611,4.8298,4.8795,4.9882,4.3684,4.6124,4.751,4.8675,4.9745,5.0339
2014-09-16,3.5524,3.6184,3.6875,3.8017,3.9137,3.9987,3.8284,3.9601,3.9996,4.0178,4.2009,4.2634,4.3543,4.5932,4.7107,4.8327,4.8996,5.0043,4.3767,4.6278,4.7642,4.8674,4.9814,5.0516
2014-09-17,3.5115,3.5845,3.656,3.7833,3.87,3.9458,3.7924,3.9193,3.9702,3.9921,4.1552,4.2008,4.3343,4.5235,4.6596,4.7622,4.8192,4.9,4.3767,4.5828,4.6705,4.8093,4.9114,4.9371
2014-09-18,3.3497,3.4281,3.5078,3.6596,3.7612,3.8336,3.7675,3.8764,3.9006,3.9544,4.0802,4.1438,4.3127,4.5089,4.6044,4.656,4.7697,4.8062,4.3163,4.5828,4.6584,4.7893,4.8502,4.8776
2014-09-19,3.3924,3.4719,3.5453,3.6783,3.774,3.8332,3.7733,3.8199,3.8412,3.9052,4.01,4.031,4.2609,4.4318,4.552,4.6004,4.7215,4.7888,4.3017,4.5251,4.6226,4.6751,4.7796,4.817
2014-09-22,3.3633,3.4385,3.5112,3.632,3.7304,3.795,3.7929,3.8245,3.8304,3.918,3.9801,4.011,4.2759,4.4323,4.5273,4.5938,4.7071,4.7801,4.3072,4.5223,4.5978,4.6435,4.7496,4.805
2014-09-23,3.3329,3.4142,3.4911,3.621,3.7265,3.8018,3.7637,3.8302,3.8302,3.9,3.9826,3.9911,4.2801,4.4043,4.5095,4.6117,4.6933,4.7502,4.296,4.4996,4.5601,4.6412,4.7296,4.7756
2014-09-24,3.3997,3.4925,3.5815,3.7505,3.8272,3.9037,3.7819,3.8509,3.871,3.9363,4.0189,4.0425,4.3001,4.4321,4.5498,4.6663,4.7001,4.7809,4.3226,4.5196,4.5777,4.6751,4.7816,4.8063
2014-09-25,3.367,3.4598,3.5542,3.7011,3.7957,3.8662,3.7521,3.8313,3.8613,3.9226,3.9918,4.0025,4.2709,4.4274,4.5676,4.6533,4.7127,4.7659,4.3281,4.5363,4.6051,4.6806,4.7802,4.8013
2014-09-26,3.3494,3.4394,3.5319,3.6774,3.7638,3.8296,3.7462,3.8337,3.8617,3.9228,3.9918,4.0092,4.2909,4.4502,4.5355,4.6178,4.7153,4.761,4.3142,4.5169,4.5907,4.6804,4.7814,4.7964
2014-09-28,3.3121,3.3978,3.4916,3.6307,3.7185,3.7977,3.7401,3.8343,3.8456,3.9328,3.9949,4.0227,4.2931,4.4497,4.5455,4.6278,4.7027,4.756,4.3129,4.5097,4.5746,4.6904,4.7814,4.7914
2014-09-29,3.2137,3.297,3.3801,3.5184,3.6137,3.6959,3.7511,3.8245,3.8256,3.9204,3.955,3.9925,4.2806,4.4059,4.5081,4.5925,4.6727,4.706,4.2933,4.4937,4.5441,4.6613,4.7431,4.7494
2014-09-30,3.2112,3.2941,3.3788,3.5127,3.6071,3.6845,3.7401,3.8117,3.8121,3.9098,3.9398,3.9824,4.2503,4.4029,4.4928,4.5597,4.6501,4.696,4.2622,4.4706,4.5419,4.6328,4.7205,4.7394
2014-10-08,3.2344,3.3211,3.4099,3.566,3.6553,3.7238,3.7408,3.8202,3.8206,3.9098,3.9628,3.993,4.2512,4.412,4.5259,4.5846,4.6591,4.6879,4.2675,4.4798,4.5782,4.6504,4.7355,4.7394
2014-10-09,3.2456,3.3314,3.4201,3.5703,3.6405,3.7166,3.7409,3.8202,3.8205,3.9146,3.9914,4.0014,4.2642,4.4445,4.5392,4.6244,4.7006,4.7281,4.2671,4.4728,4.5649,4.6269,4.7558,4.7795
2014-10-10,3.2513,3.3386,3.4253,3.5785,3.6423,3.715,3.7358,3.8166,3.8182,3.9148,3.9888,4.0131,4.2791,4.425,4.5397,4.6373,4.7006,4.7181,4.2973,4.4728,4.5878,4.642,4.7508,4.7695
2014-10-11,3.2445,3.3328,3.4211,3.575,3.6535,3.7313,3.7262,3.8056,3.8059,3.8894,3.984,3.9965,4.2891,4.4202,4.5237,4.6346,4.7006,4.7131,4.2926,4.4641,4.5777,4.6392,4.7308,4.7645
2014-10-13,3.246,3.3326,3.4181,3.5722,3.639,3.7121,3.721,3.7802,3.7809,3.8814,3.9676,3.9953,4.2826,4.4313,4.4983,4.6191,4.7063,4.7106,4.2728,4.4575,4.5678,4.6295,4.7452,4.7645
2014-10-14,3.1497,3.2403,3.3205,3.4562,3.5527,3.6293,3.6716,3.7003,3.7013,3.7689,3.8608,3.9015,4.2289,4.3387,4.4044,4.5338,4.6072,4.6207,4.2601,4.4151,4.4977,4.5405,4.6514,4.6746
2014-10-15,3.1097,3.1963,3.2758,3.4089,3.5067,3.5857,3.6355,3.6359,3.6413,3.7153,3.8066,3.8215,4.1684,4.2662,4.3244,4.416,4.5433,4.5502,4.2368,4.3398,4.3678,4.4705,4.6101,4.6146
2014-10-16,3.0877,3.1713,3.2447,3.3784,3.473,3.5423,3.5672,3.6109,3.6111,3.6903,3.7955,3.8116,4.1071,4.2064,4.2841,4.4096,4.5275,4.5407,4.1528,4.2884,4.3258,4.4637,4.5623,4.6051
2014-10-17,3.0908,3.1724,3.2466,3.3727,3.4663,3.544,3.5385,3.5912,3.6002,3.6139,3.7835,3.811,4.0711,4.1645,4.2582,4.3869,4.4922,4.5118,4.0909,4.2418,4.2758,4.4371,4.5261,4.5751
2014-10-20,3.0292,3.1027,3.1785,3.2954,3.3958,3.4734,3.501,3.5227,3.5316,3.5879,3.7148,3.7441,4.0097,4.1124,4.1434,4.2757,4.4063,4.4212,4.0109,4.1511,4.1797,4.3417,4.4519,4.4851
2014-10-21,3.0444,3.1162,3.1908,3.3352,3.4304,3.5083,3.4849,3.5045,3.5114,3.5524,3.7121,3.7323,3.9261,4.0528,4.0989,4.2716,4.3205,4.3312,3.9988,4.0614,4.1518,4.3145,4.4008,4.4151
2014-10-22,3.1019,3.1789,3.2591,3.3954,3.4844,3.563,3.4851,3.5149,3.5317,3.5539,3.7692,3.7929,3.9547,4.0922,4.1389,4.2967,4.3545,4.3608,3.9358,4.0348,4.1843,4.3219,4.4308,4.4451
2014-10-23,3.1184,3.2004,3.2824,3.4156,3.5042,3.5825,3.4764,3.5106,3.5328,3.5662,3.7824,3.8108,3.9157,4.0791,4.1231,4.3159,4.4057,4.4108,3.9221,4.0397,4.1945,4.3647,4.4824,4.4951
2014-10-24,3.1156,3.1981,3.2758,3.4126,3.4969,3.5765,3.4966,3.5103,3.512,3.5768,3.769,3.8013,3.8881,4.0732,4.1479,4.313,4.4108,4.4164,3.9386,4.0392,4.1945,4.3461,4.4409,4.495
2014-10-27,3.1204,3.2012,3.2808,3.4216,3.5015,3.5755,3.4516,3.4896,3.5248,3.5868,3.7542,3.7756,3.8981,4.041,4.1153,4.3016,4.3803,4.3867,3.9226,4.0219,4.1745,4.3323,4.441,4.4652
2014-10-28,3.0761,3.157,3.2349,3.3768,3.4683,3.5444,3.4163,3.456,3.4954,3.5519,3.7286,3.7424,3.8499,3.9744,4.073,4.232,4.3427,4.3518,3.8915,4.0067,4.1563,4.3036,4.4012,4.4302
2014-10-29,3.0906,3.1707,3.2461,3.3874,3.48,3.5583,3.4024,3.4276,3.4545,3.55,3.7007,3.7176,3.8099,3.963,3.9873,4.1382,4.3072,4.3218,3.8517,3.9776,4.0767,4.2363,4.3419,4.3902
2014-10-30,3.1167,3.1907,3.2713,3.4109,3.4888,3.5665,3.381,3.4183,3.4558,3.5571,3.7265,3.7688,3.7769,3.9411,4.0266,4.194,4.3346,4.341,3.8238,3.9688,4.0853,4.2525,4.3789,4.4102
2014-10-31,3.0991,3.1729,3.2502,3.3874,3.47,3.5415,3.3555,3.3977,3.4376,3.5571,3.7309,3.7559,3.7456,3.9207,3.9747,4.1462,4.3064,4.3199,3.8038,3.9461,4.0458,4.2154,4.355,4.395
2014-11-03,3.0809,3.1479,3.2194,3.351,3.4335,3.5063,3.2953,3.3356,3.3772,3.5101,3.6717,3.7007,3.7033,3.841,3.9178,4.0963,4.2513,4.2566,3.7662,3.9126,3.9841,4.1554,4.3072,4.3318
2014-11-04,3.0073,3.0695,3.1389,3.2519,3.3461,3.4115,3.2426,3.2865,3.3277,3.4895,3.6016,3.6412,3.6056,3.7383,3.8163,3.936,4.1263,4.1317,3.6454,3.8232,3.9041,4.0175,4.1872,4.2068
2014-11-05,3.0083,3.0548,3.1206,3.2333,3.3264,3.4054,3.2463,3.2802,3.317,3.4563,3.5618,3.6117,3.5756,3.7591,3.8014,3.9349,4.0727,4.0822,3.634,3.8021,3.8705,4.0095,4.1336,4.1574
2014-11-06,3.0167,3.0694,3.1291,3.2513,3.3302,3.3998,3.2329,3.2853,3.3335,3.4664,3.5644,3.6223,3.5875,3.7397,3.8286,3.9544,4.0763,4.0991,3.6384,3.8312,3.8607,4.0215,4.1336,4.1724
2014-11-07,2.9704,3.0438,3.1079,3.1854,3.2656,3.3525,3.1972,3.2378,3.2791,3.4017,3.5,3.5631,3.5784,3.6806,3.7324,3.8714,3.987,4.0095,3.5988,3.7353,3.7754,3.9544,4.0388,4.0828
2014-11-10,2.9436,2.9898,3.0414,3.1567,3.2686,3.3433,3.18,3.2111,3.2428,3.3518,3.4421,3.5132,3.5584,3.616,3.6643,3.8045,3.9144,3.9217,3.5788,3.6791,3.7141,3.8944,3.9635,3.9976
2014-11-11,2.9598,3.0089,3.0642,3.18,3.2861,3.3661,3.1555,3.1911,3.227,3.3217,3.4326,3.4981,3.54,3.568,3.6141,3.7333,3.8497,3.8507,3.5388,3.6472,3.6937,3.8338,3.8988,3.9266
2014-11-12,2.9948,3.0427,3.1023,3.2278,3.316,3.4004,3.1515,3.1917,3.2308,3.3728,3.5033,3.556,3.52,3.6277,3.694,3.8192,3.9254,3.9438,3.5188,3.6547,3.7362,3.8638,3.9356,3.9866
2014-11-13,3.0524,3.1113,3.1794,3.3194,3.3987,3.478,3.1517,3.2143,3.274,3.4229,3.5328,3.5924,3.5324,3.6351,3.7132,3.8872,3.9529,3.9583,3.5388,3.6922,3.7953,3.9048,3.9759,4.0064
2014-11-14,3.0896,3.1489,3.22,3.3666,3.4498,3.5261,3.1544,3.2262,3.2945,3.4638,3.5989,3.6466,3.6164,3.7403,3.8282,4.0139,4.0931,4.1031,3.6088,3.7922,3.8735,3.9833,4.0262,4.1014
2014-11-17,3.138,3.1948,3.2663,3.405,3.4744,3.5491,3.1692,3.2556,3.3416,3.4937,3.6335,3.6609,3.6664,3.8449,3.9697,4.0969,4.1902,4.1913,3.668,3.8995,3.9739,4.0833,4.1533,4.2264
2014-11-18,3.0809,3.13,3.2029,3.3217,3.4169,3.4848,3.1522,3.2393,3.3204,3.4637,3.5649,3.607,3.6452,3.8105,3.9644,4.0351,4.1054,4.1243,3.6623,3.91,3.9854,4.1381,4.1933,4.2264
2014-11-19,3.0984,3.1489,3.2182,3.339,3.4199,3.4899,3.1522,3.2563,3.3576,3.4318,3.5807,3.6154,3.6691,3.8362,3.9426,4.0382,4.1154,4.1243,3.6823,3.9227,3.9912,4.106,4.1733,4.2264
2014-11-20,3.1152,3.1621,3.2325,3.3572,3.4406,3.5154,3.2121,3.2936,3.3688,3.4833,3.6088,3.6521,3.7102,3.8753,3.9725,4.097,4.124,4.1444,3.7258,3.9572,4.0085,4.113,4.2166,4.2464
2014-11-21,3.1286,3.1691,3.2225,3.3373,3.4213,3.4998,3.2686,3.3276,3.3831,3.5141,3.6235,3.6514,3.8002,3.8761,3.9786,4.0748,4.1356,4.1413,3.7858,3.9969,4.0333,4.1544,4.2346,4.2462
2014-11-24,2.9307,2.9398,2.996,3.0905,3.1733,3.2341,3.1325,3.2029,3.2846,3.3727,3.4428,3.4767,3.6702,3.6807,3.7079,3.8242,3.8344,3.8684,3.6716,3.7302,3.7857,3.9036,3.9782,4.0315
2014-11-25,2.8898,2.9058,2.9619,3.0752,3.1494,3.2146,3.0041,3.152,3.2845,3.3802,3.4954,3.5216,3.673,3.7091,3.7336,3.8335,3.8682,3.8831,3.697,3.7765,3.8032,3.9264,3.9782,4.0315
2014-11-26,2.8494,2.8688,2.9288,3.0569,3.1388,3.2,3.0302,3.1538,3.2725,3.4002,3.477,3.5228,3.6481,3.6896,3.7406,3.8413,3.8691,3.8516,3.6636,3.7911,3.8351,3.949,4.0244,4.0513
2014-11-27,2.8522,2.8707,2.9259,3.0687,3.142,3.2135,3.0302,3.1602,3.2868,3.4139,3.4616,3.5243,3.6332,3.6903,3.7347,3.8373,3.9093,3.9014,3.6395,3.7947,3.8218,3.949,4.0033,4.0306
2014-11-28,2.8564,2.8661,2.925,3.0658,3.1484,3.2248,3.0347,3.1644,3.2913,3.4036,3.4521,3.5249,3.6682,3.7015,3.7737,3.851,3.8947,3.8722,3.6789,3.822,3.8576,3.929,4.009,4.0104
2014-12-01,2.8776,2.8814,2.9347,3.0804,3.1527,3.2253,3.0243,3.1536,3.2689,3.3946,3.4497,3.5145,3.6682,3.7097,3.7846,3.8308,3.9296,3.9218,3.6609,3.8004,3.8376,3.959,4.029,4.0604
2014-12-02,2.9369,2.9341,2.9994,3.1393,3.2044,3.2672,3.0443,3.1662,3.2873,3.4655,3.4908,3.5553,3.6782,3.7379,3.857,3.9299,4.0281,4.0018,3.6925,3.8279,3.8799,3.9995,4.0859,4.1104
2014-12-03,3.0413,3.0467,3.1175,3.2696,3.3311,3.3936,3.0643,3.1995,3.3355,3.5372,3.5754,3.6238,3.7432,3.8172,3.9451,3.9999,4.113,4.1236,3.7392,3.8709,3.9178,4.0395,4.1769,4.1904
2014-12-04,3.1175,3.1204,3.1908,3.3468,3.4028,3.4538,3.0557,3.229,3.3833,3.5729,3.6517,3.6633,3.8031,3.9394,4.0087,4.0499,4.1788,4.1618,3.8066,3.985,4.0061,4.0895,4.2252,4.2285
2014-12-05,3.2317,3.2414,3.2918,3.4411,3.5033,3.5624,3.1431,3.2894,3.4337,3.6549,3.7628,3.7759,3.9202,4.0865,4.1034,4.1769,4.2533,4.2642,3.866,4.0643,4.1058,4.1806,4.3046,4.3288
2014-12-08,3.3633,3.3702,3.4102,3.5763,3.6257,3.6844,3.1983,3.336,3.4731,3.7104,3.7667,3.7918,4.0141,4.1403,4.2242,4.2614,4.3059,4.3323,3.9521,4.1592,4.2187,4.2649,4.3572,4.3967
2014-12-09,3.3269,3.3567,3.4169,3.5598,3.6389,3.7102,3.3669,3.4484,3.525,3.7094,3.7499,3.7532,4.1834,4.2432,4.2894,4.3861,4.4073,4.5098,4.2521,4.3156,4.3529,4.5036,4.5321,4.572
2014-12-10,3.2688,3.2752,3.3236,3.4581,3.5256,3.5954,3.3769,3.4046,3.4363,3.6101,3.7023,3.7111,4.2334,4.1438,4.2111,4.2754,4.3073,4.3238,4.2099,4.2395,4.2643,4.4018,4.4121,4.422
2014-12-11,3.3573,3.3564,3.4088,3.5531,3.5911,3.6754,3.3609,3.3842,3.4355,3.6682,3.725,3.7282,4.1534,4.1859,4.2027,4.2501,4.26,4.2765,4.19,4.2,4.2121,4.3346,4.4003,4.4002
2014-12-12,3.3448,3.3439,3.4013,3.5289,3.5863,3.6633,3.3326,3.3864,3.4412,3.6658,3.7371,3.7513,4.153,4.1736,4.201,4.2585,4.25,4.2423,4.1908,4.2251,4.2646,4.3559,4.36,4.3707
2014-12-15,3.3556,3.3461,3.3983,3.5267,3.585,3.6542,3.3309,3.3938,3.4603,3.6808,3.763,3.7815,4.193,4.1995,4.2256,4.2705,4.28,4.2619,4.2408,4.27,4.2807,4.3754,4.39,4.3901
2014-12-16,3.3352,3.3239,3.3779,3.4946,3.565,3.6311,3.3283,3.3698,3.4171,3.6546,3.7229,3.7522,4.213,4.1231,4.1327,4.2104,4.25,4.2162,4.22,4.195,4.2082,4.3254,4.3302,4.3403
2014-12-17,3.3531,3.3386,3.3917,3.5027,3.5638,3.6283,3.4383,3.4395,3.4469,3.611,3.6953,3.7377,4.3204,4.1475,4.151,4.1854,4.2196,4.1821,4.3077,4.2087,4.1836,4.293,4.3112,4.3103
2014-12-18,3.3781,3.3527,3.3989,3.4883,3.5688,3.6258,3.4999,3.4678,3.4612,3.6102,3.6958,3.7614,4.3504,4.1619,4.1606,4.1925,4.235,4.196,4.3577,4.2219,4.2201,4.293,4.3021,4.3201
2014-12-19,3.3894,3.3531,3.3902,3.4677,3.5394,3.6183,3.525,3.4898,3.4807,3.5875,3.6548,3.7106,4.3008,4.1025,4.1314,4.1849,4.205,4.162,4.3081,4.1824,4.1943,4.2507,4.2721,4.2902
2014-12-22,3.38,3.3463,3.3844,3.4694,3.5425,3.6219,3.495,3.4701,3.4557,3.5909,3.6676,3.703,4.2605,4.0708,4.095,4.1471,4.13,4.1324,4.2678,4.1562,4.1961,4.2453,4.2521,4.265
2014-12-23,3.3338,3.3117,3.3373,3.4188,3.5081,3.5758,3.4801,3.4255,3.4129,3.575,3.6069,3.6604,4.1805,3.9838,4.0124,4.0774,4.06,4.0624,4.1878,4.1032,4.1033,4.1829,4.2221,4.235
2014-12-24,3.2668,3.2582,3.2846,3.3692,3.4478,3.5117,3.4005,3.4018,3.4048,3.5027,3.5698,3.5975,4.0605,3.8835,3.8925,3.9974,3.98,3.9825,4.0678,3.9531,4.0115,4.1077,4.1621,4.175
2014-12-25,3.3206,3.3179,3.3471,3.4306,3.5071,3.5786,3.3418,3.3524,3.37,3.5259,3.5626,3.6305,4.0405,3.923,3.925,4.029,4,4.0025,4.0478,3.9333,3.9905,4.0977,4.1921,4.195
2014-12-26,3.3025,3.3048,3.3404,3.4181,3.49,3.5589,3.3189,3.3673,3.4178,3.5357,3.5515,3.6339,4.0605,3.9297,3.9439,4.0349,4.045,4.0525,4.0564,4.0045,4.0064,4.1036,4.2038,4.225
2014-12-29,3.348,3.3546,3.3885,3.4756,3.5476,3.6198,3.273,3.3187,3.3683,3.5308,3.5621,3.6213,3.9986,3.9075,3.936,4.0462,4.057,4.0625,4.0064,3.9828,3.9958,4.1436,4.2158,4.235
2014-12-30,3.4146,3.4111,3.4477,3.5406,3.6164,3.6896,3.2486,3.3041,3.3653,3.5222,3.5947,3.6213,3.9532,3.9171,3.956,4.0638,4.077,4.0825,4.0064,3.9928,4.0158,4.1037,4.1958,4.215
2014-12-31,3.4144,3.405,3.4431,3.5319,3.5906,3.6625,3.2586,3.3082,3.3631,3.5126,3.6055,3.6219,3.953,3.9241,3.9584,4.0745,4.087,4.0925,4.0061,4.019,4.0211,4.1152,4.2223,4.235
2015-01-04,3.4665,3.4498,3.4838,3.5588,3.638,3.7107,3.2537,3.3145,3.3759,3.5221,3.5931,3.6285,3.953,3.9495,3.9522,4.0679,4.071,4.0759,4.0061,4.0013,4.0203,4.1086,4.2063,4.2184
2015-01-05,3.4305,3.4254,3.4559,3.5148,3.6013,3.6724,3.2314,3.3071,3.3783,3.522,3.5955,3.6251,3.9459,3.9321,3.9438,4.0611,4.071,4.0759,3.9948,3.9864,4.0003,4.0986,4.2021,4.2184
2015-01-06,3.4186,3.41,3.4451,3.5032,3.5879,3.6583,3.2189,3.2901,3.3589,3.5238,3.596,3.6353,3.9392,3.9371,3.9424,4.0679,4.0903,4.099,3.9846,3.9914,4.0219,4.1087,4.2208,4.2406
2015-01-07,3.4019,3.391,3.4263,3.486,3.5727,3.6471,3.1767,3.2522,3.3255,3.5001,3.5876,3.6408,3.9429,3.9021,3.9259,4.0351,4.0903,4.1041,4.0143,3.9564,4.0023,4.0752,4.2063,4.2457
2015-01-08,3.3915,3.3821,3.41,3.4671,3.5514,3.6202,3.189,3.2515,3.3146,3.5199,3.5799,3.6415,3.9612,3.9171,3.9351,4.0505,4.1002,4.1141,4.0339,3.9819,4.0289,4.1177,4.2264,4.2507
2015-01-09,3.3974,3.3843,3.4132,3.4686,3.5582,3.6227,3.1787,3.2576,3.3337,3.5212,3.5915,3.6348,3.9536,3.9363,3.9496,4.0559,4.1203,4.1341,4.0179,4.0004,4,4.0891,4.2164,4.2507
2015-01-12,3.4235,3.4004,3.4198,3.4689,3.5644,3.6367,3.2146,3.2544,3.3025,3.5217,3.5746,3.6371,3.9822,3.9221,3.9459,4.0629,4.1103,4.1241,4.0113,3.9754,3.98,4.0691,4.2064,4.2407
2015-01-13,3.3205,3.3014,3.3227,3.3535,3.455,3.5255,3.2014,3.232,3.2681,3.4551,3.5301,3.5836,3.9164,3.8722,3.8837,3.9931,4.0903,4.1014,3.9897,3.9615,3.98,4.0413,4.1778,4.2307
2015-01-14,3.2769,3.2526,3.2683,3.2911,3.3981,3.4779,3.2012,3.2196,3.246,3.4379,3.4925,3.5411,3.8894,3.8441,3.8375,3.9546,4.0403,4.0515,3.9397,3.94,3.953,4.0018,4.143,4.2007
2015-01-15,3.307,3.2888,3.3052,3.3447,3.4348,3.5012,3.2059,3.209,3.2267,3.4575,3.4957,3.5464,3.8647,3.8412,3.8223,3.9329,4.0543,4.0305,3.9044,3.9099,3.9324,3.9818,4.1232,4.1708
2015-01-16,3.2577,3.2346,3.255,3.2756,3.3721,3.435,3.2029,3.2088,3.2248,3.4011,3.439,3.5017,3.8348,3.8027,3.8107,3.8919,3.9859,3.9913,3.8744,3.8799,3.8914,3.9727,4.0721,4.1308
2015-01-19,3.2291,3.1978,3.2154,3.2407,3.3307,3.3918,3.1887,3.2026,3.2254,3.4013,3.4385,3.475,3.8265,3.7726,3.7747,3.8386,3.9604,3.9611,3.8579,3.8498,3.8533,3.942,4.0721,4.1006
2015-01-20,3.2244,3.1978,3.2194,3.2441,3.3448,3.4194,3.1812,3.1936,3.2166,3.399,3.4277,3.4711,3.8421,3.77,3.7723,3.8343,3.9696,3.9501,3.8735,3.8471,3.8533,3.932,4.0721,4.0891
2015-01-21,3.2023,3.1627,3.1886,3.2163,3.3121,3.3973,3.1752,3.1909,3.2161,3.382,3.4132,3.4672,3.7984,3.75,3.7588,3.8243,3.9301,3.9306,3.8298,3.8152,3.8333,3.9335,4.0604,4.0696
2015-01-22,3.2463,3.211,3.2285,3.2658,3.351,3.4361,3.1652,3.1809,3.2055,3.3651,3.3986,3.4521,3.7584,3.7234,3.7347,3.801,3.9003,3.8907,3.8016,3.8017,3.8083,3.9135,4.0304,4.0496
2015-01-23,3.2656,3.2212,3.2363,3.2752,3.3573,3.4354,3.1606,3.1741,3.196,3.3513,3.4002,3.452,3.752,3.7358,3.7628,3.8114,3.8993,3.8609,3.8066,3.8105,3.8208,3.8985,4.0204,4.0248
2015-01-26,3.2227,3.1754,3.1915,3.232,3.318,3.3877,3.1427,3.143,3.1534,3.3272,3.3645,3.4341,3.7563,3.7458,3.7301,3.7718,3.849,3.8108,3.7833,3.7889,3.8008,3.8629,4.0204,4.0418
2015-01-27,3.2679,3.2196,3.2377,3.2763,3.3527,3.4246,3.0817,3.1241,3.1701,3.322,3.3979,3.4309,3.7549,3.7458,3.76,3.7737,3.8242,3.8162,3.7819,3.7889,3.8208,3.9104,4.0076,4.0215
2015-01-28,3.3131,3.2611,3.2911,3.315,3.4275,3.4921,3.0955,3.1333,3.1794,3.3806,3.4275,3.4767,3.7749,3.777,3.8005,3.8031,3.8737,3.8508,3.8019,3.8201,3.8491,3.9302,4.0201,4.021
2015-01-29,3.3784,3.3192,3.3394,3.3607,3.4545,3.5259,3.098,3.1405,3.1927,3.4086,3.4502,3.4966,3.7849,3.782,3.8013,3.8751,3.8888,3.8708,3.8119,3.8476,3.8691,3.9602,4.0351,4.0514
2015-01-30,3.4263,3.3679,3.3744,3.3888,3.4973,3.5714,3.0963,3.1553,3.2198,3.4117,3.4402,3.5019,3.7849,3.792,3.8115,3.8645,3.903,3.871,3.8119,3.8576,3.8794,3.9702,4.045,4.057
2015-02-02,3.3906,3.2948,3.3013,3.3027,3.3919,3.4563,3.0832,3.1417,3.2044,3.3753,3.4036,3.4729,3.7849,3.7745,3.7806,3.8085,3.8777,3.8309,3.8419,3.8401,3.8444,3.9138,4.021,4.0565
