代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
000905.SH,中证500,2004-12-31,1000,1000,1000,1000,0,0
000905.SH,中证500,2005-01-04,996.68,996.68,984.8,986.93,1329.19,232376200
000905.SH,中证500,2005-01-05,986.57,1008.86,985.68,1003.63,1919.86,348610100
000905.SH,中证500,2005-01-06,1003.49,1003.49,990.79,994.6,1629.22,293390600
000905.SH,中证500,2005-01-07,993.43,1009,990.45,997.61,1906.53,339162700
000905.SH,中证500,2005-01-10,996.93,1006.46,993.12,1006.34,1650.22,294940500
000905.SH,中证500,2005-01-11,1006.21,1009.5,999.86,1008.34,1778.5,313611500
000905.SH,中证500,2005-01-12,1008.01,1008.74,998.36,1008.62,1825.64,319639400
000905.SH,中证500,2005-01-13,1008.1,1014.84,1005.35,1013.07,2716.83,471573400
000905.SH,中证500,2005-01-14,1012.7,1019.48,999.27,1000.17,2284.64,401693700
000905.SH,中证500,2005-01-17,990.99,991.02,974.33,977.52,2418.65,435860300
000905.SH,中证500,2005-01-18,977.6,991.84,974.15,991.42,2523.67,451613300
000905.SH,中证500,2005-01-19,991.29,991.29,981.23,986.24,2304.57,425525000
000905.SH,中证500,2005-01-20,983.2,983.2,966.89,972.46,2588.99,465204900
000905.SH,中证500,2005-01-21,971.5,989.72,951.43,988.52,3412.34,618525600
000905.SH,中证500,2005-01-24,1009.95,1009.95,998.37,1008.18,4105.83,732335500
000905.SH,中证500,2005-01-25,1006,1006,989.95,999.55,2651.19,469480400
000905.SH,中证500,2005-01-26,997.64,997.64,985.67,987.96,2238.63,411390100
000905.SH,中证500,2005-01-27,986.15,986.15,970.35,971.37,2214.82,412321400
000905.SH,中证500,2005-01-28,971.37,971.94,949.11,952.41,2106.04,407237300
000905.SH,中证500,2005-01-31,948.44,948.44,921.58,922.65,2058.94,409509900
000905.SH,中证500,2005-02-01,919.8,929.69,911.93,913.33,2076.6,419974600
000905.SH,中证500,2005-02-02,913.03,964.42,913.03,964.24,3522.83,655356600
000905.SH,中证500,2005-02-03,963.75,967.94,944.76,945.31,3476.53,637130100
000905.SH,中证500,2005-02-04,944.45,963.81,943.47,962.03,2874.29,519301400
000905.SH,中证500,2005-02-16,967.43,979.3,965.94,972.34,2555.29,469332300
000905.SH,中证500,2005-02-17,971.84,977.44,964.32,977.27,2081.89,403195900
000905.SH,中证500,2005-02-18,977.12,977.12,964.55,964.77,2134.9,411281200
000905.SH,中证500,2005-02-21,965,981.89,964.47,981.82,2568.58,476520300
000905.SH,中证500,2005-02-22,982.42,1008.67,980.51,1007.69,5328.31,957578900
000905.SH,中证500,2005-02-23,1008.29,1023.33,1002.8,1019.26,5822.77,1020182300
000905.SH,中证500,2005-02-24,1018.29,1024.87,1012.45,1024.45,4874.68,868323300
000905.SH,中证500,2005-02-25,1024.57,1035.47,1023.74,1024.12,5608.39,965076100
000905.SH,中证500,2005-02-28,1023.19,1026.04,1014.94,1020.85,4174.61,702805200
000905.SH,中证500,2005-03-01,1020.6,1023.96,1011.56,1021.16,3803.21,667563700
000905.SH,中证500,2005-03-02,1021.36,1028.33,1005.34,1006.15,4197.82,745797100
000905.SH,中证500,2005-03-03,1004.1,1011.7,996.36,1011.29,2991.53,537249400
000905.SH,中证500,2005-03-04,1011.2,1012.67,1001.85,1003.21,2551.6,452519000
000905.SH,中证500,2005-03-07,1004.34,1008.36,1001.86,1006.95,2595.51,447514100
000905.SH,中证500,2005-03-08,1007.68,1029.46,1007.68,1029.46,4502.18,718700800
000905.SH,中证500,2005-03-09,1031.6,1034.62,1024.89,1032.55,5012.63,825782300
000905.SH,中证500,2005-03-10,1032.27,1032.27,1002.42,1005.55,4259.48,710602100
000905.SH,中证500,2005-03-11,1003.78,1010.86,999.11,1009.43,3681.41,595531100
000905.SH,中证500,2005-03-14,1009.18,1016.54,991.06,1007.77,4838.85,755050300
000905.SH,中证500,2005-03-15,1007.89,1007.89,992.02,993.83,4049.43,649956800
000905.SH,中证500,2005-03-16,992.64,992.64,977.13,983.92,3199.2,531196500
000905.SH,中证500,2005-03-17,983.11,984.25,970.34,970.97,3178.91,531330800
000905.SH,中证500,2005-03-18,969.12,973.1,945.6,949.51,3123.55,539391700
000905.SH,中证500,2005-03-21,947.57,952.76,940.09,949.55,2502.44,419219000
000905.SH,中证500,2005-03-22,948.78,949.07,918.09,922.56,3283.72,579501400
000905.SH,中证500,2005-03-23,921.07,937.68,914.54,923.19,3122.09,529028400
000905.SH,中证500,2005-03-24,922.18,933.92,914.65,933.35,2510.68,431920200
000905.SH,中证500,2005-03-25,933.17,936.13,927.18,931.42,2272,418984500
000905.SH,中证500,2005-03-28,930.17,930.17,909.17,922.92,2155.91,401957000
000905.SH,中证500,2005-03-29,922.66,929.46,916.65,916.81,1999.39,369856700
000905.SH,中证500,2005-03-30,915.09,915.09,887.98,888.95,2457.66,468949600
000905.SH,中证500,2005-03-31,887.07,896.41,880.88,896.07,2042.26,412561400
000905.SH,中证500,2005-04-01,895.23,934.55,884.63,927.55,3665.27,692179400
000905.SH,中证500,2005-04-04,919.14,920.62,904.62,909.87,2893.23,533383800
000905.SH,中证500,2005-04-05,908.19,912.38,899.8,901.74,2391.14,457250300
000905.SH,中证500,2005-04-06,901.74,921.64,893.03,918.56,3830.19,680502800
000905.SH,中证500,2005-04-07,919.24,945.57,917.63,932.33,5349.44,954023500
000905.SH,中证500,2005-04-08,931.77,949.47,928.06,949.46,4357.19,799738100
000905.SH,中证500,2005-04-11,949.85,957.34,943.72,948.51,4741.99,868824200
000905.SH,中证500,2005-04-12,947.12,947.12,927.11,927.41,3247.37,603996700
000905.SH,中证500,2005-04-13,932.31,951.2,932.31,950.23,4490.05,814108700
000905.SH,中证500,2005-04-14,952.54,954.14,934.13,935.43,3795.04,698368800
000905.SH,中证500,2005-04-15,931.67,931.67,911.32,913.27,3459.65,666159700
000905.SH,中证500,2005-04-18,910.89,910.89,895.28,901.12,2575.53,500326900
000905.SH,中证500,2005-04-19,899.93,905.05,893.29,902.79,2427.3,479860300
000905.SH,中证500,2005-04-20,902.22,902.22,880.93,884.08,2598.64,532165100
000905.SH,中证500,2005-04-21,881.68,886.44,863.14,867.33,3136.72,625034900
000905.SH,中证500,2005-04-22,865.82,870.01,851.34,857.4,3135.52,622488500
000905.SH,中证500,2005-04-25,846.14,847.81,829.55,841.06,2874.94,581986200
000905.SH,中证500,2005-04-26,839.25,858.11,835.86,855.24,2916.33,619995500
000905.SH,中证500,2005-04-27,857.95,857.95,839.56,839.95,2978.92,594365500
000905.SH,中证500,2005-04-28,837.38,863.45,825.51,860.62,3771.43,764311300
000905.SH,中证500,2005-04-29,860.39,860.39,845.44,847.61,2897.48,601368600
000905.SH,中证500,2005-05-09,848.09,851.21,818.11,818.4,2068.56,420610100
000905.SH,中证500,2005-05-10,814.77,818.5,791.1,818.09,2367.57,494693600
000905.SH,中证500,2005-05-11,816.82,822.77,809.58,811.57,2279.23,463757900
000905.SH,中证500,2005-05-12,810.16,814.89,799.82,807.51,2220.23,459710600
000905.SH,中证500,2005-05-13,806.73,819.42,801.87,814.88,2399.09,519752900
000905.SH,中证500,2005-05-16,814.06,814.06,802.82,808.17,2010.61,453750300
000905.SH,中证500,2005-05-17,806.81,821.05,803.42,818.46,2184.32,495508200
000905.SH,中证500,2005-05-18,818.12,824.77,811.04,824.64,1982.28,455807700
000905.SH,中证500,2005-05-19,824.83,828.58,814.15,824.94,2170.37,477627600
000905.SH,中证500,2005-05-20,824.57,828.08,818.37,819.13,1945.07,432752200
000905.SH,中证500,2005-05-23,816.2,816.2,793.05,793.72,1802.8,431271600
000905.SH,中证500,2005-05-24,791.13,811.67,788.82,808.74,1976.72,469529200
000905.SH,中证500,2005-05-25,808.52,817.67,803.94,809.7,2206.57,529453800
000905.SH,中证500,2005-05-26,808.66,812.69,795.43,799.02,2104.36,483878800
000905.SH,中证500,2005-05-27,797.18,806.25,789.86,791,1818.24,416763200
000905.SH,中证500,2005-05-30,788.64,799.4,783.85,797.53,1627.66,384870800
000905.SH,中证500,2005-05-31,798.33,802.04,793.88,796.87,1769.83,429973700
000905.SH,中证500,2005-06-01,795.82,795.82,774.35,778.67,1920.8,464872700
000905.SH,中证500,2005-06-02,777.47,779.23,764.15,769.42,2099.95,495063900
000905.SH,中证500,2005-06-03,767.67,772.83,755.26,765.97,1841.79,458631500
000905.SH,中证500,2005-06-06,764.66,778.4,751.32,778.21,1973.91,476354300
000905.SH,中证500,2005-06-07,779.72,795.42,776.12,779.84,3116.98,708730100
000905.SH,中证500,2005-06-08,782.01,845.06,782.01,841.36,6612.79,1497354400
000905.SH,中证500,2005-06-09,840.23,858.75,829.28,849.73,7083.91,1531145200
000905.SH,中证500,2005-06-10,850.02,850.02,827.75,831.61,4618.59,1003594800
000905.SH,中证500,2005-06-13,830.8,837.38,818.58,834.25,3143.33,689483900
000905.SH,中证500,2005-06-14,835.35,841.33,817.53,818.19,3214.1,740158700
000905.SH,中证500,2005-06-15,815.73,815.73,794.85,796.26,2611.88,588453200
000905.SH,中证500,2005-06-16,795.76,804.04,786.01,803.95,2463.68,551448200
000905.SH,中证500,2005-06-17,805.75,809.58,796.89,800.14,2541.41,547850000
000905.SH,中证500,2005-06-20,799.47,823.91,786.43,823.73,3695.82,796647700
000905.SH,中证500,2005-06-21,823.54,824.04,813.28,816.2,2928.45,638511300
000905.SH,中证500,2005-06-22,814.91,819.49,808.77,818.65,2228.75,499273700
000905.SH,中证500,2005-06-23,818.19,821.46,808.56,809.35,2368.35,524665900
000905.SH,中证500,2005-06-24,807.68,813.28,802.49,813.2,1868.2,427675500
000905.SH,中证500,2005-06-27,817.28,838.42,817.28,834.35,4445.21,928098400
000905.SH,中证500,2005-06-28,832.16,832.16,817.29,819.05,2677.62,574778700
000905.SH,中证500,2005-06-29,818.09,821.08,813.08,814.06,2397.8,514989100
000905.SH,中证500,2005-06-30,813.15,813.15,790.76,791.5,2487.04,535470100
000905.SH,中证500,2005-07-01,789.18,789.18,758.71,760.35,2803.47,646907300
000905.SH,中证500,2005-07-04,756.03,756.03,732.86,749.48,2464.87,590970200
000905.SH,中证500,2005-07-05,747.89,752.77,739.62,744.6,1957.59,439146300
000905.SH,中证500,2005-07-06,744.8,750.3,738.38,743.44,1849.29,428024300
000905.SH,中证500,2005-07-07,743.32,751.13,740.49,747.42,1689.53,392513500
000905.SH,中证500,2005-07-08,746.29,746.29,722.28,722.85,2074.28,509962100
000905.SH,中证500,2005-07-11,725.64,742.95,712.97,714.48,2115.14,504552000
000905.SH,中证500,2005-07-12,712.31,740.59,708.99,739.53,2925.42,690327200
000905.SH,中证500,2005-07-13,738.61,738.74,729.59,732.44,2534.92,571845100
000905.SH,中证500,2005-07-14,732.01,740.05,729.27,732.54,2238.52,523636700
000905.SH,中证500,2005-07-15,732.67,736.41,712.44,714.49,2376.34,594210400
000905.SH,中证500,2005-07-18,712.32,712.32,694.85,696.85,1869.01,481789700
000905.SH,中证500,2005-07-19,695.77,705.08,692.7,703.07,1665.13,418524500
000905.SH,中证500,2005-07-20,703.17,711.01,699.19,707.29,1771.3,424300900
000905.SH,中证500,2005-07-21,707.05,707.94,695.38,704.79,1948.02,474598100
000905.SH,中证500,2005-07-22,704.61,728.52,704.23,721.45,3877.38,950855600
000905.SH,中证500,2005-07-25,720.61,720.99,714.68,718.87,2427.92,577102000
000905.SH,中证500,2005-07-26,718.62,736.72,718.6,735.86,3765.65,919136200
000905.SH,中证500,2005-07-27,736.29,750.09,731.08,750.02,3880.4,947247800
000905.SH,中证500,2005-07-28,750.4,755.94,744.02,747.23,4372.35,1074715200
000905.SH,中证500,2005-07-29,746.59,748.38,739.4,744.83,2815.16,705695300
000905.SH,中证500,2005-08-01,744.77,751.05,742.9,750.49,2559.32,631794400
000905.SH,中证500,2005-08-02,750.96,763.29,746.82,763.29,3550.21,890216700
000905.SH,中证500,2005-08-03,764.94,781.03,763.87,769.75,5550.14,1408355000
000905.SH,中证500,2005-08-04,767.57,769.34,761.36,765.26,3626.52,866178500
000905.SH,中证500,2005-08-05,765.39,787.93,765.39,787.82,5533.63,1249026300
000905.SH,中证500,2005-08-08,792.4,805.6,790.18,800.12,7002.62,1536139400
000905.SH,中证500,2005-08-09,800.84,814.26,794.18,814.19,6101.49,1401640100
000905.SH,中证500,2005-08-10,814.76,823.99,804.52,823.84,6584.95,1520112300
000905.SH,中证500,2005-08-11,823.72,833.68,820.29,832.84,7294.37,1646330400
000905.SH,中证500,2005-08-12,833.46,839.52,811.38,816.39,7822.26,1764308600
000905.SH,中证500,2005-08-15,814.84,839.68,814.56,839.67,5910.14,1262526100
000905.SH,中证500,2005-08-16,841.32,846.66,830.73,839.26,7207.37,1551594100
000905.SH,中证500,2005-08-17,837.9,854.61,823.44,854.53,7512.97,1679237400
000905.SH,中证500,2005-08-18,855.88,865.69,819.88,820.66,9560.36,2133212000
000905.SH,中证500,2005-08-19,816.96,828.12,803.28,820.87,6154.92,1386054800
000905.SH,中证500,2005-08-22,819.48,833.27,817.17,831.5,4163.22,972441300
000905.SH,中证500,2005-08-23,830.74,830.74,809.46,816.91,3972.89,918385100
000905.SH,中证500,2005-08-24,816.74,826.73,816.61,826.72,3843.6,884105800
000905.SH,中证500,2005-08-25,827.01,836.58,821.58,836.42,4467.61,1037584900
000905.SH,中证500,2005-08-26,837.41,842.3,830.58,840.43,5071.29,1188080100
000905.SH,中证500,2005-08-29,839.31,840.04,826.36,832.25,4519.19,1078255700
000905.SH,中证500,2005-08-30,831.49,834.21,827.09,827.55,4041.23,924203600
000905.SH,中证500,2005-08-31,827.23,845.15,822.17,845.14,4923.41,1134994300
000905.SH,中证500,2005-09-01,845.93,865.41,842.81,865.41,7438.83,1703406600
000905.SH,中证500,2005-09-02,866.55,874.16,861.48,872.49,6860.94,1536554800
000905.SH,中证500,2005-09-05,873.86,884.4,871.88,884.29,5688.04,1250419200
000905.SH,中证500,2005-09-06,885.36,892.22,860.36,862.49,7680.09,1705090400
000905.SH,中证500,2005-09-07,860.38,888.18,857.76,888.13,6427.22,1395759500
000905.SH,中证500,2005-09-08,890.19,894.74,878.28,889.69,6867.75,1469915700
000905.SH,中证500,2005-09-09,889.55,893.83,875.61,879.5,4923.13,1039946700
000905.SH,中证500,2005-09-12,878.73,883.56,874.77,883.56,3536.95,765652300
000905.SH,中证500,2005-09-13,884.25,904.31,883.46,904.31,5855.69,1249627200
000905.SH,中证500,2005-09-14,906.21,915.13,902.56,914.98,7824.41,1659733400
000905.SH,中证500,2005-09-15,914.91,920.95,910.77,918.51,6488.99,1358238500
000905.SH,中证500,2005-09-16,918.26,918.8,910.84,917.64,5247.19,1096153200
000905.SH,中证500,2005-09-19,918.13,930.59,915.93,930.49,5691.54,1205620900
000905.SH,中证500,2005-09-20,931.88,931.89,915.14,924.16,7657.83,1574760600
000905.SH,中证500,2005-09-21,921.92,922.18,908.98,909.79,7226.51,1560313900
000905.SH,中证500,2005-09-22,906.05,907.29,866.95,880.01,6671.95,1440832200
000905.SH,中证500,2005-09-23,876.31,883.54,868.16,868.55,4676.87,979978400
000905.SH,中证500,2005-09-26,867.22,875.03,862.19,874.84,3388.52,696569000
000905.SH,中证500,2005-09-27,875.1,877.66,856.5,856.96,4224.68,880588100
000905.SH,中证500,2005-09-28,855.8,863.81,849.89,852.36,3557.06,751078200
000905.SH,中证500,2005-09-29,852.04,871.49,852.04,871.29,4257.38,883536000
000905.SH,中证500,2005-09-30,871.23,873.11,866.83,869.51,3718.77,752996300
000905.SH,中证500,2005-10-10,870.05,870.05,857.97,858.75,2951.25,611949500
000905.SH,中证500,2005-10-11,857.64,878.69,854.27,878.62,3795.36,763526800
000905.SH,中证500,2005-10-12,879.05,891.86,874.98,887.71,4850.25,945920500
000905.SH,中证500,2005-10-13,888.3,890.86,881.23,883.45,4252.39,828704900
000905.SH,中证500,2005-10-14,882.87,883.84,873.46,876.05,3964.01,795405000
000905.SH,中证500,2005-10-17,874.85,878.89,868.46,878.76,3784.37,768788800
000905.SH,中证500,2005-10-18,878.78,893.98,878.45,893.7,4925.31,971621100
000905.SH,中证500,2005-10-19,893.47,900.68,884.99,886.31,4721.48,984363300
000905.SH,中证500,2005-10-20,885.34,886.84,872.48,886.55,4825.3,952193600
000905.SH,中证500,2005-10-21,886.43,898.25,885.28,895.03,5016.32,1002492700
000905.SH,中证500,2005-10-24,895.43,899.44,891.96,897.76,4214.11,878935400
000905.SH,中证500,2005-10-25,896.69,896.69,877.54,877.58,4083.95,867696600
000905.SH,中证500,2005-10-26,875.54,876.41,853.6,854.03,4389.74,938201400
000905.SH,中证500,2005-10-27,851.08,856.97,841.86,847.59,3752.92,810393700
000905.SH,中证500,2005-10-28,846.7,850.91,814.12,825.06,3980.41,866896700
000905.SH,中证500,2005-10-31,823.23,831.18,819.36,828.66,2962.99,649257500
000905.SH,中证500,2005-11-01,827.89,827.89,808.4,823.33,3125.53,694424000
000905.SH,中证500,2005-11-02,823.21,843.15,823.21,840.32,4040.78,909599300
000905.SH,中证500,2005-11-03,839.86,842.52,826.12,828.91,3426.89,755962400
000905.SH,中证500,2005-11-04,828.04,835.22,820.9,835.12,3104.92,644961100
000905.SH,中证500,2005-11-07,835.06,842.06,829.74,842,2821.36,613296300
000905.SH,中证500,2005-11-08,841.93,849.11,835.81,848.97,3303.27,729783900
000905.SH,中证500,2005-11-09,848.74,852.03,844.76,845.11,3571.9,761274700
000905.SH,中证500,2005-11-10,843.62,843.62,820.64,821.27,3914.75,843958000
000905.SH,中证500,2005-11-11,818.72,828.39,814.72,823.96,2808.47,638009400
000905.SH,中证500,2005-11-14,821.78,827.58,819.19,827.57,1921.8,446843600
000905.SH,中证500,2005-11-15,827.52,832.99,816.79,820.49,2615.56,587161600
000905.SH,中证500,2005-11-16,820.07,826.69,808.21,826.69,2344.49,554222500
000905.SH,中证500,2005-11-17,827.22,830.37,823,825.8,2365.64,553381700
000905.SH,中证500,2005-11-18,824.8,845.7,824.36,843.74,4229.05,969075700
000905.SH,中证500,2005-11-21,844.63,849.3,842.44,846.96,2877.32,660867800
000905.SH,中证500,2005-11-22,847.18,847.45,831.37,831.77,2812.89,627509100
000905.SH,中证500,2005-11-23,831.7,838.56,828.07,838.12,2233.52,494042200
000905.SH,中证500,2005-11-24,837.68,843.96,836.86,841.7,2482.28,553120100
000905.SH,中证500,2005-11-25,841.71,841.78,836.44,841.13,2156.57,484954800
000905.SH,中证500,2005-11-28,841.21,841.88,835.05,838.34,2153.32,459130600
000905.SH,中证500,2005-11-29,839.25,839.25,826.44,827.01,2057.57,449955500
000905.SH,中证500,2005-11-30,826.34,829.7,821.67,829.5,2293.87,480517500
000905.SH,中证500,2005-12-01,829.34,832.12,824.28,828.19,1862.98,392720900
000905.SH,中证500,2005-12-02,827.15,827.91,816.42,817.86,1933.49,439908600
000905.SH,中证500,2005-12-05,819.79,819.79,796.34,796.93,2126.6,489537000
000905.SH,中证500,2005-12-06,795.11,800.58,792.11,798.88,1632.51,372778300
000905.SH,中证500,2005-12-07,800.18,806.89,798.29,806.78,1696.6,375535600
000905.SH,中证500,2005-12-08,807.41,808.9,801.19,805.56,1749.83,389700000
000905.SH,中证500,2005-12-09,805.52,819.53,803.81,819.2,2517.2,556345600
000905.SH,中证500,2005-12-12,820.11,825.61,817.93,824.52,2505.64,546831100
000905.SH,中证500,2005-12-13,824.63,824.96,815.35,824.86,2266.93,491743900
000905.SH,中证500,2005-12-14,824.86,833.47,819.53,832.51,2648.66,593392900
000905.SH,中证500,2005-12-15,833.47,837.48,826.61,827.54,2877.3,608947300
000905.SH,中证500,2005-12-16,827.16,834.66,824.52,834.54,2459.18,519947500
000905.SH,中证500,2005-12-19,834.96,836.47,831.98,834.71,2214.33,485956900
000905.SH,中证500,2005-12-20,834.89,836.28,829.36,836.12,2031.1,445420300
000905.SH,中证500,2005-12-21,836.63,838.14,829.19,830.77,2292.43,520574300
000905.SH,中证500,2005-12-22,830.45,835.56,828.32,835.5,2362.38,508067600
000905.SH,中证500,2005-12-23,835.77,845.63,835.54,845.59,3001.29,644610000
000905.SH,中证500,2005-12-26,846.93,855.13,846.8,853.17,3672.35,786041600
000905.SH,中证500,2005-12-27,854.75,855.97,849.48,854.53,3109.68,652887000
000905.SH,中证500,2005-12-28,854.64,857.26,852.22,857.21,2732.42,561571700
000905.SH,中证500,2005-12-29,858.41,866.78,858.41,866.75,4216.99,861709600
000905.SH,中证500,2005-12-30,868.44,869.26,857.71,860.13,3926.99,755231600
000905.SH,中证500,2006-01-04,860.04,871.96,859.31,871.73,4000.2,803901000
000905.SH,中证500,2006-01-05,872.09,882.81,871.6,882.73,5213.04,1088581200
000905.SH,中证500,2006-01-06,884.92,896.06,879.18,891.94,6451.09,1337023200
000905.SH,中证500,2006-01-09,893.53,905.43,892.21,905.07,6030.6,1236129600
000905.SH,中证500,2006-01-10,907.64,911.29,898.73,911.19,5314.7,1120008000
000905.SH,中证500,2006-01-11,910.76,915.02,901.4,906.5,6188.64,1295314200
000905.SH,中证500,2006-01-12,906.94,927.42,905.43,927.42,6571.67,1402461500
000905.SH,中证500,2006-01-13,930.3,935.53,924.55,932.5,6715.98,1445938900
000905.SH,中证500,2006-01-16,933.22,935.53,919.92,920.33,6025.37,1259213600
000905.SH,中证500,2006-01-17,918.52,922.68,914.38,919.28,4382.59,891831900
000905.SH,中证500,2006-01-18,920.06,939.22,919.63,939.14,5567.52,1147478700
000905.SH,中证500,2006-01-19,941.17,950.04,935.76,949.91,6660.49,1398923500
000905.SH,中证500,2006-01-20,950.63,954.65,943.12,952.77,7271.72,1477917200
000905.SH,中证500,2006-01-23,955.09,962.08,946.6,961.07,6867.93,1412571400
000905.SH,中证500,2006-01-24,961.65,969.43,956.98,960.35,7093.1,1410381900
000905.SH,中证500,2006-01-25,960.03,963.74,947.3,957.79,6429.19,1281711200
000905.SH,中证500,2006-02-06,961.03,980.99,960.32,980.91,6494.04,1292312200
000905.SH,中证500,2006-02-07,983.34,989.7,970.31,981.57,8731.55,1701690800
000905.SH,中证500,2006-02-08,979.15,983.04,970.41,982.94,6721.58,1358863100
000905.SH,中证500,2006-02-09,982.18,982.18,967.31,969.58,5767.87,1183502400
000905.SH,中证500,2006-02-10,971.25,980.8,970.83,980.8,5779.59,1179724400
000905.SH,中证500,2006-02-13,981.63,981.71,967.13,977.4,5621.31,1139372200
000905.SH,中证500,2006-02-14,977.28,986.06,976.16,986.06,5125.48,1044762800
000905.SH,中证500,2006-02-15,987.09,990.49,982.03,986.16,5915.21,1232201600
000905.SH,中证500,2006-02-16,986.33,986.33,958.18,958.59,6889.04,1447752700
000905.SH,中证500,2006-02-17,961.25,962.5,949.43,949.99,5393.9,1124600800
000905.SH,中证500,2006-02-20,949.03,952.42,942.71,943.77,4625.17,982157100
000905.SH,中证500,2006-02-21,943.11,960.09,933.37,960.02,4634.35,1016677700
000905.SH,中证500,2006-02-22,960.1,967.61,957.66,959.95,4748.61,1033944000
000905.SH,中证500,2006-02-23,959.13,960.67,946.88,958.72,4143.18,918400900
000905.SH,中证500,2006-02-24,959.34,967.29,958.38,967.16,4661.55,1000713000
000905.SH,中证500,2006-02-27,968.21,969.34,959.45,963.38,4046.9,902547300
000905.SH,中证500,2006-02-28,962.52,964.95,947.87,964.73,3875.93,870227500
000905.SH,中证500,2006-03-01,966.84,972.25,963.24,972.07,4417.16,965844100
000905.SH,中证500,2006-03-02,972.15,972.15,950.38,953.37,5300.24,1140765400
000905.SH,中证500,2006-03-03,951.93,956.95,941.8,954.46,4461.97,943555200
000905.SH,中证500,2006-03-06,955.25,957.2,949.46,952.35,3384.12,732304900
000905.SH,中证500,2006-03-07,951.64,951.64,927.5,928.58,3830.28,862111700
000905.SH,中证500,2006-03-08,924.61,927.79,913.71,924.83,3284.62,722665700
000905.SH,中证500,2006-03-09,923.32,926.56,917.49,920.13,2763.52,611090900
000905.SH,中证500,2006-03-10,922.44,925.1,917.91,921.68,2727.77,604909900
000905.SH,中证500,2006-03-13,921.23,928.83,920.05,928.52,2520.02,562189200
000905.SH,中证500,2006-03-14,929.01,931.86,923.47,931.72,2876.2,634260000
000905.SH,中证500,2006-03-15,931.27,942.71,930,942.69,3978.63,799864300
000905.SH,中证500,2006-03-16,942.72,945.56,939.21,945.52,3909.6,818227300
000905.SH,中证500,2006-03-17,944.95,946.53,938.9,943.73,4182.59,894489300
000905.SH,中证500,2006-03-20,944.1,956.14,939.85,956.14,4094.12,912038900
000905.SH,中证500,2006-03-21,957.89,963.99,955.01,959.93,5336.66,1186527700
000905.SH,中证500,2006-03-22,959.52,972.14,957.38,972.14,5189.97,1151416600
000905.SH,中证500,2006-03-23,972.72,982.62,971.18,980.84,6354,1389792100
000905.SH,中证500,2006-03-24,982.46,983.84,972.85,974.27,5810.92,1264798200
000905.SH,中证500,2006-03-27,974.56,984.3,969.67,984.15,4754.49,1070685300
000905.SH,中证500,2006-03-28,987.53,994.98,986.35,994.52,6064.87,1336006100
000905.SH,中证500,2006-03-29,995.69,1007.99,993.71,997.7,7455.18,1578408500
000905.SH,中证500,2006-03-30,997.14,998.91,986.51,986.96,6338.57,1332995500
000905.SH,中证500,2006-03-31,988.96,1000.53,985.41,1000.25,6789.07,1328234300
000905.SH,中证500,2006-04-03,1001.32,1025.79,1001.32,1025.79,8638.42,1749089000
000905.SH,中证500,2006-04-04,1029.11,1038.11,1024.17,1038.11,9322.5,1867487200
000905.SH,中证500,2006-04-05,1039.78,1049.08,1037.6,1048.67,9280.14,1866785800
000905.SH,中证500,2006-04-06,1052.35,1064.58,1045.9,1053.69,10559,2117335400
000905.SH,中证500,2006-04-07,1056.29,1068.17,1051.79,1068.11,10427,2128852200
000905.SH,中证500,2006-04-10,1071.19,1090.72,1069.73,1090.72,10222,2197651400
000905.SH,中证500,2006-04-11,1097.27,1098.96,1081.69,1094.41,10774,2259582000
000905.SH,中证500,2006-04-12,1095.07,1101.49,1089.13,1095.5,9691.78,2014051600
000905.SH,中证500,2006-04-13,1097.29,1103.66,1062.47,1062.69,10730,2261439200
000905.SH,中证500,2006-04-14,1058.71,1088.27,1053.89,1088.18,7958.76,1643491400
000905.SH,中证500,2006-04-17,1086.24,1097.5,1080.62,1093.51,9297.21,1913733600
000905.SH,中证500,2006-04-18,1094.36,1100.88,1087.01,1097.73,8604.87,1717572800
000905.SH,中证500,2006-04-19,1098.58,1100.66,1082.18,1100.66,9567.37,1856178200
000905.SH,中证500,2006-04-20,1102.27,1102.27,1084.2,1091.85,10561,1977024800
000905.SH,中证500,2006-04-21,1091.66,1106.54,1081.19,1102.55,10825,2048506000
000905.SH,中证500,2006-04-24,1106.12,1107.59,1083.09,1094.38,11952,2277834200
000905.SH,中证500,2006-04-25,1091.84,1109.31,1076.91,1103.06,11061,2074415600
000905.SH,中证500,2006-04-26,1103.75,1125.87,1102.83,1116.81,12473,2260281000
000905.SH,中证500,2006-04-27,1119.67,1127.97,1110.69,1125.32,9745.82,1857431400
000905.SH,中证500,2006-04-28,1117.51,1146.38,1098.77,1141.69,10998,2053279800
000905.SH,中证500,2006-05-08,1148.08,1181.53,1148.08,1180.73,11848,2244040200
000905.SH,中证500,2006-05-09,1188.8,1218.09,1182.95,1218.09,15505,2980858200
000905.SH,中证500,2006-05-10,1227.29,1247.23,1214.73,1241.57,16281,3120288600
000905.SH,中证500,2006-05-11,1247.12,1278.7,1237.72,1237.77,19833,3658888400
000905.SH,中证500,2006-05-12,1239.76,1283.75,1237.63,1283.68,18042,3296716400
000905.SH,中证500,2006-05-15,1303.38,1344.96,1291.37,1344.92,22547,4066894000
000905.SH,中证500,2006-05-16,1347.19,1357.81,1291.44,1297.93,23030,3938162000
