times,future,Au_TD,diff,ytm
21:35,386.38,383.55,2.83,1.832061
21:36,386.52,383.82,2.7,1.746673
21:37,386.52,383.66,2.86,1.850952
21:38,386.5,383.68,2.82,1.824969
21:39,386.44,383.7,2.74,1.773104
21:40,386.54,383.68,2.86,1.850855
21:41,386.58,383.77,2.81,1.818071
21:42,386.5,383.68,2.82,1.824969
21:43,386.44,383.6,2.84,1.838295
21:44,386.5,383.63,2.87,1.857569
21:45,386.62,383.63,2.99,1.935237
21:46,386.52,383.75,2.77,1.792284
21:47,386.86,384.07,2.79,1.803721
21:48,386.76,383.97,2.79,1.804191
21:49,386.92,384.01,2.91,1.881594
21:50,386.8,384.05,2.75,1.777954
21:51,386.82,383.95,2.87,1.85602
21:52,386.88,383.96,2.92,1.888306
21:53,386.76,383.95,2.81,1.817219
21:54,386.78,383.95,2.83,1.830153
21:55,386.76,383.95,2.81,1.817219
21:56,386.86,384.0,2.86,1.849313
21:57,386.94,384.06,2.88,1.861954
21:58,386.96,384.07,2.89,1.86837
21:59,387.06,384.21,2.85,1.841839
22:00,386.92,384.08,2.84,1.835998
22:01,386.84,384.17,2.67,1.725692
22:02,386.84,383.9,2.94,1.901537
22:03,386.76,383.9,2.86,1.849794
22:04,386.86,383.89,2.97,1.92099
22:05,386.96,383.89,3.07,1.98567
22:06,386.96,384.14,2.82,1.822784
22:07,386.96,384.14,2.82,1.822784
22:08,386.86,384.06,2.8,1.810233
22:09,386.86,384.1,2.76,1.784187
22:10,386.8,384.1,2.7,1.7454
22:11,386.76,384.1,2.66,1.719542
22:12,386.72,383.85,2.87,1.856504
22:13,386.7,383.85,2.85,1.843567
22:14,387.16,384.29,2.87,1.854378
22:15,387.12,384.12,3.0,1.939232
22:16,387.28,384.4,2.88,1.860307
22:17,387.38,384.43,2.95,1.905374
22:18,387.2,384.34,2.86,1.847677
22:19,387.18,384.3,2.88,1.860791
22:20,387.2,384.3,2.9,1.873713
22:21,387.32,384.39,2.93,1.892653
22:22,387.44,384.43,3.01,1.944128
22:23,387.36,384.55,2.81,1.814383
22:24,387.38,384.45,2.93,1.892358
22:25,387.54,384.59,2.95,1.904581
22:26,387.72,384.75,2.97,1.916697
22:27,387.7,384.8,2.9,1.871279
22:28,387.58,384.68,2.9,1.871862
22:29,387.62,384.6,3.02,1.949724
22:30,387.22,384.24,2.98,1.925703
22:31,387.04,384.24,2.8,1.809385
22:32,387.08,384.2,2.88,1.861275
22:33,387.08,384.14,2.94,1.900349
22:34,387.08,384.2,2.88,1.861275
22:35,387.06,384.06,3.0,1.939535
22:36,387.22,384.3,2.92,1.886635
22:37,387.14,384.25,2.89,1.867495
22:38,386.72,383.9,2.82,1.823923
22:39,386.72,383.87,2.85,1.843471
22:40,386.74,383.84,2.9,1.875959
22:41,386.62,383.79,2.83,1.830916
22:42,386.56,383.71,2.85,1.844239
22:43,386.48,383.62,2.86,1.851145
22:44,386.6,383.81,2.79,1.804943
22:45,386.78,383.85,2.93,1.895316
22:46,387.18,384.33,2.85,1.841264
22:47,387.2,384.4,2.8,1.808632
22:48,387.16,384.25,2.91,1.880419
22:49,387.02,384.22,2.8,1.809479
22:50,387.08,384.21,2.87,1.854764
22:51,386.82,384.06,2.76,1.784373
22:52,386.56,383.71,2.85,1.844239
22:53,386.38,383.55,2.83,1.832061
22:54,386.24,383.42,2.82,1.826206
22:55,386.18,383.6,2.58,1.670001
22:56,386.22,383.5,2.72,1.76108
22:57,386.14,383.32,2.82,1.826683
22:58,386.04,383.23,2.81,1.820633
22:59,386.16,383.38,2.78,1.800491
23:00,386.14,383.41,2.73,1.767969
23:01,386.1,383.41,2.69,1.742065
23:02,386.08,383.35,2.73,1.768246
23:03,385.98,383.34,2.64,1.709997
23:04,386.18,383.34,2.84,1.839542
23:05,386.52,383.85,2.67,1.727131
23:06,386.38,383.8,2.58,1.66913
23:07,386.4,383.64,2.76,1.786326
23:08,386.22,383.6,2.62,1.695892
23:09,386.12,383.38,2.74,1.774584
23:10,386.1,383.3,2.8,1.813822
23:11,385.92,383.1,2.82,1.827732
23:12,385.96,383.1,2.86,1.853657
23:13,385.72,383.08,2.64,1.711157
23:14,385.74,383.14,2.6,1.684967
23:15,385.92,383.23,2.69,1.742883
23:16,385.78,383.23,2.55,1.652176
23:17,385.8,383.14,2.66,1.723851
23:18,385.8,383.08,2.72,1.763011
23:19,385.8,383.14,2.66,1.723851
23:20,385.82,383.05,2.77,1.79556
23:21,385.76,383.05,2.71,1.756667
23:22,385.88,382.98,2.9,1.880171
23:23,385.94,383.22,2.72,1.762367
23:24,386.06,383.25,2.81,1.820538
23:25,386.02,383.28,2.74,1.775047
23:26,386.02,383.31,2.71,1.755475
23:27,386.14,383.5,2.64,1.709283
23:28,386.1,383.5,2.6,1.683385
23:29,386.14,383.5,2.64,1.709283
23:30,386.06,383.4,2.66,1.722682
23:31,385.84,383.23,2.61,1.69105
23:32,386.0,383.24,2.76,1.78819
23:33,386.08,383.35,2.73,1.768246
23:34,386.0,383.34,2.66,1.722951
23:35,386.16,383.4,2.76,1.787444
23:36,386.24,383.51,2.73,1.767508
23:37,386.24,383.6,2.64,1.708838
23:38,386.24,383.54,2.7,1.747948
23:39,386.16,383.57,2.59,1.676605
23:40,386.18,383.55,2.63,1.702587
23:41,386.24,383.56,2.68,1.73491
23:42,386.22,383.56,2.66,1.721963
23:43,386.32,383.6,2.72,1.760621
23:44,386.36,383.7,2.66,1.721335
23:45,386.24,383.61,2.63,1.702321
23:46,386.2,383.57,2.63,1.702498
23:47,386.26,383.57,2.69,1.741338
23:48,386.12,383.4,2.72,1.761539
23:49,386.22,383.4,2.82,1.826302
23:50,386.28,383.4,2.88,1.865159
23:51,386.24,383.58,2.66,1.721873
23:52,386.32,383.69,2.63,1.701966
23:53,386.3,383.69,2.61,1.689023
23:54,386.36,383.74,2.62,1.695273
23:55,386.44,383.74,2.7,1.747037
23:56,386.32,383.7,2.62,1.69545
23:57,386.36,383.7,2.66,1.721335
23:58,386.32,383.7,2.62,1.69545
23:59,386.48,383.71,2.77,1.792471
00:00,386.58,383.87,2.71,1.752914
00:01,386.56,383.88,2.68,1.733464
00:02,386.56,383.88,2.68,1.733464
00:03,386.48,383.88,2.6,1.681719
00:04,386.56,383.88,2.68,1.733464
00:05,386.68,383.88,2.8,1.811082
00:06,386.68,383.9,2.78,1.798052
00:07,386.68,384.0,2.68,1.732922
00:08,386.74,384.0,2.74,1.771719
00:09,386.72,384.0,2.72,1.758787
00:10,386.8,384.0,2.8,1.810516
00:11,386.78,384.0,2.78,1.797584
00:12,386.9,384.1,2.8,1.810045
00:13,386.9,384.1,2.8,1.810045
00:14,386.96,384.21,2.75,1.777213
00:15,386.96,384.21,2.75,1.777213
00:16,386.9,384.21,2.69,1.738438
00:17,386.94,384.15,2.79,1.803345
00:18,387.0,384.19,2.81,1.816083
00:19,386.98,384.15,2.83,1.8292
00:20,386.92,384.09,2.83,1.829485
00:21,386.94,384.07,2.87,1.855441
00:22,387.04,384.22,2.82,1.822404
00:23,387.08,384.18,2.9,1.874299
00:24,387.08,384.18,2.9,1.874299
00:25,387.0,384.18,2.82,1.822594
00:26,387.04,384.15,2.89,1.867981
00:27,387.0,384.22,2.78,1.796554
00:28,386.96,384.15,2.81,1.816273
00:29,387.12,384.23,2.89,1.867592
00:30,387.2,384.33,2.87,1.854185
00:31,387.18,384.34,2.84,1.834756
00:32,387.24,384.35,2.89,1.867009
00:33,387.26,384.36,2.9,1.873421
00:34,387.3,384.32,2.98,1.925302
00:35,387.26,384.32,2.94,1.899459
00:36,387.26,384.4,2.86,1.847388
00:37,387.24,384.42,2.82,1.821456
00:38,387.22,384.35,2.87,1.854089
00:39,387.12,384.35,2.77,1.789486
00:40,387.16,384.35,2.81,1.815327
00:41,387.16,384.25,2.91,1.880419
00:42,387.02,384.14,2.88,1.861566
00:43,387.0,384.1,2.9,1.874689
00:44,387.06,384.06,3.0,1.939535
00:45,387.04,384.06,2.98,1.926605
00:46,387.08,384.06,3.02,1.952466
00:47,387.04,384.19,2.85,1.841935
00:48,387.02,384.19,2.83,1.829009
00:49,387.0,384.14,2.86,1.848639
00:50,387.06,384.14,2.92,1.887421
00:51,387.0,384.2,2.8,1.809573
00:52,386.94,384.09,2.85,1.842415
00:53,386.9,384.0,2.9,1.875177
00:54,386.94,384.05,2.89,1.868468
00:55,387.14,384.2,2.94,1.900052
00:56,387.08,384.2,2.88,1.861275
00:57,387.16,384.2,2.96,1.912978
00:58,387.08,384.3,2.78,1.79618
00:59,386.94,384.1,2.84,1.835902
01:00,386.94,384.1,2.84,1.835902
01:01,387.02,384.24,2.78,1.796461
01:02,387.06,384.24,2.82,1.822309
01:03,387.06,384.19,2.87,1.854861
01:04,387.18,384.2,2.98,1.925903
01:05,387.1,384.35,2.75,1.776566
01:06,386.88,384.35,2.53,1.634441
01:07,386.86,384.35,2.51,1.62152
01:08,386.82,384.07,2.75,1.777861
01:09,386.88,384.07,2.81,1.816651
01:10,386.96,384.07,2.89,1.86837
01:11,386.96,384.07,2.89,1.86837
01:12,386.94,384.07,2.87,1.855441
01:13,386.98,384.07,2.91,1.8813
01:14,387.02,384.07,2.95,1.90716
01:15,387.06,384.23,2.83,1.828819
01:16,387.04,384.23,2.81,1.815894
01:17,387.08,384.17,2.91,1.880811
01:18,387.0,384.17,2.83,1.829104
01:19,386.96,384.2,2.76,1.783722
01:20,387.04,384.2,2.84,1.835424
01:21,387.08,384.2,2.88,1.861275
01:22,387.04,384.2,2.84,1.835424
01:23,387.06,384.2,2.86,1.84835
01:24,387.02,384.2,2.82,1.822499
01:25,386.92,384.2,2.72,1.757871
01:26,387.04,384.2,2.84,1.835424
01:27,386.96,384.2,2.76,1.783722
01:28,386.98,384.2,2.78,1.796648
01:29,387.0,384.2,2.8,1.809573
01:30,387.0,384.2,2.8,1.809573
01:31,387.04,384.25,2.79,1.802876
01:32,387.08,384.25,2.83,1.828724
01:33,387.06,384.25,2.81,1.8158
01:34,387.12,384.18,2.94,1.900151
01:35,387.16,384.2,2.96,1.912978
01:36,387.1,384.3,2.8,1.809103
01:37,387.08,384.3,2.78,1.79618
01:38,387.14,384.3,2.84,1.834947
01:39,387.14,384.3,2.84,1.834947
01:40,387.12,384.23,2.89,1.867592
01:41,387.18,384.23,2.95,1.906366
01:42,387.14,384.37,2.77,1.789393
01:43,387.16,384.29,2.87,1.854378
01:44,387.28,384.45,2.83,1.827772
01:45,387.32,384.45,2.87,1.853607
01:46,387.26,384.31,2.95,1.905969
01:47,387.22,384.31,2.91,1.880125
01:48,387.14,384.34,2.8,1.808914
01:49,387.18,384.34,2.84,1.834756
01:50,387.1,384.3,2.8,1.809103
01:51,387.12,384.3,2.82,1.822025
01:52,387.14,384.3,2.84,1.834947
01:53,387.1,384.3,2.8,1.809103
01:54,387.1,384.3,2.8,1.809103
01:55,387.08,384.3,2.78,1.79618
01:56,387.18,384.3,2.88,1.860791
01:57,387.12,384.3,2.82,1.822025
01:58,387.16,384.3,2.86,1.847869
01:59,387.28,384.3,2.98,1.925402
02:00,387.12,384.34,2.78,1.795993
02:01,387.16,384.34,2.82,1.821835
02:02,387.08,384.2,2.88,1.861275
02:03,387.04,384.2,2.84,1.835424
02:04,387.02,384.2,2.82,1.822499
02:05,387.1,384.15,2.95,1.906763
02:06,387.1,384.15,2.95,1.906763
02:07,387.1,384.15,2.95,1.906763
02:08,387.1,384.15,2.95,1.906763
02:09,387.18,384.18,3.0,1.93893
02:10,387.16,384.18,2.98,1.926003
02:11,387.18,384.18,3.0,1.93893
02:12,387.12,384.21,2.91,1.880615
02:13,387.14,384.21,2.93,1.89354
02:14,387.2,384.21,2.99,1.932316
02:15,387.18,384.21,2.97,1.91939
02:16,387.14,384.21,2.93,1.89354
02:17,387.1,384.21,2.89,1.86769
02:18,387.2,384.21,2.99,1.932316
02:19,387.24,384.21,3.03,1.958166
02:20,387.22,384.21,3.01,1.945241
02:21,387.2,384.3,2.9,1.873713
02:22,387.16,384.3,2.86,1.847869
02:23,387.12,384.21,2.91,1.880615
02:24,387.2,384.27,2.93,1.893244
02:25,387.02,384.05,2.97,1.92019
02:26,387.06,384.15,2.91,1.880909
02:27,387.06,384.28,2.78,1.796274
02:28,386.92,383.83,3.09,1.998919
02:29,387.02,384.05,2.97,1.92019
02:30,,384.05,,
09:00,387.94,384.9,3.04,1.961107
09:01,387.86,384.93,2.93,1.889998
09:02,387.74,384.89,2.85,1.838585
09:03,388.18,385.11,3.07,1.97938
09:04,388.32,385.4,2.92,1.881251
09:05,388.28,385.45,2.83,1.82303
09:06,388.48,385.59,2.89,1.861005
09:07,388.6,385.62,2.98,1.918811
09:08,388.18,385.28,2.9,1.868947
09:09,388.18,385.32,2.86,1.842977
09:10,388.2,385.33,2.87,1.849373
09:11,388.06,385.2,2.86,1.843552
09:12,388.2,385.2,3.0,1.933795
09:13,388.18,385.3,2.88,1.855962
09:14,387.98,385.05,2.93,1.889409
09:15,388.04,385.1,2.94,1.895612
09:16,388.08,385.23,2.85,1.836962
09:17,388.12,385.31,2.81,1.810805
09:18,388.08,385.23,2.85,1.836962
09:19,388.04,385.16,2.88,1.856636
09:20,388.18,385.3,2.88,1.855962
09:21,388.12,385.3,2.82,1.817296
09:22,387.98,385.2,2.78,1.791984
09:23,388.12,385.3,2.82,1.817296
09:24,388.02,385.21,2.81,1.811275
09:25,388.1,385.27,2.83,1.823882
09:26,388.04,385.3,2.74,1.765741
09:27,388.02,385.27,2.75,1.772324
09:28,388.0,385.2,2.8,1.804876
09:29,387.86,385.0,2.86,1.844509
09:30,387.96,385.1,2.86,1.84403
09:31,387.92,385.1,2.82,1.81824
09:32,387.96,385.12,2.84,1.83104
09:33,388.12,385.15,2.97,1.914706
09:34,388.04,385.21,2.83,1.824166
09:35,388.14,385.2,2.94,1.895119
09:36,388.12,385.22,2.9,1.869238
09:37,388.04,385.2,2.84,1.83066
09:38,387.96,385.1,2.86,1.84403
09:39,387.88,385.05,2.83,1.824924
09:40,387.8,384.95,2.85,1.838299
09:41,387.7,384.9,2.8,1.806282
09:42,387.88,385.01,2.87,1.85091
09:43,387.82,385.0,2.82,1.818712
09:44,387.84,384.95,2.89,1.864099
09:45,387.98,385.1,2.88,1.856926
09:46,387.98,385.14,2.84,1.830945
09:47,388.1,385.2,2.9,1.869335
09:48,388.02,385.1,2.92,1.882716
09:49,388.06,385.2,2.86,1.843552
09:50,388.16,385.28,2.88,1.856058
09:51,388.12,385.3,2.82,1.817296
09:52,388.12,385.25,2.87,1.849757
09:53,388.06,385.25,2.81,1.811087
09:54,388.12,385.27,2.85,1.836772
09:55,388.18,385.27,2.91,1.875441
09:56,388.18,385.27,2.91,1.875441
09:57,388.24,385.29,2.95,1.901121
09:58,388.2,385.35,2.85,1.83639
09:59,388.24,385.36,2.88,1.855673
10:00,388.32,385.35,2.97,1.913712
10:01,388.28,385.38,2.9,1.868462
10:02,388.36,385.5,2.86,1.842117
10:03,388.38,385.41,2.97,1.913414
10:04,388.48,385.49,2.99,1.925899
10:05,388.46,385.5,2.96,1.906527
10:06,388.52,385.6,2.92,1.880275
10:07,388.5,385.6,2.9,1.867396
10:08,388.58,385.56,3.02,1.94487
10:09,388.54,385.57,2.97,1.91262
10:10,388.56,385.65,2.91,1.873593
10:11,388.48,385.55,2.93,1.886959
10:12,388.42,385.5,2.92,1.880763
10:13,388.46,385.5,2.96,1.906527
10:14,388.48,385.55,2.93,1.886959
10:15,388.5,385.51,2.99,1.9258
10:16,,385.45,,
10:17,,385.45,,
10:18,,385.41,,
10:19,,385.41,,
10:20,,385.4,,
10:21,,385.26,,
10:22,,385.26,,
10:23,,385.26,,
10:24,,385.3,,
10:25,,385.39,,
10:26,,385.39,,
10:27,,385.4,,
10:28,,385.4,,
10:29,,385.4,,
10:30,388.42,385.5,2.92,1.880763
10:31,388.52,385.46,3.06,1.971141
10:32,388.4,385.46,2.94,1.893841
10:33,388.24,385.33,2.91,1.875149
10:34,388.26,385.3,2.96,1.907516
10:35,388.3,385.4,2.9,1.868365
10:36,388.26,385.4,2.86,1.842595
10:37,388.32,385.3,3.02,1.946182
10:38,388.36,385.4,2.96,1.907021
10:39,388.42,385.34,3.08,1.984642
10:40,388.44,385.45,2.99,1.926099
10:41,388.4,385.37,3.03,1.952272
10:42,388.38,385.45,2.93,1.887448
10:43,388.4,385.45,2.95,1.900332
10:44,388.24,385.36,2.88,1.855673
10:45,388.24,385.36,2.88,1.855673
10:46,388.42,385.4,3.02,1.945677
10:47,388.6,385.6,3.0,1.931789
10:48,388.6,385.67,2.93,1.886372
10:49,388.6,385.73,2.87,1.847456
10:50,388.6,385.69,2.91,1.873398
10:51,388.62,385.65,2.97,1.912223
10:52,388.78,385.84,2.94,1.891976
10:53,388.8,385.74,3.06,1.96971
10:54,388.76,385.8,2.96,1.905044
10:55,388.72,385.72,3.0,1.931188
10:56,388.66,385.68,2.98,1.918513
10:57,388.66,385.6,3.06,1.970425
10:58,388.68,385.65,3.03,1.950854
10:59,388.62,385.76,2.86,1.840875
11:00,388.78,385.66,3.12,2.008748
11:01,388.68,385.7,2.98,1.918413
11:02,388.62,385.66,2.96,1.905736
11:03,388.48,385.56,2.92,1.88047
11:04,388.54,385.5,3.04,1.958054
11:05,388.46,385.51,2.95,1.900036
11:06,388.52,385.51,3.01,1.938681
11:07,388.58,385.64,2.94,1.892957
11:08,388.58,385.64,2.94,1.892957
11:09,388.58,385.61,2.97,1.912422
11:10,388.58,385.61,2.97,1.912422
11:11,388.42,385.48,2.94,1.893743
11:12,388.5,385.58,2.92,1.880372
11:13,388.54,385.7,2.84,1.828286
11:14,388.5,385.7,2.8,1.802536
11:15,388.46,385.7,2.76,1.776785
11:16,388.34,385.45,2.89,1.861681
11:17,388.34,385.45,2.89,1.861681
11:18,388.34,385.4,2.94,1.894136
11:19,388.34,385.4,2.94,1.894136
11:20,388.36,385.38,2.98,1.920006
11:21,388.4,385.49,2.91,1.87437
11:22,388.36,385.44,2.92,1.881055
11:23,388.36,385.49,2.87,1.848606
11:24,388.36,385.49,2.87,1.848606
11:25,388.32,385.4,2.92,1.881251
11:26,388.3,385.38,2.92,1.881348
11:27,388.18,385.3,2.88,1.855962
11:28,388.08,385.15,2.93,1.888919
11:29,388.16,385.2,2.96,1.908011
11:30,,385.2,,
11:31,,385.2,,
11:32,,385.2,,
11:33,,385.2,,
11:34,,385.2,,
11:35,,385.25,,
11:36,,385.25,,
11:37,,385.25,,
11:38,,385.25,,
11:39,,385.25,,
11:40,,385.25,,
11:41,,385.25,,
11:42,,385.3,,
11:43,,385.3,,
11:44,,385.48,,
11:45,,385.48,,
11:46,,385.48,,
11:47,,385.48,,
11:48,,385.48,,
11:49,,385.48,,
11:50,,385.48,,
11:51,,385.48,,
11:52,,385.48,,
11:53,,385.48,,
11:54,,385.48,,
11:55,,385.46,,
11:56,,385.46,,
11:57,,385.47,,
11:58,,385.4,,
11:59,,385.4,,
12:00,,385.4,,
12:01,,385.4,,
12:02,,385.4,,
12:03,,385.4,,
12:04,,385.4,,
12:05,,385.4,,
12:06,,385.4,,
12:07,,385.4,,
12:08,,385.45,,
12:09,,385.45,,
12:10,,385.45,,
12:11,,385.45,,
12:12,,385.32,,
12:13,,385.3,,
12:14,,385.3,,
12:15,,385.43,,
12:16,,385.45,,
12:17,,385.45,,
12:18,,385.45,,
12:19,,385.45,,
12:20,,385.45,,
12:21,,385.27,,
12:22,,385.27,,
12:23,,385.27,,
12:24,,385.3,,
12:25,,385.3,,
12:26,,385.48,,
12:27,,385.48,,
12:28,,385.35,,
12:29,,385.35,,
12:30,,385.35,,
12:31,,385.35,,
12:32,,385.35,,
12:33,,385.35,,
12:34,,385.35,,
12:35,,385.35,,
12:36,,385.35,,
12:37,,385.5,,
12:38,,385.5,,
12:39,,385.5,,
12:40,,385.5,,
12:41,,385.5,,
12:42,,385.55,,
12:43,,385.55,,
12:44,,385.55,,
12:45,,385.55,,
12:46,,385.55,,
12:47,,385.55,,
12:48,,385.55,,
12:49,,385.55,,
12:50,,385.5,,
12:51,,385.5,,
12:52,,385.5,,
12:53,,385.5,,
12:54,,385.5,,
12:55,,385.5,,
12:56,,385.5,,
12:57,,385.5,,
12:58,,385.5,,
12:59,,385.5,,
13:00,,385.47,,
13:01,,385.45,,
13:02,,385.46,,
13:03,,385.46,,
13:04,,385.5,,
13:05,,385.5,,
13:06,,385.5,,
13:07,,385.5,,
13:08,,385.53,,
13:09,,385.5,,
13:10,,385.47,,
13:11,,385.47,,
13:12,,385.5,,
13:13,,385.5,,
13:14,,385.5,,
13:15,,385.52,,
13:16,,385.64,,
13:17,,385.65,,
13:18,,385.58,,
13:19,,385.52,,
13:20,,385.52,,
13:21,,385.5,,
13:22,,385.45,,
13:23,,385.35,,
13:24,,385.35,,
13:25,,385.35,,
13:26,,385.35,,
13:27,,385.44,,
13:28,,385.44,,
13:29,,385.44,,
13:30,388.14,385.27,2.87,1.849661
13:31,388.16,385.3,2.86,1.843073
13:32,388.18,385.3,2.88,1.855962
13:33,388.2,385.35,2.85,1.83639
13:34,388.28,385.3,2.98,1.920405
13:35,388.2,385.4,2.8,1.803939
13:36,388.16,385.31,2.85,1.836581
13:37,388.18,385.35,2.83,1.823504
13:38,388.18,385.36,2.82,1.817013
13:39,388.28,385.39,2.89,1.861971
13:40,388.28,385.39,2.89,1.861971
13:41,388.2,385.31,2.89,1.862358
13:42,388.18,385.22,2.96,1.907912
13:43,388.06,385.23,2.83,1.824072
13:44,388.12,385.23,2.89,1.862744
13:45,388.14,385.25,2.89,1.862648
13:46,388.3,385.4,2.9,1.868365
13:47,388.38,385.45,2.93,1.887448
13:48,388.4,385.45,2.95,1.900332
13:49,388.44,385.45,2.99,1.926099
13:50,388.48,385.6,2.88,1.854518
13:51,388.5,385.51,2.99,1.9258
13:52,388.54,385.51,3.03,1.951563
13:53,388.5,385.51,2.99,1.9258
13:54,388.56,385.51,3.05,1.964444
13:55,388.5,385.52,2.98,1.919309
13:56,388.54,385.52,3.02,1.945071
13:57,388.54,385.52,3.02,1.945071
13:58,388.56,385.64,2.92,1.88008
13:59,388.6,385.7,2.9,1.866912
14:00,388.62,385.6,3.02,1.944668
14:01,388.6,385.75,2.85,1.834486
14:02,388.6,385.61,2.99,1.9253
14:03,388.54,385.6,2.94,1.893154
14:04,388.6,385.53,3.07,1.977223
14:05,388.58,385.67,2.91,1.873496
14:06,388.6,385.64,2.96,1.905834
14:07,388.74,385.7,3.04,1.957039
14:08,388.88,385.85,3.03,1.949843
14:09,388.9,385.92,2.98,1.91732
14:10,388.86,385.84,3.02,1.943458
14:11,388.92,385.91,3.01,1.936672
14:12,389.06,386.0,3.06,1.968383
14:13,389.22,386.1,3.12,2.006459
14:14,389.4,386.3,3.1,1.992565
14:15,389.24,386.02,3.22,2.071198
14:16,389.24,386.17,3.07,1.973946
14:17,389.08,386.02,3.06,1.968281
14:18,389.14,386.04,3.1,1.993907
14:19,389.2,386.04,3.16,2.032499
14:20,389.14,386.01,3.13,2.013359
14:21,389.1,386.01,3.09,1.98763
14:22,389.06,385.97,3.09,1.987836
14:23,389.1,386.01,3.09,1.98763
14:24,389.06,385.96,3.1,1.99432
14:25,389.1,385.9,3.2,2.058973
14:26,389.06,385.94,3.12,2.007291
14:27,389.02,385.91,3.11,2.001013
14:28,389.06,385.91,3.15,2.026749
14:29,389.06,385.9,3.16,2.033236
14:30,388.98,385.91,3.07,1.975276
14:31,389.16,386.04,3.12,2.006771
14:32,389.08,386.0,3.08,1.981248
14:33,389.14,386.07,3.07,1.974458
14:34,389.24,386.11,3.13,2.012838
14:35,389.2,386.11,3.09,1.987115
14:36,389.3,386.18,3.12,2.006043
14:37,389.18,386.11,3.07,1.974253
14:38,389.08,386.0,3.08,1.981248
14:39,389.02,385.96,3.06,1.968587
14:40,389.1,386.0,3.1,1.994114
14:41,389.1,385.97,3.13,2.013568
14:42,389.12,385.98,3.14,2.019949
14:43,389.02,386.08,2.94,1.8908
14:44,389.14,385.95,3.19,2.052273
14:45,389.24,386.08,3.16,2.032288
14:46,389.02,385.92,3.1,1.994527
14:47,389.08,385.95,3.13,2.013672
14:48,389.08,386.0,3.08,1.981248
14:49,389.12,386.08,3.04,1.955113
14:50,389.12,386.07,3.05,1.961595
14:51,389.22,386.2,3.02,1.941647
14:52,389.24,386.2,3.04,1.954505
14:53,389.28,386.2,3.08,1.980222
14:54,389.22,386.16,3.06,1.967568
14:55,389.14,,,
14:56,389.16,386.02,3.14,2.01974
14:57,389.1,386.02,3.08,1.981146
14:58,388.92,385.83,3.09,1.988557
14:59,388.82,385.81,3.01,1.937174
15:00,388.82,385.76,3.06,1.969608
15:01,,385.9,,
15:02,,386.0,,
15:03,,386.14,,
15:04,,386.02,,
15:05,,386.12,,
15:06,,386.09,,
15:07,,386.1,,
15:08,,386.15,,
15:09,,386.15,,
15:10,,386.18,,
15:11,,386.19,,
15:12,,386.1,,
