,future,Au_TD,diff,ytm
22:52,406.28,400.87,5.41,3.040686
22:53,406.24,400.83,5.41,3.040989
22:54,406.26,400.88,5.38,3.023749
22:55,406.16,400.88,5.28,2.967545
22:56,406.14,400.66,5.48,3.081644
22:57,406.12,400.86,5.26,2.956452
22:58,406.14,400.69,5.45,3.064544
22:59,405.96,400.56,5.4,3.037414
23:00,406.22,400.91,5.31,2.984183
23:01,406.68,401.15,5.53,3.105962
23:02,406.44,401.03,5.41,3.039473
23:03,406.44,400.96,5.48,3.079338
23:04,406.22,400.77,5.45,3.063932
23:05,406.2,400.76,5.44,3.058387
23:06,406.18,400.76,5.42,3.047143
23:07,406.08,400.55,5.53,3.110615
23:08,405.48,399.99,5.49,3.092438
23:09,404.94,399.35,5.59,3.153813
23:10,405.1,399.66,5.44,3.066804
23:11,404.84,399.39,5.45,3.074519
23:12,404.7,399.22,5.48,3.092759
23:13,404.7,399.24,5.46,3.081317
23:14,404.84,399.39,5.45,3.074519
23:15,404.9,399.38,5.52,3.114086
23:16,404.2,398.76,5.44,3.073726
23:17,404.2,398.82,5.38,3.039367
23:18,404.2,398.81,5.39,3.045093
23:19,404.68,399.29,5.39,3.041432
23:20,404.76,399.3,5.46,3.080854
23:21,404.72,399.17,5.55,3.132658
23:22,404.72,399.34,5.38,3.03541
23:23,405.02,399.49,5.53,3.118869
23:24,405.02,399.52,5.5,3.101716
23:25,405.02,399.69,5.33,3.004566
23:26,405.18,399.72,5.46,3.077617
23:27,405.06,399.75,5.31,2.992843
23:28,405.04,399.54,5.5,3.101561
23:29,405.0,399.45,5.55,3.130462
23:30,404.94,399.5,5.44,3.068033
23:31,405.06,399.58,5.48,3.089973
23:32,405.22,399.65,5.57,3.14017
23:33,405.12,399.6,5.52,3.112372
23:34,405.02,399.55,5.47,3.084566
23:35,405.02,399.55,5.47,3.084566
23:36,405.14,399.61,5.53,3.117932
23:37,405.16,399.74,5.42,3.054918
23:38,405.66,400.29,5.37,3.022577
23:39,405.98,400.68,5.3,2.980273
23:40,405.88,400.4,5.48,3.083645
23:41,405.76,400.37,5.39,3.033228
23:42,406.02,400.55,5.47,3.076865
23:43,405.96,400.49,5.47,3.077326
23:44,406.0,400.57,5.43,3.054213
23:45,405.92,400.38,5.54,3.117563
23:46,405.78,400.22,5.56,3.130069
23:47,405.84,400.4,5.44,3.061136
23:48,405.74,400.4,5.34,3.004866
23:49,405.86,400.32,5.54,3.11803
23:50,405.94,400.42,5.52,3.105998
23:51,406.04,400.52,5.52,3.105222
23:52,406.2,400.68,5.52,3.103982
23:53,406.28,400.75,5.53,3.109062
23:54,406.4,400.89,5.51,3.096736
23:55,406.38,400.9,5.48,3.079799
23:56,406.38,401.0,5.38,3.022844
23:57,406.38,401.0,5.38,3.022844
23:58,406.22,400.88,5.34,3.001268
23:59,406.28,400.88,5.4,3.03499
00:00,406.28,400.8,5.48,3.080567
00:01,406.34,400.71,5.63,3.1656
00:02,406.18,400.71,5.47,3.075636
00:03,406.04,400.61,5.43,3.053908
00:04,405.86,400.26,5.6,3.152272
00:05,405.82,400.3,5.52,3.106929
00:06,406.02,400.42,5.6,3.151012
00:07,405.72,400.26,5.46,3.073465
00:08,405.44,400.0,5.44,3.064198
00:09,405.56,400.0,5.56,3.13179
00:10,405.38,399.9,5.48,3.0875
00:11,405.34,399.8,5.54,3.122086
00:12,405.54,400.05,5.49,3.091975
00:13,405.66,399.98,5.68,3.199543
00:14,405.62,400.3,5.32,2.994359
00:15,405.76,400.15,5.61,3.158769
00:16,405.62,400.08,5.54,3.119901
00:17,405.94,400.31,5.63,3.168763
00:18,405.92,400.33,5.59,3.146093
00:19,405.82,400.33,5.49,3.089812
00:20,405.94,400.37,5.57,3.134523
00:21,405.96,400.4,5.56,3.128661
00:22,406.14,400.65,5.49,3.087344
00:23,406.34,400.7,5.64,3.171302
00:24,406.12,400.69,5.43,3.053298
00:25,405.94,400.6,5.34,3.003365
00:26,405.92,400.6,5.32,2.992117
00:27,405.82,400.3,5.52,3.106929
00:28,406.06,400.38,5.68,3.196346
00:29,406.2,400.46,5.74,3.229465
00:30,406.28,400.85,5.43,3.052079
00:31,406.1,,,
00:32,406.06,400.47,5.59,3.144993
00:33,405.96,400.47,5.49,3.088732
00:34,405.94,400.47,5.47,3.07748
00:35,406.02,400.4,5.62,3.162424
00:36,406.12,400.4,5.72,3.218695
00:37,406.0,400.4,5.6,3.15117
00:38,406.08,400.53,5.55,3.122021
00:39,405.92,400.49,5.43,3.054823
00:40,405.9,400.49,5.41,3.043571
00:41,405.92,400.49,5.43,3.054823
00:42,406.0,400.4,5.6,3.15117
00:43,405.96,400.4,5.56,3.128661
00:44,405.86,400.3,5.56,3.129443
00:45,406.08,400.6,5.48,3.082105
00:46,406.14,400.6,5.54,3.115851
00:47,406.18,400.68,5.5,3.092736
00:48,406.18,400.68,5.5,3.092736
00:49,406.02,400.68,5.34,3.002766
00:50,406.16,400.68,5.48,3.08149
00:51,406.16,400.68,5.48,3.08149
00:52,406.12,400.6,5.52,3.104602
00:53,406.16,400.6,5.56,3.127099
00:54,406.14,400.6,5.54,3.115851
00:55,406.28,400.7,5.58,3.137565
00:56,406.3,400.68,5.62,3.160214
00:57,406.04,400.61,5.43,3.053908
00:58,406.04,400.61,5.43,3.053908
00:59,405.92,400.65,5.27,2.963625
01:00,405.92,400.8,5.12,2.878194
01:01,405.98,400.8,5.18,2.911923
01:02,406.0,400.67,5.33,2.997217
01:03,406.0,400.76,5.24,2.945946
01:04,406.02,400.58,5.44,3.059761
01:05,406.08,400.9,5.18,2.911197
01:06,406.1,400.9,5.2,2.922437
01:07,406.02,400.7,5.32,2.99137
01:08,406.1,400.8,5.3,2.979381
01:09,406.1,400.83,5.27,2.962295
01:10,405.9,400.65,5.25,2.952378
01:11,405.66,400.3,5.36,3.016873
01:12,405.58,400.24,5.34,3.006067
01:13,405.68,400.3,5.38,3.02813
01:14,405.36,400.23,5.13,2.887923
01:15,405.02,399.66,5.36,3.021704
01:16,404.94,399.4,5.54,3.125213
01:17,404.68,399.45,5.23,2.949967
01:18,404.86,399.38,5.48,3.09152
01:19,404.78,399.3,5.48,3.09214
01:20,404.64,399.3,5.34,3.013143
01:21,404.62,399.36,5.26,2.967557
01:22,404.58,399.31,5.27,2.973571
01:23,404.64,399.31,5.33,3.007425
01:24,404.94,399.6,5.34,3.010881
01:25,404.84,399.6,5.24,2.954498
01:26,404.88,399.6,5.28,2.977051
01:27,405.04,399.69,5.35,3.01584
01:28,405.16,399.75,5.41,3.049205
01:29,405.28,399.75,5.53,3.11684
01:30,405.1,399.82,5.28,2.975413
01:31,405.12,399.82,5.3,2.986684
01:32,405.18,400.02,5.16,2.906336
01:33,405.2,399.79,5.41,3.0489
01:34,405.06,399.79,5.27,2.970001
01:35,404.96,399.6,5.36,3.022158
01:36,404.64,399.3,5.34,3.013143
01:37,404.7,399.38,5.32,3.001257
01:38,404.66,399.35,5.31,2.99584
01:39,404.78,399.4,5.38,3.034954
01:40,404.46,399.45,5.01,2.825876
01:41,404.78,399.2,5.58,3.149354
01:42,404.64,399.37,5.27,2.973124
01:43,404.84,399.7,5.14,2.897389
01:44,405.1,399.74,5.36,3.0211
01:45,404.8,399.7,5.1,2.874841
01:46,405.04,399.7,5.34,3.010128
01:47,405.02,399.7,5.32,2.998854
01:48,404.96,399.7,5.26,2.965032
01:49,405.0,399.7,5.3,2.98758
01:50,405.0,399.6,5.4,3.044711
01:51,405.22,399.6,5.62,3.168755
01:52,405.16,399.6,5.56,3.134925
01:53,405.04,399.6,5.44,3.067265
01:54,405.24,399.9,5.34,3.008623
01:55,405.24,399.9,5.34,3.008623
01:56,405.24,399.9,5.34,3.008623
01:57,405.16,399.9,5.26,2.96355
01:58,405.34,399.99,5.35,3.013578
01:59,405.24,399.81,5.43,3.060018
02:00,405.2,399.81,5.39,3.037477
02:01,405.18,399.81,5.37,3.026206
02:02,405.2,399.75,5.45,3.07175
02:03,405.24,399.75,5.49,3.094295
02:04,405.38,400.11,5.27,2.967625
02:05,405.48,400.18,5.3,2.983997
02:06,405.52,400.24,5.28,2.972291
02:07,405.64,400.01,5.63,3.17114
02:08,405.9,400.15,5.75,3.237598
02:09,405.98,400.49,5.49,3.088578
02:10,406.04,400.48,5.56,3.128036
02:11,406.06,400.48,5.58,3.139288
02:12,405.98,,,
02:13,406.24,400.6,5.64,3.172094
02:14,406.16,400.7,5.46,3.07009
02:15,406.22,400.7,5.52,3.103828
02:16,406.22,400.7,5.52,3.103828
02:17,406.06,400.7,5.36,3.013862
02:18,405.96,400.46,5.5,3.094435
02:19,406.04,400.46,5.58,3.139445
02:20,405.96,400.46,5.5,3.094435
02:21,406.02,400.43,5.59,3.145307
02:22,406.04,400.43,5.61,3.15656
02:23,406.12,400.43,5.69,3.201574
02:24,406.16,400.53,5.63,3.167023
02:25,406.2,400.65,5.55,3.121086
02:26,406.2,400.54,5.66,3.183819
02:27,406.14,400.61,5.53,3.110149
02:28,406.1,400.31,5.79,3.258817
02:29,406.12,400.74,5.38,3.024805
02:30,,400.74,,
09:00,405.18,399.67,5.51,3.106189
09:01,404.84,399.49,5.35,3.01735
09:02,404.8,399.45,5.35,3.017652
09:03,404.76,399.45,5.31,2.99509
09:04,404.52,399.28,5.24,2.956866
09:05,404.54,399.3,5.24,2.956717
09:06,404.62,399.28,5.34,3.013294
09:07,404.68,399.4,5.28,2.978542
09:08,404.86,399.65,5.21,2.937215
09:09,404.72,399.55,5.17,2.915394
09:10,404.8,399.45,5.35,3.017652
09:11,404.86,399.59,5.27,2.971487
09:12,404.86,399.5,5.36,3.022914
09:13,404.94,399.7,5.24,2.953759
09:14,405.0,399.7,5.3,2.98758
09:15,404.84,399.52,5.32,3.000205
09:16,404.9,399.6,5.3,2.988328
09:17,405.0,399.7,5.3,2.98758
09:18,404.88,399.65,5.23,2.94849
09:19,404.64,399.4,5.24,2.955977
09:20,404.7,399.55,5.15,2.904116
09:21,404.76,399.5,5.26,2.966517
09:22,404.78,399.58,5.2,2.932091
09:23,404.86,399.59,5.27,2.971487
09:24,404.88,399.6,5.28,2.977051
09:25,404.96,399.7,5.26,2.965032
09:26,404.96,399.72,5.24,2.953611
09:27,404.92,399.65,5.27,2.971041
09:28,404.9,399.68,5.22,2.942632
09:29,404.84,399.65,5.19,2.92594
09:30,404.7,399.42,5.28,2.978393
09:31,404.66,399.4,5.26,2.96726
09:32,404.7,399.54,5.16,2.909828
09:33,404.72,399.5,5.22,2.943958
09:34,404.84,399.58,5.26,2.965923
09:35,404.88,399.7,5.18,2.919937
09:36,405.1,399.86,5.24,2.952577
09:37,405.04,399.8,5.24,2.95302
09:38,405.16,399.9,5.26,2.96355
09:39,405.1,399.9,5.2,2.929745
09:40,405.0,399.81,5.19,2.924769
09:41,405.06,399.76,5.3,2.987132
09:42,404.92,399.62,5.3,2.988178
09:43,404.86,399.58,5.28,2.9772
09:44,404.88,399.58,5.3,2.988477
09:45,404.76,399.51,5.25,2.960803
09:46,404.72,399.5,5.22,2.943958
09:47,404.58,399.26,5.32,3.002159
09:48,404.44,399.17,5.27,2.974614
09:49,404.62,399.44,5.18,2.921837
09:50,404.78,399.53,5.25,2.960655
09:51,404.88,399.65,5.23,2.94849
09:52,404.94,399.7,5.24,2.953759
09:53,404.86,399.74,5.12,2.885826
09:54,404.8,399.56,5.24,2.954793
09:55,404.74,399.5,5.24,2.955237
09:56,404.74,399.5,5.24,2.955237
09:57,404.7,399.53,5.17,2.91554
09:58,404.64,399.43,5.21,2.938833
09:59,404.76,399.5,5.26,2.966517
10:00,404.8,399.53,5.27,2.971933
10:01,404.76,399.59,5.17,2.915102
10:02,404.74,399.5,5.24,2.955237
10:03,404.72,399.5,5.22,2.943958
10:04,404.78,399.51,5.27,2.972082
10:05,404.72,399.49,5.23,2.949671
10:06,404.78,399.52,5.26,2.966368
10:07,404.78,399.6,5.18,2.920668
10:08,404.78,399.51,5.27,2.972082
10:09,404.84,399.6,5.24,2.954498
10:10,404.84,399.6,5.24,2.954498
10:11,404.82,399.6,5.22,2.943221
10:12,404.62,399.35,5.27,2.973273
10:13,404.66,399.42,5.24,2.955829
10:14,404.64,399.5,5.14,2.89884
10:15,404.64,399.5,5.14,2.89884
10:16,,399.49,,
10:17,,399.5,,
10:18,,399.39,,
10:19,,399.44,,
10:20,,399.45,,
10:21,,399.46,,
10:22,,399.45,,
10:23,,399.46,,
10:24,,399.4,,
10:25,,399.4,,
10:26,,399.46,,
10:27,,399.38,,
10:28,,399.42,,
10:29,,399.42,,
10:30,404.6,399.38,5.22,2.944842
10:31,404.44,399.3,5.14,2.900292
10:32,404.46,399.28,5.18,2.923008
10:33,404.42,399.2,5.22,2.94617
10:34,404.24,399.17,5.07,2.861725
10:35,404.12,399.03,5.09,2.874022
10:36,404.12,398.96,5.16,2.914058
10:37,404.06,398.9,5.16,2.914496
10:38,404.1,399.02,5.08,2.868447
10:39,403.96,398.92,5.04,2.846575
10:40,403.86,398.86,5.0,2.824408
10:41,403.78,398.81,4.97,2.807813
10:42,403.78,398.78,5.0,2.824974
10:43,403.5,398.61,4.89,2.764003
10:44,403.4,398.4,5.0,2.827669
10:45,403.3,398.44,4.86,2.748218
10:46,403.34,398.4,4.94,2.793737
10:47,403.48,398.6,4.88,2.75842
10:48,403.56,398.6,4.96,2.80364
10:49,403.54,398.54,5.0,2.826675
10:50,403.56,398.56,5.0,2.826534
10:51,403.52,398.6,4.92,2.78103
10:52,403.52,398.57,4.95,2.798198
10:53,403.54,398.6,4.94,2.792335
10:54,403.54,398.6,4.94,2.792335
10:55,403.6,398.68,4.92,2.780472
10:56,403.74,398.8,4.94,2.790935
10:57,403.8,398.87,4.93,2.784796
10:58,403.74,398.84,4.9,2.768058
10:59,403.76,398.85,4.91,2.773638
11:00,403.78,398.8,4.98,2.813533
11:01,403.76,398.8,4.96,2.802234
11:02,403.76,398.8,4.96,2.802234
11:03,403.72,398.75,4.97,2.808236
11:04,403.74,398.8,4.94,2.790935
11:05,403.78,398.89,4.89,2.762063
11:06,403.82,398.85,4.97,2.807532
11:07,403.84,398.87,4.97,2.807391
11:08,403.84,398.92,4.92,2.778799
11:09,403.8,398.8,5.0,2.824833
11:10,403.72,398.85,4.87,2.751042
11:11,403.66,398.76,4.9,2.768614
11:12,403.64,398.76,4.88,2.757313
11:13,403.62,398.75,4.87,2.751732
11:14,403.7,398.7,5.0,2.825541
11:15,403.9,398.99,4.91,2.772665
11:16,403.92,398.9,5.02,2.835421
11:17,404.0,398.95,5.05,2.852008
11:18,404.1,398.98,5.12,2.891323
11:19,404.04,399.18,4.86,2.743123
11:20,404.18,399.17,5.01,2.827859
11:21,404.24,399.2,5.04,2.844578
11:22,404.1,399.25,4.85,2.736999
11:23,404.02,399.19,4.83,2.726122
11:24,404.08,399.1,4.98,2.811418
11:25,404.04,399.03,5.01,2.828851
11:26,404.06,399.03,5.03,2.840144
11:27,404.06,399.08,4.98,2.811559
11:28,404.0,399.0,5.0,2.823417
11:29,403.98,399.0,4.98,2.812123
11:30,403.98,399.07,4.91,2.772109
11:31,,399.04,,
11:32,,399.1,,
11:33,,399.08,,
11:34,,399.0,,
11:35,,399.1,,
11:36,,399.0,,
11:37,,399.0,,
11:38,,399.1,,
11:39,,399.1,,
11:40,,399.1,,
11:41,,399.1,,
11:42,,399.1,,
11:43,,399.1,,
11:44,,399.1,,
11:45,,399.1,,
11:46,,399.1,,
11:47,,399.1,,
11:48,,399.2,,
11:49,,399.2,,
11:50,,399.3,,
11:51,,399.3,,
11:52,,399.4,,
11:53,,399.46,,
11:54,,399.46,,
11:55,,399.49,,
11:56,,399.51,,
11:57,,399.43,,
11:58,,399.43,,
11:59,,399.4,,
12:00,,399.4,,
12:01,,399.4,,
12:02,,399.4,,
12:03,,399.4,,
12:04,,399.4,,
12:05,,399.4,,
12:06,,399.4,,
12:07,,399.4,,
12:08,,399.4,,
12:09,,399.41,,
12:10,,399.5,,
12:11,,399.48,,
12:12,,399.35,,
12:13,,399.07,,
12:14,,399.11,,
12:15,,399.23,,
12:16,,399.23,,
12:17,,399.35,,
12:18,,399.36,,
12:19,,399.36,,
12:20,,399.36,,
12:21,,399.36,,
12:22,,399.46,,
12:23,,399.46,,
12:24,,399.46,,
12:25,,399.38,,
12:26,,399.35,,
12:27,,399.35,,
12:28,,399.35,,
12:29,,399.4,,
12:30,,399.4,,
12:31,,399.4,,
12:32,,399.4,,
12:33,,399.4,,
12:34,,399.4,,
12:35,,399.37,,
12:36,,399.33,,
12:37,,399.4,,
12:38,,399.54,,
12:39,,399.6,,
12:40,,399.66,,
12:41,,399.63,,
12:42,,399.7,,
12:43,,399.63,,
12:44,,399.7,,
12:45,,399.7,,
12:46,,399.67,,
12:47,,399.67,,
12:48,,399.65,,
12:49,,399.65,,
12:50,,399.65,,
12:51,,399.65,,
12:52,,399.65,,
12:53,,399.65,,
12:54,,399.21,,
12:55,,399.21,,
12:56,,399.25,,
12:57,,399.23,,
12:58,,399.23,,
12:59,,399.25,,
13:00,,399.25,,
13:01,,399.2,,
13:02,,399.2,,
13:03,,399.2,,
13:04,,399.2,,
13:05,,399.35,,
13:06,,399.38,,
13:07,,399.38,,
13:08,,399.39,,
13:09,,399.5,,
13:10,,399.5,,
13:11,,399.5,,
13:12,,399.5,,
13:13,,399.5,,
13:14,,399.5,,
13:15,,399.5,,
13:16,,399.5,,
13:17,,399.5,,
13:18,,399.5,,
13:19,,399.5,,
13:20,,399.42,,
13:21,,399.55,,
13:22,,399.44,,
13:23,,399.4,,
13:24,,399.4,,
13:25,,399.49,,
13:26,,399.39,,
13:27,,399.36,,
13:28,,399.42,,
13:29,,399.28,,
13:30,404.46,399.4,5.06,2.854436
13:31,404.56,399.4,5.16,2.910848
13:32,404.4,399.5,4.9,2.763485
13:33,404.26,399.3,4.96,2.798725
13:34,404.26,399.3,4.96,2.798725
13:35,404.26,399.27,4.99,2.815864
13:36,404.32,399.35,4.97,2.804016
13:37,404.42,399.4,5.02,2.831871
13:38,404.48,399.45,5.03,2.837157
13:39,404.4,399.4,5.0,2.820589
13:40,404.3,399.3,5.0,2.821295
13:41,404.32,399.35,4.97,2.804016
13:42,404.2,399.3,4.9,2.764869
13:43,404.2,399.26,4.94,2.787719
13:44,404.24,399.33,4.91,2.770304
13:45,404.38,399.35,5.03,2.837868
13:46,404.5,399.4,5.1,2.877001
13:47,404.48,399.55,4.93,2.780057
13:48,404.42,399.51,4.91,2.769056
13:49,404.4,399.45,4.95,2.792033
13:50,404.56,399.6,4.96,2.796624
13:51,404.42,399.69,4.73,2.666341
13:52,404.44,399.52,4.92,2.774626
13:53,404.3,399.44,4.86,2.741338
13:54,404.46,399.45,5.01,2.825876
13:55,404.4,399.5,4.9,2.763485
13:56,404.28,399.45,4.83,2.724348
13:57,404.38,399.45,4.93,2.780753
13:58,404.32,399.48,4.84,2.729783
13:59,404.28,399.47,4.81,2.712931
14:00,404.28,399.47,4.81,2.712931
14:01,404.18,399.45,4.73,2.667943
14:02,404.2,399.4,4.8,2.707765
14:03,404.04,399.3,4.74,2.674588
14:04,403.94,399.25,4.69,2.646706
14:05,404.0,399.36,4.64,2.617769
14:06,404.08,399.33,4.75,2.680029
14:07,404.08,399.31,4.77,2.691448
14:08,404.02,399.3,4.72,2.663303
14:09,404.06,399.35,4.71,2.657327
14:10,404.1,399.34,4.76,2.685604
14:11,404.14,399.37,4.77,2.691044
14:12,404.08,399.39,4.69,2.645779
14:13,404.08,399.35,4.73,2.668611
14:14,404.1,399.34,4.76,2.685604
14:15,404.06,399.38,4.68,2.640203
14:16,404.12,399.34,4.78,2.696888
14:17,404.12,399.4,4.72,2.662636
14:18,404.1,399.4,4.7,2.651354
14:19,404.12,399.36,4.76,2.68547
14:20,404.18,399.4,4.78,2.696483
14:21,404.22,399.49,4.73,2.667676
14:22,404.24,399.5,4.74,2.673249
14:23,404.28,399.53,4.75,2.678688
14:24,404.28,399.53,4.75,2.678688
14:25,404.3,399.42,4.88,2.752757
14:26,404.28,399.53,4.75,2.678688
14:27,404.32,399.55,4.77,2.689832
14:28,404.24,399.5,4.74,2.673249
14:29,404.32,399.51,4.81,2.712659
14:30,404.28,399.55,4.73,2.667275
14:31,404.28,399.56,4.72,2.66157
14:32,404.28,399.56,4.72,2.66157
14:33,404.32,399.53,4.79,2.701245
14:34,404.38,399.6,4.78,2.695133
14:35,404.32,399.6,4.72,2.661303
14:36,404.32,399.5,4.82,2.718367
14:37,404.42,399.63,4.79,2.700569
14:38,404.4,399.69,4.71,2.655067
14:39,404.34,399.6,4.74,2.67258
14:40,404.38,399.62,4.76,2.683722
14:41,404.4,399.68,4.72,2.660771
14:42,404.38,399.68,4.7,2.649496
14:43,404.52,399.8,4.72,2.659972
14:44,404.4,399.65,4.75,2.677883
14:45,404.44,399.7,4.74,2.671911
14:46,404.4,399.7,4.7,2.649364
14:47,404.48,399.68,4.8,2.705868
14:48,404.5,399.7,4.8,2.705733
14:49,404.48,399.68,4.8,2.705868
14:50,404.54,399.7,4.84,2.728281
14:51,404.52,399.68,4.84,2.728417
14:52,404.52,399.7,4.82,2.717007
14:53,404.5,399.7,4.8,2.705733
14:54,404.36,399.61,4.75,2.678151
14:55,404.4,399.65,4.75,2.677883
14:56,404.38,399.69,4.69,2.643793
14:57,404.4,399.6,4.8,2.70641
14:58,404.4,399.69,4.71,2.655067
14:59,404.4,399.65,4.75,2.677883
15:00,404.4,399.7,4.7,2.649364
15:01,,399.7,,
15:02,,399.7,,
15:03,,399.66,,
15:04,,399.66,,
15:05,,399.68,,
15:06,,399.75,,
15:07,,399.73,,
15:08,,399.8,,
15:09,,399.95,,
15:10,,399.86,,
15:11,,399.96,,
15:12,,399.97,,
15:13,,399.99,,
15:14,,400.0,,
15:15,,400.15,,
15:16,,400.15,,
15:17,,400.23,,
15:18,,400.31,,
