times,future,Au_TD,diff,ytm
21:24,385.94,383.32,2.62,1.708755
21:25,386.24,383.5,2.74,1.78618
21:26,386.22,383.49,2.73,1.779707
21:27,386.22,383.61,2.61,1.700946
21:28,386.3,383.67,2.63,1.713712
21:29,386.4,383.6,2.8,1.824818
21:30,386.42,383.65,2.77,1.805031
21:31,386.6,383.88,2.72,1.771387
21:32,386.46,383.74,2.72,1.772033
21:33,386.52,383.74,2.78,1.811122
21:34,386.38,383.7,2.68,1.746156
21:35,386.38,383.7,2.68,1.746156
21:36,386.36,383.6,2.76,1.798749
21:37,386.72,383.9,2.82,1.836416
21:38,386.7,383.85,2.85,1.856194
21:39,386.78,384.18,2.6,1.691915
21:40,387.0,384.1,2.9,1.887529
21:41,386.96,384.22,2.74,1.782833
21:42,387.12,384.35,2.77,1.801743
21:43,387.32,384.48,2.84,1.84665
21:44,387.4,384.55,2.85,1.852815
21:45,387.38,384.6,2.78,1.807072
21:46,387.5,384.6,2.9,1.885075
21:47,387.5,384.65,2.85,1.852333
21:48,387.34,384.55,2.79,1.813808
21:49,387.46,384.6,2.86,1.859074
21:50,387.82,385.0,2.82,1.831169
21:51,387.86,384.97,2.89,1.87677
21:52,387.78,384.86,2.92,1.896794
21:53,387.8,384.97,2.83,1.837806
21:54,387.72,384.87,2.85,1.851274
21:55,387.78,384.88,2.9,1.883704
21:56,387.78,384.91,2.87,1.864072
21:57,387.92,385.12,2.8,1.817615
21:58,388.02,385.07,2.95,1.915236
21:59,387.92,385.17,2.75,1.784926
22:00,388.12,385.18,2.94,1.908199
22:01,388.24,385.33,2.91,1.887992
22:02,388.02,385.11,2.91,1.889071
22:03,388.18,385.11,3.07,1.992937
22:04,388.1,385.15,2.95,1.914838
22:05,388.14,385.25,2.89,1.875406
22:06,388.08,385.11,2.97,1.928021
22:07,388.14,385.25,2.89,1.875406
22:08,388.18,385.35,2.83,1.835993
22:09,388.1,385.15,2.95,1.914838
22:10,388.86,385.92,2.94,1.90454
22:11,388.72,385.79,2.93,1.898701
22:12,388.8,385.79,3.01,1.950543
22:13,388.76,385.81,2.95,1.911563
22:14,389.02,386.06,2.96,1.9168
22:15,389.3,386.29,3.01,1.948018
22:16,389.3,386.35,2.95,1.908891
22:17,389.34,386.35,2.99,1.934774
22:18,389.34,386.26,3.08,1.993476
22:19,389.36,386.39,2.97,1.921634
22:20,390.1,386.98,3.12,2.015608
22:21,390.46,387.29,3.17,2.04627
22:22,390.58,387.48,3.1,2.000103
22:23,390.46,387.36,3.1,2.000723
22:24,390.4,387.22,3.18,2.053096
22:25,390.56,387.46,3.1,2.000206
22:26,390.26,387.03,3.23,2.086402
22:27,390.3,387.06,3.24,2.092699
22:28,390.36,387.08,3.28,2.118425
22:29,390.72,387.5,3.22,2.077419
22:30,390.54,387.32,3.22,2.078385
22:31,390.68,387.43,3.25,2.097153
22:32,391.02,387.58,3.44,2.218897
22:33,390.84,387.5,3.34,2.154839
22:34,390.82,387.6,3.22,2.076883
22:35,391.1,387.8,3.3,2.127385
22:36,391.06,387.78,3.28,2.114601
22:37,391.1,387.7,3.4,2.192417
22:38,391.24,387.89,3.35,2.159117
22:39,391.4,388.0,3.4,2.190722
22:40,391.32,388.28,3.04,1.95735
22:41,391.26,387.8,3.46,2.230531
22:42,391.08,387.91,3.17,2.043
22:43,391.14,387.73,3.41,2.198695
22:44,391.2,388.01,3.19,2.055359
22:45,390.84,387.7,3.14,2.024761
22:46,390.82,387.62,3.2,2.063877
22:47,390.66,387.4,3.26,2.103769
22:48,390.54,387.3,3.24,2.091402
22:49,390.6,387.44,3.16,2.039025
22:50,390.76,387.6,3.16,2.038184
22:51,390.32,387.18,3.14,2.027481
22:52,389.94,386.84,3.1,2.003412
22:53,390.04,386.85,3.19,2.061523
22:54,389.54,386.36,3.18,2.057666
22:55,389.68,386.51,3.17,2.0504
22:56,389.62,386.58,3.04,1.965958
22:57,389.82,386.55,3.27,2.114862
22:58,389.72,386.5,3.22,2.082794
22:59,389.64,386.57,3.07,1.98541
23:00,389.92,386.79,3.13,2.023062
23:01,389.72,386.39,3.33,2.154559
23:02,389.84,386.53,3.31,2.140843
23:03,389.7,386.6,3.1,2.004656
23:04,389.9,386.73,3.17,2.049233
23:05,389.74,386.61,3.13,2.024004
23:06,389.62,386.58,3.04,1.965958
23:07,389.8,386.61,3.19,2.062802
23:08,389.86,386.61,3.25,2.101601
23:09,390.16,386.85,3.31,2.139072
23:10,390.08,386.96,3.12,2.015712
23:11,390.14,386.94,3.2,2.067504
23:12,390.28,387.1,3.18,2.053733
23:13,390.3,387.2,3.1,2.00155
23:14,390.78,387.6,3.18,2.051084
23:15,391.06,387.88,3.18,2.049603
23:16,391.14,387.9,3.24,2.088167
23:17,391.58,388.35,3.23,2.07931
23:18,391.78,388.48,3.3,2.123661
23:19,391.64,388.31,3.33,2.143906
23:20,391.86,388.55,3.31,2.129713
23:21,391.56,388.3,3.26,2.098893
23:22,391.76,388.44,3.32,2.136752
23:23,391.64,388.25,3.39,2.182872
23:24,391.82,388.43,3.39,2.18186
23:25,391.84,388.48,3.36,2.162273
23:26,391.68,388.35,3.33,2.143685
23:27,391.72,388.28,3.44,2.214896
23:28,391.66,388.3,3.36,2.163276
23:29,391.7,388.45,3.25,2.091646
23:30,391.38,388.12,3.26,2.099866
23:31,391.3,388.0,3.3,2.126289
23:32,391.58,388.05,3.53,2.274191
23:33,391.66,388.33,3.33,2.143795
23:34,391.76,388.39,3.37,2.169211
23:35,391.9,388.5,3.4,2.187902
23:36,391.68,388.35,3.33,2.143685
23:37,391.84,388.46,3.38,2.175256
23:38,391.74,388.41,3.33,2.143354
23:39,391.76,388.46,3.3,2.123771
23:40,391.8,388.55,3.25,2.091108
23:41,391.76,388.45,3.31,2.130261
23:42,391.56,388.15,3.41,2.196316
23:43,391.58,388.16,3.42,2.2027
23:44,391.56,388.23,3.33,2.144347
23:45,391.72,388.44,3.28,2.111008
23:46,392.08,388.7,3.38,2.173913
23:47,391.96,388.67,3.29,2.116191
23:48,391.82,388.47,3.35,2.155894
23:49,391.86,388.58,3.28,2.110248
23:50,391.62,388.35,3.27,2.10506
23:51,391.6,388.35,3.25,2.092185
23:52,391.56,388.25,3.31,2.131359
23:53,391.58,388.25,3.33,2.144237
23:54,391.42,388.1,3.32,2.138624
23:55,391.32,388.0,3.32,2.139175
23:56,391.34,387.9,3.44,2.217066
23:57,391.32,387.94,3.38,2.178172
23:58,391.48,388.04,3.44,2.216266
23:59,391.5,388.19,3.31,2.131688
00:00,391.52,388.22,3.3,2.125084
00:01,391.64,388.2,3.44,2.215353
00:02,391.52,388.18,3.34,2.151064
00:03,391.56,388.18,3.38,2.176825
00:04,391.26,388.1,3.16,2.035558
00:05,391.28,387.95,3.33,2.145895
00:06,391.1,387.63,3.47,2.237959
00:07,391.3,388.0,3.3,2.126289
00:08,391.24,388.0,3.24,2.087629
00:09,391.06,387.75,3.31,2.134107
00:10,391.12,387.7,3.42,2.205313
00:11,391.1,387.76,3.34,2.153394
00:12,391.16,387.71,3.45,2.224601
00:13,391.26,387.89,3.37,2.172008
00:14,391.32,387.84,3.48,2.243193
00:15,391.46,388.2,3.26,2.099433
00:16,391.36,388.12,3.24,2.086983
00:17,391.32,388.0,3.32,2.139175
00:18,391.26,388.0,3.26,2.100515
00:19,391.2,387.8,3.4,2.191851
00:20,391.28,387.8,3.48,2.243424
00:21,391.36,388.07,3.29,2.119463
00:22,391.28,387.96,3.32,2.139396
00:23,391.12,387.91,3.21,2.068779
00:24,391.14,387.94,3.2,2.062175
00:25,391.24,387.69,3.55,2.2892
00:26,391.2,388.0,3.2,2.061856
00:27,391.18,388.0,3.18,2.048969
00:28,391.28,387.98,3.3,2.126398
00:29,391.3,388.0,3.3,2.126289
00:30,391.3,388.0,3.3,2.126289
00:31,391.38,388.0,3.38,2.177835
00:32,391.34,387.99,3.35,2.158561
00:33,391.36,387.99,3.37,2.171448
00:34,391.26,387.99,3.27,2.107013
00:35,391.2,387.9,3.3,2.126837
00:36,391.32,387.9,3.42,2.204176
00:37,391.26,387.85,3.41,2.198015
00:38,391.26,387.85,3.41,2.198015
00:39,391.3,387.85,3.45,2.223798
00:40,391.5,388.1,3.4,2.190157
00:41,391.56,388.2,3.36,2.163833
00:42,391.48,388.21,3.27,2.105819
00:43,391.64,388.21,3.43,2.208856
00:44,391.68,388.28,3.4,2.189142
00:45,391.88,388.38,3.5,2.252948
00:46,391.74,388.46,3.28,2.110899
00:47,391.76,388.46,3.3,2.123771
00:48,391.78,388.4,3.38,2.175592
00:49,391.82,388.46,3.36,2.162385
00:50,391.82,388.49,3.33,2.142912
00:51,391.92,388.5,3.42,2.200772
00:52,391.88,388.6,3.28,2.110139
00:53,391.84,388.58,3.26,2.09738
00:54,391.68,388.25,3.43,2.208628
00:55,391.62,388.2,3.42,2.202473
00:56,391.64,388.2,3.44,2.215353
00:57,391.68,388.44,3.24,2.085264
00:58,391.58,388.43,3.15,2.027392
00:59,391.44,388.13,3.31,2.132018
01:00,391.52,388.13,3.39,2.183547
01:01,391.48,388.23,3.25,2.092832
01:02,391.44,388.23,3.21,2.067074
01:03,391.38,388.1,3.28,2.112858
01:04,391.32,388.1,3.22,2.074208
01:05,391.2,388.1,3.1,1.996908
01:06,391.22,388.1,3.12,2.009791
01:07,391.2,388.1,3.1,1.996908
01:08,391.16,388.1,3.06,1.971141
01:09,391.16,388.1,3.06,1.971141
01:10,391.24,388.1,3.14,2.022675
01:11,391.18,387.93,3.25,2.09445
01:12,391.16,387.93,3.23,2.081561
01:13,391.22,387.76,3.46,2.230761
01:14,391.28,387.95,3.33,2.145895
01:15,391.26,387.98,3.28,2.113511
01:16,391.16,387.98,3.18,2.049075
01:17,391.12,387.8,3.32,2.140278
01:18,391.12,387.8,3.32,2.140278
01:19,391.0,387.82,3.18,2.04992
01:20,390.92,387.54,3.38,2.18042
01:21,390.9,387.7,3.2,2.063451
01:22,390.98,387.72,3.26,2.102032
01:23,391.08,387.84,3.24,2.08849
01:24,391.08,387.84,3.24,2.08849
01:25,391.22,387.98,3.24,2.087736
01:26,391.2,387.98,3.22,2.074849
01:27,391.16,387.98,3.18,2.049075
01:28,391.16,387.98,3.18,2.049075
01:29,391.2,387.76,3.44,2.217867
01:30,391.22,387.98,3.24,2.087736
01:31,391.18,387.98,3.2,2.061962
01:32,391.28,387.98,3.3,2.126398
01:33,391.36,387.98,3.38,2.177947
01:34,391.26,387.98,3.28,2.113511
01:35,391.18,387.98,3.2,2.061962
01:36,391.06,387.98,3.08,1.984638
01:37,391.04,387.98,3.06,1.971751
01:38,390.94,387.6,3.34,2.154283
01:39,390.9,387.55,3.35,2.161011
01:40,390.94,387.7,3.24,2.089244
01:41,390.98,387.72,3.26,2.102032
01:42,391.0,387.72,3.28,2.114928
01:43,390.94,387.72,3.22,2.076241
01:44,390.9,387.72,3.18,2.050449
01:45,390.86,387.56,3.3,2.128703
01:46,390.92,387.6,3.32,2.141383
01:47,390.9,387.6,3.3,2.128483
01:48,390.88,387.68,3.2,2.063558
01:49,390.94,387.68,3.26,2.102249
01:50,391.0,387.68,3.32,2.140941
01:51,391.0,387.68,3.32,2.140941
01:52,391.0,387.68,3.32,2.140941
01:53,391.0,387.68,3.32,2.140941
01:54,391.04,387.68,3.36,2.166735
01:55,390.92,387.68,3.24,2.089352
01:56,390.98,387.6,3.38,2.180083
01:57,390.92,387.6,3.32,2.141383
01:58,390.76,387.45,3.31,2.135759
01:59,390.86,387.55,3.31,2.135208
02:00,391.04,387.9,3.14,2.023717
02:01,391.04,387.61,3.43,2.212275
02:02,391.14,387.61,3.53,2.276773
02:03,391.1,387.61,3.49,2.250974
02:04,391.22,387.94,3.28,2.113729
02:05,391.12,387.94,3.18,2.049286
02:06,391.14,387.94,3.2,2.062175
02:07,391.08,387.75,3.33,2.147002
02:08,391.1,387.71,3.39,2.185912
02:09,391.1,387.7,3.4,2.192417
02:10,391.2,387.92,3.28,2.113838
02:11,391.48,388.18,3.3,2.125303
02:12,391.44,388.18,3.26,2.099541
02:13,391.44,388.18,3.26,2.099541
02:14,391.38,388.18,3.2,2.0609
02:15,391.42,388.18,3.24,2.086661
02:16,391.54,388.17,3.37,2.170441
02:17,391.56,388.26,3.3,2.124865
02:18,391.6,388.3,3.3,2.124646
02:19,391.4,388.12,3.28,2.112749
02:20,391.44,388.18,3.26,2.099541
02:21,391.38,387.91,3.47,2.236343
02:22,391.4,388.15,3.25,2.093263
02:23,391.44,388.14,3.3,2.125522
02:24,391.6,388.21,3.39,2.183097
02:25,391.56,388.15,3.41,2.196316
02:26,391.46,388.0,3.46,2.229381
02:27,391.56,388.15,3.41,2.196316
02:28,391.5,387.95,3.55,2.287666
02:29,391.9,388.43,3.47,2.23335
02:30,,388.43,,
09:00,391.82,388.44,3.38,2.175368
09:01,391.5,388.29,3.21,2.066754
09:02,391.62,388.45,3.17,2.04016
09:03,391.62,388.37,3.25,2.092077
09:04,391.4,388.3,3.1,1.995879
09:05,391.32,388.2,3.12,2.009274
09:06,391.42,388.3,3.12,2.008756
09:07,391.52,388.4,3.12,2.008239
09:08,391.44,388.3,3.14,2.021633
09:09,391.44,388.39,3.05,1.963233
09:10,391.84,388.7,3.14,2.019552
09:11,391.66,388.5,3.16,2.033462
09:12,391.56,388.51,3.05,1.962626
09:13,391.56,388.44,3.12,2.008032
09:14,391.5,388.48,3.02,1.943472
09:15,391.7,388.59,3.11,2.000823
09:16,391.58,388.5,3.08,1.981982
09:17,391.34,388.25,3.09,1.989697
09:18,391.32,388.22,3.1,1.996291
09:19,391.18,388.06,3.12,2.009998
09:20,391.18,388.0,3.18,2.048969
09:21,391.26,388.15,3.11,2.003092
09:22,391.42,388.35,3.07,1.97631
09:23,391.3,388.29,3.01,1.937984
09:24,391.3,388.25,3.05,1.963941
09:25,391.24,388.18,3.06,1.970735
09:26,391.26,388.02,3.24,2.087521
09:27,391.3,388.09,3.21,2.067819
09:28,391.32,388.15,3.17,2.041736
09:29,391.28,388.15,3.13,2.015973
09:30,391.1,388.0,3.1,1.997423
09:31,391.14,388.1,3.04,1.958258
09:32,391.28,388.23,3.05,1.964042
09:33,391.28,388.27,3.01,1.938084
09:34,391.32,388.29,3.03,1.950861
09:35,391.24,388.2,3.04,1.957754
09:36,391.34,388.35,2.99,1.92481
09:37,391.32,388.3,3.02,1.944373
09:38,391.36,388.3,3.06,1.970126
09:39,391.28,388.2,3.08,1.983514
09:40,391.18,388.13,3.05,1.964548
09:41,391.2,388.1,3.1,1.996908
09:42,391.16,388.03,3.13,2.016597
09:43,391.14,388.09,3.05,1.96475
09:44,391.18,388.15,3.03,1.951565
09:45,391.34,388.22,3.12,2.00917
09:46,391.24,388.21,3.03,1.951263
09:47,391.3,388.24,3.06,1.970431
09:48,391.3,388.28,3.02,1.944473
09:49,391.34,388.29,3.05,1.963738
09:50,391.54,388.45,3.09,1.988673
09:51,391.54,388.5,3.04,1.956242
09:52,391.56,388.54,3.02,1.943172
09:53,391.5,388.45,3.05,1.96293
09:54,391.52,388.42,3.1,1.995263
09:55,391.56,388.52,3.04,1.956141
09:56,391.42,388.5,2.92,1.879022
09:57,391.42,388.35,3.07,1.97631
09:58,391.46,388.35,3.11,2.00206
09:59,391.5,388.4,3.1,1.995366
10:00,391.62,388.55,3.07,1.975293
10:01,391.64,388.47,3.17,2.040055
10:02,391.58,388.55,3.03,1.949556
10:03,391.54,388.4,3.14,2.021112
10:04,391.48,388.5,2.98,1.917632
10:05,391.46,388.38,3.08,1.982594
10:06,391.4,388.38,3.02,1.943972
10:07,391.42,388.44,2.98,1.917928
10:08,391.5,388.38,3.12,2.008342
10:09,391.48,388.37,3.11,2.001957
10:10,391.44,388.36,3.08,1.982696
10:11,391.48,388.35,3.13,2.014935
10:12,391.48,388.35,3.13,2.014935
10:13,391.5,388.43,3.07,1.975903
10:14,391.46,388.6,2.86,1.839938
10:15,391.46,388.5,2.96,1.904762
10:16,,388.5,,
10:17,,388.59,,
10:18,,388.41,,
10:19,,388.42,,
10:20,,388.5,,
10:21,,388.5,,
10:22,,388.5,,
10:23,,388.45,,
10:24,,388.41,,
10:25,,388.41,,
10:26,,388.41,,
10:27,,388.41,,
10:28,,388.45,,
10:29,,388.4,,
10:30,391.42,388.4,3.02,1.943872
10:31,391.42,388.4,3.02,1.943872
10:32,391.46,388.36,3.1,1.995571
10:33,391.44,388.36,3.08,1.982696
10:34,391.46,388.37,3.09,1.989083
10:35,391.46,388.4,3.06,1.969619
10:36,391.5,388.4,3.1,1.995366
10:37,391.44,388.44,3.0,1.9308
10:38,391.5,388.5,3.0,1.930502
10:39,391.44,388.37,3.07,1.976208
10:40,391.52,388.55,2.97,1.910951
10:41,391.5,388.5,3.0,1.930502
10:42,391.5,388.53,2.97,1.911049
10:43,391.48,388.58,2.9,1.865768
10:44,391.5,388.45,3.05,1.96293
10:45,391.36,388.3,3.06,1.970126
10:46,391.42,388.37,3.05,1.963334
10:47,391.38,388.37,3.01,1.937585
10:48,391.46,388.45,3.01,1.937186
10:49,391.56,388.55,3.01,1.936688
10:50,391.68,388.7,2.98,1.916645
10:51,391.96,388.9,3.06,1.967087
10:52,391.92,388.9,3.02,1.941373
10:53,392.22,389.09,3.13,2.011103
10:54,392.12,389.05,3.07,1.972754
10:55,392.22,389.13,3.09,1.985198
10:56,392.3,389.18,3.12,2.004214
10:57,392.16,389.06,3.1,1.991981
10:58,392.06,389.05,3.01,1.934199
10:59,392.1,389.07,3.03,1.94695
11:00,392.1,389.09,3.01,1.934
11:01,392.22,389.15,3.07,1.972247
11:02,392.32,389.15,3.17,2.03649
11:03,392.46,389.35,3.11,1.996918
11:04,392.36,389.38,2.98,1.913298
11:05,392.38,389.38,3.0,1.926139
11:06,392.46,389.27,3.19,2.048707
11:07,392.42,389.44,2.98,1.913003
11:08,392.36,389.37,2.99,1.919768
11:09,392.32,389.33,2.99,1.919965
11:10,392.34,389.34,3.0,1.926337
11:11,392.46,389.23,3.23,2.074609
11:12,392.42,389.48,2.94,1.887132
11:13,392.32,389.22,3.1,1.991162
11:14,392.32,389.34,2.98,1.913495
11:15,392.52,389.4,3.12,2.003082
11:16,392.22,389.1,3.12,2.004626
11:17,392.24,389.0,3.24,2.082262
11:18,392.22,389.0,3.22,2.069409
11:19,392.3,389.15,3.15,2.023641
11:20,392.24,389.16,3.08,1.978621
11:21,392.2,389.1,3.1,1.991776
11:22,392.24,,,
11:23,392.12,389.0,3.12,2.005141
11:24,392.08,389.08,3.0,1.927624
11:25,392.08,389.08,3.0,1.927624
11:26,392.06,388.95,3.11,1.998972
11:27,392.16,389.18,2.98,1.914281
11:28,392.18,389.02,3.16,2.030744
11:29,392.24,389.26,2.98,1.913888
11:30,,389.14,,
11:31,,389.1,,
11:32,,389.1,,
11:33,,389.1,,
11:34,,389.1,,
11:35,,389.1,,
11:36,,389.09,,
11:37,,389.1,,
11:38,,389.1,,
11:39,,389.15,,
11:40,,389.1,,
11:41,,389.1,,
11:42,,389.1,,
11:43,,389.1,,
11:44,,389.1,,
11:45,,389.19,,
11:46,,389.19,,
11:47,,389.19,,
11:48,,389.19,,
11:49,,389.19,,
11:50,,389.19,,
11:51,,389.19,,
11:52,,389.19,,
11:53,,389.25,,
11:54,,389.25,,
11:55,,389.28,,
11:56,,389.26,,
11:57,,389.26,,
11:58,,389.26,,
11:59,,389.26,,
12:09,,389.15,,
12:10,,389.15,,
12:11,,389.11,,
12:12,,389.11,,
12:13,,389.1,,
12:14,,389.1,,
12:15,,389.1,,
12:16,,389.06,,
12:17,,389.1,,
12:18,,389.09,,
12:19,,389.09,,
12:20,,389.09,,
12:21,,389.09,,
12:22,,389.06,,
12:23,,389.06,,
12:24,,389.09,,
12:25,,389.09,,
12:26,,389.15,,
12:27,,389.15,,
12:28,,389.15,,
12:29,,389.15,,
12:44,,389.01,,
12:45,,389.05,,
12:46,,389.1,,
12:47,,389.1,,
12:48,,388.99,,
12:49,,389.0,,
12:50,,389.0,,
12:51,,388.91,,
12:52,,388.91,,
12:53,,388.9,,
12:54,,388.9,,
12:55,,389.03,,
12:56,,389.03,,
12:57,,389.0,,
12:58,,389.0,,
12:59,,389.0,,
13:00,,389.0,,
13:01,,389.0,,
13:02,,389.03,,
13:03,,389.03,,
13:04,,389.03,,
13:05,,389.02,,
13:06,,389.02,,
13:07,,389.02,,
13:08,,389.08,,
13:09,,389.1,,
13:10,,389.05,,
13:11,,389.05,,
13:12,,389.05,,
13:13,,389.05,,
13:14,,389.05,,
13:15,,389.05,,
13:16,,389.05,,
13:17,,389.05,,
13:18,,389.05,,
13:19,,389.05,,
13:20,,389.07,,
13:21,,389.06,,
13:22,,389.15,,
13:23,,389.15,,
13:28,,389.28,,
13:30,392.52,389.4,3.12,2.003082
13:31,392.78,389.55,3.23,2.072905
13:32,392.82,389.6,3.22,2.066222
13:33,392.88,389.7,3.18,2.040031
13:34,392.74,389.58,3.16,2.027825
13:35,392.74,389.45,3.29,2.111953
13:36,392.78,389.6,3.18,2.040554
13:37,392.8,389.65,3.15,2.021045
13:38,392.78,389.65,3.13,2.008212
13:39,392.64,389.45,3.19,2.04776
13:40,392.56,389.45,3.11,1.996405
13:41,392.46,389.21,3.25,2.087562
13:42,392.48,389.25,3.23,2.074502
13:43,392.6,389.5,3.1,1.98973
13:44,392.68,389.5,3.18,2.041078
13:45,392.76,389.58,3.18,2.040659
13:46,392.56,389.36,3.2,2.054654
13:47,392.64,389.65,2.99,1.918388
13:48,392.58,389.45,3.13,2.009244
13:49,392.62,389.54,3.08,1.97669
13:50,392.54,389.45,3.09,1.983567
13:51,392.64,389.64,3.0,1.924854
13:52,392.6,389.55,3.05,1.957387
13:53,392.62,389.6,3.02,1.937885
13:54,392.46,389.45,3.01,1.932212
13:55,392.56,389.47,3.09,1.983465
13:56,392.64,389.54,3.1,1.989526
13:57,392.6,389.57,3.03,1.944452
13:58,392.66,389.68,2.98,1.911825
13:59,392.72,389.73,2.99,1.917995
14:00,392.66,389.66,3.0,1.924755
14:01,392.64,389.52,3.12,2.002465
14:02,392.68,389.54,3.14,2.015197
14:03,392.8,389.59,3.21,2.059858
14:04,392.8,389.7,3.1,1.988709
14:05,392.8,389.7,3.1,1.988709
14:06,392.74,389.65,3.09,1.982548
14:07,392.72,389.54,3.18,2.040869
14:08,392.74,389.58,3.16,2.027825
14:09,392.9,389.75,3.15,2.020526
14:10,392.8,389.63,3.17,2.033981
14:11,392.8,389.75,3.05,1.956382
14:12,392.9,389.7,3.2,2.052861
14:13,392.86,389.7,3.16,2.0272
14:14,392.86,389.75,3.11,1.994869
14:15,392.86,389.8,3.06,1.962545
14:16,392.88,389.75,3.13,2.007697
14:17,392.9,389.8,3.1,1.988199
14:18,392.9,389.75,3.15,2.020526
14:19,392.86,389.72,3.14,2.014267
14:20,392.86,389.72,3.14,2.014267
14:21,392.82,389.65,3.17,2.033877
14:22,392.74,389.65,3.09,1.982548
14:23,392.7,389.6,3.1,1.98922
14:24,392.54,389.5,3.04,1.95122
14:25,392.58,389.42,3.16,2.028658
14:26,392.7,389.65,3.05,1.956884
14:27,392.86,389.7,3.16,2.0272
14:28,392.76,389.62,3.14,2.014784
14:29,392.76,389.6,3.16,2.027721
14:30,392.7,389.55,3.15,2.021563
14:31,392.76,389.65,3.11,1.99538
14:32,392.8,389.6,3.2,2.053388
14:33,392.76,389.5,3.26,2.092426
14:34,392.7,389.64,3.06,1.963351
14:35,392.76,389.68,3.08,1.97598
14:36,392.84,389.7,3.14,2.01437
14:37,392.86,389.66,3.2,2.053072
14:38,392.68,389.51,3.17,2.034608
14:39,392.7,389.64,3.06,1.963351
14:40,392.6,389.45,3.15,2.022082
14:41,392.52,389.4,3.12,2.003082
14:42,392.28,389.1,3.18,2.043177
14:43,392.42,389.15,3.27,2.100732
14:44,392.28,,,
14:45,392.24,389.14,3.1,1.991571
14:46,392.3,389.24,3.06,1.965368
14:47,392.16,389.09,3.07,1.972551
14:48,392.24,389.14,3.1,1.991571
14:49,392.34,,,
14:50,392.36,389.31,3.05,1.958593
14:51,392.42,389.33,3.09,1.984178
14:52,392.58,389.45,3.13,2.009244
14:53,392.76,389.7,3.06,1.963048
14:54,392.72,389.6,3.12,2.002053
14:55,392.74,389.63,3.11,1.995483
14:56,392.76,389.65,3.11,1.99538
14:57,392.76,389.66,3.1,1.988913
14:58,392.78,389.7,3.08,1.975879
14:59,392.66,389.45,3.21,2.060598
15:00,392.72,389.55,3.17,2.034399
15:01,,389.55,,
15:02,,389.45,,
15:03,,389.46,,
15:04,,389.51,,
15:05,,389.6,,
15:06,,389.6,,
15:07,,389.6,,
15:08,,389.6,,
15:09,,389.6,,
15:10,,389.56,,
15:11,,389.6,,
15:12,,389.56,,
15:13,,389.57,,
15:14,,389.51,,
15:15,,389.55,,
15:16,,389.5,,
15:17,,389.5,,
15:18,,389.5,,
15:19,,389.41,,
15:20,,389.4,,
15:21,,389.4,,
15:22,,389.4,,
15:23,,389.23,,
15:24,,389.3,,
15:26,,389.17,,
15:27,,389.3,,
