,future,Au_TD,diff,ytm
22:22,386.96,384.73,2.23,1.373792
22:23,387.0,384.67,2.33,1.435621
22:24,387.52,385.11,2.41,1.483216
22:25,387.36,385.02,2.34,1.440472
22:26,387.36,385.0,2.36,1.452859
22:27,387.4,385.1,2.3,1.415554
22:28,387.36,385.2,2.16,1.329045
22:29,387.36,385.15,2.21,1.359986
22:30,387.36,385.01,2.35,1.446665
22:31,387.5,385.27,2.23,1.371866
22:32,387.72,385.48,2.24,1.377268
22:33,387.5,385.35,2.15,1.322377
22:34,387.56,385.33,2.23,1.371653
22:35,387.2,385.0,2.2,1.35436
22:36,387.36,385.17,2.19,1.347609
22:37,387.38,385.12,2.26,1.390863
22:38,387.32,385.18,2.14,1.316807
22:39,387.26,385.06,2.2,1.354149
22:40,387.02,384.79,2.23,1.373578
22:41,387.14,384.9,2.24,1.379343
22:42,387.08,384.81,2.27,1.398143
22:43,386.98,384.82,2.16,1.330357
22:44,386.84,384.64,2.2,1.355628
22:45,386.7,384.5,2.2,1.356121
22:46,386.48,384.32,2.16,1.332088
22:47,386.6,384.48,2.12,1.306876
22:48,386.48,384.33,2.15,1.325886
22:49,386.26,384.02,2.24,1.382504
22:50,386.54,384.31,2.23,1.375293
22:51,386.74,384.48,2.26,1.393179
22:52,386.8,384.45,2.35,1.448772
22:53,386.98,384.72,2.26,1.39231
22:54,387.02,384.85,2.17,1.336412
22:55,386.9,384.72,2.18,1.343024
22:56,387.12,384.91,2.21,1.360834
22:57,387.06,384.94,2.12,1.305314
22:58,386.9,384.8,2.1,1.29347
22:59,386.7,384.6,2.1,1.294143
23:00,386.74,384.48,2.26,1.393179
23:01,386.64,384.48,2.16,1.331534
23:02,386.18,384.08,2.1,1.295895
23:03,386.26,384.15,2.11,1.301828
23:04,386.42,384.3,2.12,1.307488
23:05,386.56,384.49,2.07,1.27602
23:06,386.66,384.58,2.08,1.281884
23:07,386.92,384.71,2.21,1.361542
23:08,387.16,385.0,2.16,1.329735
23:09,387.0,384.86,2.14,1.317902
23:10,386.96,384.85,2.11,1.299461
23:11,387.0,384.89,2.11,1.299326
23:12,386.8,384.64,2.16,1.33098
23:13,386.7,384.56,2.14,1.31893
23:14,386.76,384.58,2.18,1.343513
23:15,386.9,384.75,2.15,1.324439
23:16,386.92,384.63,2.29,1.411122
23:17,386.9,384.7,2.2,1.355416
23:18,387.02,384.79,2.23,1.373578
23:19,387.3,385.1,2.2,1.354008
23:20,387.2,385.0,2.2,1.35436
23:21,387.32,385.2,2.12,1.304433
23:22,387.32,385.18,2.14,1.316807
23:23,387.38,385.26,2.12,1.30423
23:24,387.32,385.1,2.22,1.366317
23:25,387.34,385.13,2.21,1.360057
23:26,387.12,385.15,1.97,1.212295
23:27,387.22,385.2,2.02,1.242903
23:28,387.34,385.29,2.05,1.261067
23:29,387.22,384.95,2.27,1.397635
23:30,387.32,385.14,2.18,1.34156
23:31,387.38,385.14,2.24,1.378483
23:32,387.3,385.25,2.05,1.261198
23:33,387.24,385.05,2.19,1.348029
23:34,387.24,385.1,2.14,1.317081
23:35,387.32,385.2,2.12,1.304433
23:36,387.36,385.24,2.12,1.304297
23:37,387.14,385.1,2.04,1.255535
23:38,387.26,385.1,2.16,1.32939
23:39,387.3,385.1,2.2,1.354008
23:40,387.14,384.9,2.24,1.379343
23:41,387.22,385.0,2.22,1.366672
23:42,387.26,385.0,2.26,1.391297
23:43,387.14,384.99,2.15,1.323613
23:44,387.16,384.99,2.17,1.335926
23:45,387.02,385.0,2.02,1.243549
23:46,386.78,384.66,2.12,1.306264
23:47,386.9,384.59,2.31,1.423594
23:48,386.8,384.59,2.21,1.361967
23:49,386.88,384.59,2.29,1.411268
23:50,386.86,384.59,2.27,1.398943
23:51,386.74,384.55,2.19,1.349781
23:52,386.7,384.5,2.2,1.356121
23:53,386.64,384.36,2.28,1.405947
23:54,386.76,384.53,2.23,1.374506
23:55,386.76,384.53,2.23,1.374506
23:56,386.76,384.53,2.23,1.374506
23:57,386.68,384.63,2.05,1.263231
23:58,386.56,384.49,2.07,1.27602
23:59,386.44,384.49,1.95,1.202048
00:00,386.52,384.3,2.22,1.369162
00:01,386.6,384.4,2.2,1.356474
00:02,386.68,384.54,2.14,1.318999
00:03,386.74,384.66,2.08,1.281618
00:04,386.84,384.64,2.2,1.355628
00:05,386.78,384.64,2.14,1.318656
00:06,386.72,384.64,2.08,1.281684
00:07,386.86,384.64,2.22,1.367951
00:08,386.9,384.64,2.26,1.392599
00:09,386.96,384.64,2.32,1.429571
00:10,387.02,384.91,2.11,1.299258
00:11,387.06,384.91,2.15,1.323888
00:12,387.08,384.99,2.09,1.286675
00:13,387.0,384.87,2.13,1.31171
00:14,387.14,384.94,2.2,1.354571
00:15,387.24,384.94,2.3,1.416142
00:16,387.1,384.89,2.21,1.360905
00:17,386.8,384.66,2.14,1.318587
00:18,386.86,384.55,2.31,1.423742
00:19,386.84,384.72,2.12,1.30606
00:20,386.82,384.72,2.1,1.293739
00:21,386.78,384.63,2.15,1.324852
00:22,386.84,384.63,2.21,1.361825
00:23,386.94,384.82,2.12,1.305721
00:24,387.18,385.0,2.18,1.342048
00:25,386.98,384.85,2.13,1.311778
00:26,386.94,384.85,2.09,1.287143
00:27,387.04,384.85,2.19,1.348729
00:28,387.0,384.85,2.15,1.324095
00:29,386.98,384.85,2.13,1.311778
00:30,386.82,384.57,2.25,1.38669
00:31,386.8,384.57,2.23,1.374363
00:32,386.98,384.69,2.29,1.410902
00:33,386.9,384.75,2.15,1.324439
00:34,386.94,384.89,2.05,1.262378
00:35,386.98,384.89,2.09,1.28701
00:36,386.98,384.89,2.09,1.28701
00:37,386.84,384.84,2.0,1.231748
00:38,386.84,384.84,2.0,1.231748
00:39,386.8,384.71,2.09,1.287612
00:40,386.88,384.71,2.17,1.336898
00:41,386.8,384.71,2.09,1.287612
00:42,386.8,384.71,2.09,1.287612
00:43,386.6,384.51,2.09,1.288282
00:44,386.7,384.5,2.2,1.356121
00:45,386.48,384.4,2.08,1.282484
00:46,386.42,384.12,2.3,1.419166
00:47,386.46,384.3,2.16,1.332157
00:48,386.44,384.3,2.14,1.319823
00:49,386.32,384.17,2.15,1.326439
00:50,386.38,384.17,2.21,1.363456
00:51,386.48,384.35,2.13,1.313484
00:52,386.6,384.47,2.13,1.313074
00:53,386.62,384.47,2.15,1.325404
00:54,386.78,384.53,2.25,1.386834
00:55,386.66,384.53,2.13,1.312869
00:56,386.6,384.48,2.12,1.306876
00:57,386.76,384.48,2.28,1.405508
00:58,386.7,384.56,2.14,1.31893
00:59,386.76,384.56,2.2,1.35591
01:00,386.58,384.56,2.02,1.244971
01:01,386.5,384.41,2.09,1.288617
01:02,386.34,384.19,2.15,1.32637
01:03,386.44,384.19,2.25,1.388061
01:04,386.42,384.29,2.13,1.313689
01:05,386.42,384.29,2.13,1.313689
01:06,386.2,384.05,2.15,1.326853
01:07,386.42,384.22,2.2,1.357109
01:08,386.42,384.34,2.08,1.282685
01:09,386.36,384.21,2.15,1.326301
01:10,386.18,384.21,1.97,1.215261
01:11,386.2,384.12,2.08,1.283419
01:12,386.08,384.0,2.08,1.28382
01:13,386.24,384.16,2.08,1.283286
01:14,386.26,384.16,2.1,1.295625
01:15,386.24,384.14,2.1,1.295692
01:16,386.24,384.09,2.15,1.326715
01:17,386.28,384.09,2.19,1.351398
01:18,386.42,384.32,2.1,1.295086
01:19,386.22,384.08,2.14,1.320579
01:20,386.26,384.16,2.1,1.295625
01:21,386.22,384.08,2.14,1.320579
01:22,386.16,384.08,2.08,1.283553
01:23,386.08,384.06,2.02,1.246592
01:24,386.16,383.95,2.21,1.364237
01:25,386.22,384.17,2.05,1.264744
01:26,386.2,384.03,2.17,1.339266
01:27,386.14,384.03,2.11,1.302235
01:28,386.24,384.13,2.11,1.301896
01:29,386.18,384.13,2.05,1.264875
01:30,386.1,384.0,2.1,1.296165
01:31,386.24,384.12,2.12,1.3081
01:32,386.16,384.15,2.01,1.24013
01:33,386.0,383.88,2.12,1.308918
01:34,386.06,383.96,2.1,1.2963
01:35,386.08,384.0,2.08,1.28382
01:36,385.92,383.86,2.06,1.27194
01:37,385.76,383.78,1.98,1.222799
01:38,385.94,383.74,2.2,1.358807
01:39,385.82,383.78,2.04,1.259853
01:40,385.92,383.71,2.21,1.36509
01:41,385.84,383.71,2.13,1.315675
01:42,385.72,383.7,2.02,1.247762
01:43,385.98,383.75,2.23,1.3773
01:44,385.92,383.75,2.17,1.340243
01:45,385.92,383.92,2.0,1.2347
01:46,385.72,383.8,1.92,1.185682
01:47,385.66,383.6,2.06,1.272802
01:48,385.94,383.71,2.23,1.377444
01:49,385.84,383.72,2.12,1.309464
01:50,385.98,383.91,2.07,1.277948
01:51,385.96,383.91,2.05,1.2656
01:52,386.06,383.96,2.1,1.2963
01:53,386.06,383.96,2.1,1.2963
01:54,386.14,383.96,2.18,1.345683
01:55,386.02,383.97,2.05,1.265403
01:56,385.94,383.96,1.98,1.222226
01:57,385.96,383.84,2.12,1.309055
01:58,386.04,383.91,2.13,1.31499
01:59,385.98,383.94,2.04,1.259328
02:00,385.88,383.8,2.08,1.284489
02:01,385.98,383.85,2.13,1.315195
02:02,386.08,383.96,2.12,1.308646
02:03,386.02,383.9,2.12,1.30885
02:04,386.06,383.9,2.16,1.333545
02:05,386.24,384.25,1.99,1.227471
02:06,386.16,384.05,2.11,1.302167
02:07,386.32,384.22,2.1,1.295423
02:08,386.28,384.22,2.06,1.270748
02:09,386.48,384.23,2.25,1.387917
02:10,386.62,384.4,2.22,1.368805
02:11,386.62,384.55,2.07,1.275821
02:12,386.54,384.55,1.99,1.226514
02:13,386.54,384.55,1.99,1.226514
02:14,386.74,384.55,2.19,1.349781
02:15,386.64,384.61,2.03,1.250972
02:16,386.74,384.61,2.13,1.312596
02:17,386.62,384.66,1.96,1.207678
02:18,386.64,384.66,1.98,1.220001
02:19,386.62,384.55,2.07,1.275821
02:20,386.68,384.55,2.13,1.312801
02:21,386.84,384.55,2.29,1.411415
02:22,386.62,384.57,2.05,1.263428
02:23,386.74,384.57,2.17,1.337385
02:24,386.66,384.61,2.05,1.263297
02:25,386.74,384.61,2.13,1.312596
02:26,386.7,384.71,1.99,1.226004
02:27,386.64,384.69,1.95,1.201423
02:28,386.72,384.54,2.18,1.343653
02:29,386.66,384.2,2.46,1.517574
02:30,,384.2,,
09:00,387.96,385.74,2.22,1.36405
09:01,388.16,385.95,2.21,1.357167
09:02,388.34,386.05,2.29,1.405931
09:03,388.34,386.09,2.25,1.38123
09:04,388.42,386.27,2.15,1.319227
09:05,388.42,386.16,2.26,1.387118
09:06,388.32,386.3,2.02,1.239364
09:07,388.34,386.14,2.2,1.350361
09:08,388.36,386.24,2.12,1.30092
09:09,388.34,386.25,2.09,1.282478
09:10,388.3,386.2,2.1,1.288781
09:11,388.34,386.2,2.14,1.313329
09:12,388.44,386.12,2.32,1.424091
09:13,388.36,386.19,2.17,1.331775
09:14,388.36,386.1,2.26,1.387333
09:15,388.24,385.95,2.29,1.406295
09:16,388.16,385.91,2.25,1.381875
09:17,388.2,385.86,2.34,1.437336
09:18,388.3,385.99,2.31,1.418431
09:19,388.36,386.1,2.26,1.387333
09:20,388.42,386.1,2.32,1.424165
09:21,388.56,386.35,2.21,1.355762
09:22,388.58,386.3,2.28,1.398886
09:23,388.5,386.27,2.23,1.368315
09:24,388.5,386.22,2.28,1.399176
09:25,388.64,386.31,2.33,1.429526
09:26,388.66,386.36,2.3,1.410938
09:27,388.78,386.42,2.36,1.44752
09:28,389.12,386.68,2.44,1.495582
09:29,389.18,386.73,2.45,1.501517
09:30,389.12,386.76,2.36,1.446247
09:31,389.2,386.85,2.35,1.439784
09:32,389.32,386.98,2.34,1.433176
09:33,389.6,387.11,2.49,1.524534
09:34,389.94,387.5,2.44,1.492417
09:35,389.72,387.23,2.49,1.524062
09:36,389.76,387.3,2.46,1.505427
09:37,389.78,387.3,2.48,1.517666
09:38,389.96,387.5,2.46,1.50465
09:39,389.8,387.3,2.5,1.529906
09:40,389.82,387.3,2.52,1.542145
09:41,389.76,387.2,2.56,1.567028
09:42,389.9,387.44,2.46,1.504883
09:43,390.0,387.6,2.4,1.467573
09:44,390.08,387.52,2.56,1.565734
09:45,390.0,387.46,2.54,1.553742
09:46,390.16,387.6,2.56,1.565411
09:47,390.36,387.85,2.51,1.533847
09:48,390.4,387.81,2.59,1.582898
09:49,390.36,387.83,2.53,1.546149
09:50,390.16,387.7,2.46,1.503874
09:51,390.26,387.75,2.51,1.534243
09:52,390.1,387.6,2.5,1.528722
09:53,390.06,387.51,2.55,1.559658
09:54,389.88,387.36,2.52,1.541906
09:55,390.06,387.5,2.56,1.565815
09:56,390.12,387.6,2.52,1.540951
09:57,390.1,387.6,2.5,1.528722
09:58,390.08,387.6,2.48,1.516492
09:59,390.1,387.74,2.36,1.442592
10:00,390.2,387.6,2.6,1.58987
10:01,390.18,387.7,2.48,1.516101
10:02,390.12,387.6,2.52,1.540951
10:03,390.02,387.5,2.52,1.541349
10:04,390.02,387.5,2.52,1.541349
10:05,390.0,387.5,2.5,1.529116
10:06,389.98,387.44,2.54,1.553822
10:07,389.76,387.22,2.54,1.554705
10:08,389.78,387.26,2.52,1.542304
10:09,389.82,387.26,2.56,1.566785
10:10,389.82,387.3,2.52,1.542145
10:11,389.8,387.3,2.5,1.529906
10:12,389.78,387.3,2.48,1.517666
10:13,389.66,387.08,2.58,1.57976
10:14,389.72,387.35,2.37,1.450163
10:15,,387.22,,
10:16,,387.3,,
10:17,,387.3,,
10:18,,387.31,,
10:19,,387.3,,
10:20,,387.23,,
10:21,,387.23,,
10:22,,387.23,,
10:23,,387.31,,
10:24,,387.26,,
10:25,,387.23,,
10:26,,387.39,,
10:27,,387.25,,
10:28,,387.25,,
10:29,,387.25,,
10:30,389.52,387.09,2.43,1.487875
10:31,389.42,387.02,2.4,1.469772
10:32,389.46,386.94,2.52,1.54358
10:33,389.56,387.06,2.5,1.530854
10:34,389.7,387.2,2.5,1.530301
10:35,389.8,387.24,2.56,1.566866
10:36,389.72,387.22,2.5,1.530222
10:37,389.7,387.19,2.51,1.536462
10:38,389.68,387.21,2.47,1.511898
10:39,389.54,387.1,2.44,1.493959
10:40,389.48,386.96,2.52,1.5435
10:41,389.4,386.92,2.48,1.519157
10:42,389.34,386.89,2.45,1.500896
10:43,389.38,386.9,2.48,1.519235
10:44,389.34,386.81,2.53,1.550226
10:45,389.32,386.8,2.52,1.544138
10:46,389.28,386.8,2.48,1.519628
10:47,388.96,386.3,2.66,1.632034
10:48,388.84,386.2,2.64,1.620182
10:49,388.84,386.46,2.38,1.459636
10:50,388.84,386.4,2.44,1.496666
10:51,388.9,386.35,2.55,1.564341
10:52,388.94,386.4,2.54,1.558005
10:53,389.04,386.45,2.59,1.588468
10:54,388.9,386.45,2.45,1.502605
10:55,388.92,386.38,2.54,1.558085
10:56,389.14,386.64,2.5,1.532517
10:57,389.28,386.79,2.49,1.525795
10:58,389.3,386.73,2.57,1.575061
10:59,389.28,386.75,2.53,1.550466
11:00,389.26,386.69,2.57,1.575224
11:01,389.2,386.65,2.55,1.563127
11:02,389.1,386.48,2.62,1.606743
11:03,389.12,386.6,2.52,1.544937
11:04,389.2,386.6,2.6,1.593983
11:05,389.2,386.63,2.57,1.575468
11:06,389.14,386.6,2.54,1.557199
11:07,389.26,386.61,2.65,1.624594
11:08,389.3,386.7,2.6,1.593571
11:09,389.34,386.72,2.62,1.605746
11:10,389.38,386.7,2.68,1.642604
11:11,389.26,386.72,2.54,1.556715
11:12,389.2,386.65,2.55,1.563127
11:13,389.14,386.51,2.63,1.61275
11:14,389.2,386.6,2.6,1.593983
11:15,389.16,386.61,2.55,1.563289
11:16,389.18,386.61,2.57,1.57555
11:17,389.26,386.62,2.64,1.618422
11:18,389.26,386.7,2.56,1.569054
11:19,389.06,386.5,2.56,1.569866
11:20,388.96,386.35,2.61,1.601149
11:21,389.0,386.37,2.63,1.613335
11:22,388.96,386.5,2.46,1.508543
11:23,389.18,386.55,2.63,1.612584
11:24,389.1,386.6,2.5,1.532676
11:25,388.96,386.45,2.51,1.539404
11:26,389.02,386.52,2.5,1.532993
11:27,389.08,386.57,2.51,1.538926
11:28,389.1,386.53,2.57,1.575876
11:29,389.06,386.55,2.51,1.539006
11:30,,386.54,,
11:31,,386.54,,
11:32,,386.54,,
11:33,,386.62,,
11:34,,386.52,,
11:35,,386.52,,
11:36,,386.5,,
11:37,,386.5,,
11:38,,386.59,,
11:39,,386.59,,
11:40,,386.58,,
11:41,,386.58,,
11:42,,386.58,,
11:43,,386.58,,
11:44,,386.58,,
11:45,,386.58,,
11:46,,386.58,,
11:47,,386.52,,
11:48,,386.59,,
11:49,,386.51,,
11:50,,386.5,,
11:51,,386.5,,
11:52,,386.5,,
11:53,,386.59,,
11:54,,386.55,,
11:55,,386.59,,
11:56,,386.59,,
11:57,,386.56,,
11:58,,386.56,,
11:59,,386.56,,
12:00,,386.6,,
12:01,,386.6,,
12:02,,386.62,,
12:03,,386.6,,
12:04,,386.6,,
12:05,,386.6,,
12:06,,386.56,,
12:07,,386.56,,
12:08,,386.56,,
12:09,,386.56,,
12:10,,386.56,,
12:11,,386.58,,
12:12,,386.58,,
12:13,,386.62,,
12:14,,386.62,,
12:15,,386.62,,
12:16,,386.62,,
12:17,,386.62,,
12:18,,386.62,,
12:19,,386.6,,
12:20,,386.6,,
12:21,,386.6,,
12:22,,386.62,,
12:23,,386.64,,
12:24,,386.64,,
12:25,,386.7,,
12:26,,386.7,,
12:27,,386.7,,
12:28,,386.7,,
12:29,,386.71,,
12:30,,386.71,,
12:31,,386.71,,
12:32,,386.71,,
12:33,,386.71,,
12:34,,386.71,,
12:35,,386.71,,
12:36,,386.71,,
12:37,,386.7,,
12:38,,386.8,,
12:39,,386.88,,
12:40,,386.89,,
12:41,,386.89,,
12:42,,386.89,,
12:43,,386.89,,
12:44,,386.89,,
12:45,,386.89,,
12:46,,386.83,,
12:47,,386.8,,
12:48,,386.8,,
12:49,,386.89,,
12:50,,386.89,,
12:51,,386.75,,
12:52,,386.75,,
12:53,,386.75,,
12:54,,386.62,,
12:55,,386.62,,
12:56,,386.62,,
12:57,,386.62,,
12:58,,386.62,,
12:59,,386.62,,
13:00,,386.61,,
13:01,,386.61,,
13:02,,386.8,,
13:03,,386.8,,
13:04,,386.8,,
13:05,,386.8,,
13:06,,386.8,,
13:07,,386.8,,
13:08,,386.8,,
13:09,,386.8,,
13:10,,386.8,,
13:11,,386.8,,
13:12,,386.8,,
13:13,,386.7,,
13:14,,386.7,,
13:15,,386.75,,
13:16,,386.8,,
13:17,,386.8,,
13:18,,386.8,,
13:19,,386.85,,
13:20,,386.85,,
13:21,,386.85,,
13:22,,386.8,,
13:23,,386.8,,
13:24,,386.8,,
13:25,,386.8,,
13:26,,386.8,,
13:27,,386.8,,
13:28,,386.8,,
13:29,,386.8,,
13:30,389.3,386.64,2.66,1.630598
13:31,389.08,386.56,2.52,1.545097
13:32,389.02,386.5,2.52,1.545337
13:33,388.74,386.24,2.5,1.534104
13:34,388.92,386.45,2.47,1.514871
13:35,388.94,386.32,2.62,1.607408
13:36,388.96,386.5,2.46,1.508543
13:37,388.84,386.32,2.52,1.546057
13:38,389.04,386.42,2.62,1.606992
13:39,388.92,386.33,2.59,1.588962
13:40,388.98,386.42,2.56,1.570191
13:41,388.86,386.3,2.56,1.570679
13:42,388.9,386.28,2.62,1.607575
13:43,388.98,386.35,2.63,1.613418
13:44,388.96,386.38,2.58,1.582622
13:45,389.1,386.5,2.6,1.594395
13:46,388.98,386.5,2.48,1.520808
13:47,389.04,386.4,2.64,1.619343
13:48,389.02,386.4,2.62,1.607076
13:49,388.96,386.4,2.56,1.570272
13:50,389.04,386.49,2.55,1.563774
13:51,388.98,386.36,2.62,1.607242
13:52,388.92,386.35,2.57,1.57661
13:53,388.94,386.35,2.59,1.58888
13:54,388.92,386.32,2.6,1.595138
13:55,388.86,386.23,2.63,1.61392
13:56,388.98,386.33,2.65,1.625772
13:57,388.9,386.27,2.63,1.613752
13:58,389.0,386.35,2.65,1.625688
13:59,388.96,386.35,2.61,1.601149
14:00,388.84,386.22,2.62,1.607825
14:01,388.68,386.06,2.62,1.608491
14:02,389.32,386.53,2.79,1.710776
14:03,389.76,387.03,2.73,1.671822
14:04,389.56,386.91,2.65,1.623335
14:05,389.6,386.9,2.7,1.654006
14:06,389.44,386.71,2.73,1.673206
14:07,389.46,386.8,2.66,1.629924
14:08,389.34,386.8,2.54,1.556393
14:09,389.4,386.8,2.6,1.593159
14:10,389.32,386.66,2.66,1.630514
14:11,389.18,386.45,2.73,1.674332
14:12,389.28,386.55,2.73,1.673898
14:13,389.32,386.7,2.62,1.605829
14:14,389.24,386.7,2.54,1.556796
14:15,389.28,386.61,2.67,1.636855
14:16,389.32,386.61,2.71,1.661378
14:17,389.26,386.63,2.63,1.61225
14:18,389.44,386.75,2.69,1.64852
14:19,389.48,386.85,2.63,1.611333
14:20,389.44,386.75,2.69,1.64852
14:21,389.42,386.75,2.67,1.636263
14:22,389.46,386.8,2.66,1.629924
14:23,389.46,386.76,2.7,1.654605
14:24,389.38,386.66,2.72,1.667293
14:25,389.38,386.66,2.72,1.667293
14:26,389.52,386.85,2.67,1.63584
14:27,389.56,386.9,2.66,1.629503
14:28,389.4,386.65,2.75,1.685725
14:29,389.48,386.8,2.68,1.642179
14:30,389.4,386.8,2.6,1.593159
14:31,389.32,386.6,2.72,1.667551
14:32,389.38,386.68,2.7,1.654947
14:33,389.42,386.61,2.81,1.722683
14:34,389.3,386.5,2.8,1.717041
14:35,389.24,386.49,2.75,1.686423
14:36,389.1,386.4,2.7,1.656147
14:37,389.12,386.4,2.72,1.668414
14:38,389.14,386.41,2.73,1.674505
14:39,389.18,386.48,2.7,1.655804
14:40,389.08,386.4,2.68,1.643879
14:41,389.08,386.36,2.72,1.668587
14:42,389.06,386.46,2.6,1.59456
14:43,389.12,386.51,2.61,1.600486
14:44,389.22,386.5,2.72,1.667983
14:45,389.22,386.5,2.72,1.667983
14:46,389.24,386.5,2.74,1.680247
14:47,389.3,386.5,2.8,1.717041
14:48,389.4,386.75,2.65,1.624006
14:49,389.44,386.75,2.69,1.64852
14:50,389.44,386.8,2.64,1.617669
14:51,389.36,386.65,2.71,1.661206
14:52,389.36,386.65,2.71,1.661206
14:53,389.32,386.6,2.72,1.667551
14:54,389.1,386.42,2.68,1.643794
14:55,389.06,386.4,2.66,1.631611
14:56,389.14,386.49,2.65,1.625099
14:57,389.18,386.5,2.68,1.643454
14:58,389.24,386.63,2.61,1.599989
14:59,389.3,386.79,2.51,1.538051
15:00,389.32,386.67,2.65,1.624342
15:01,,386.36,,
